h1,h2,h3,h4,h5,verdict,t_targets_values,reading
SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,Z_TARGETS_LAW,"(1,)","Z_TARGETS_LAW — on indeg (0,0,1,1,1,3): z_targets=(1,1)→Φ=6 (n_core=3); cycles=(3,)→Φ=6; else Φ=12 (n_core=4); t_targets constant; ROLE_TARGETS grain generalizes via zeros"
