id,kind,n,label,max_phi,mean_phi,n_reachable,edges,mediator_depends_both,strict_mediation,back_channel,parity_present,mediator_fn
1063,triad,3,"W=~W&C,S=W&~C,C=NAND",0.0,0.0,5,6,1,0,1,0,W&~C
1064,triad,3,"W=~W&C,S=W&~C,C=AND",0.0,0.0,5,6,1,0,1,0,W&~C
1065,triad,3,"W=~W&C,S=W&~C,C=XNOR",0.415037,0.207519,6,6,1,0,1,1,W&~C
1066,triad,3,"W=~W&C,S=W&~C,C=copyA",0.830075,0.249022,5,5,1,0,1,0,W&~C
1067,triad,3,"W=~W&C,S=W&~C,C=A|~B",0.0,0.0,4,6,1,0,1,0,W&~C
1068,triad,3,"W=~W&C,S=W&~C,C=copyB",0.830075,0.166015,5,5,1,0,1,0,W&~C
1069,triad,3,"W=~W&C,S=W&~C,C=~A|B",0.830075,0.249022,5,6,1,0,1,0,W&~C
1070,triad,3,"W=~W&C,S=W&~C,C=OR",0.830075,0.33203,5,6,1,0,1,0,W&~C
1071,triad,3,"W=~W&C,S=W&~C,C=TRUE",0.0,0.0,3,4,1,0,1,0,W&~C
1072,triad,3,"W=~W&C,S=~C,C=FALSE",0.0,0.0,4,3,0,0,1,0,(none)
1073,triad,3,"W=~W&C,S=~C,C=NOR",0.830075,0.249022,5,5,0,0,1,0,(none)
1074,triad,3,"W=~W&C,S=~C,C=W&~C",0.415037,0.083007,5,5,0,0,1,0,(none)
1075,triad,3,"W=~W&C,S=~C,C=~C",0.0,0.0,4,4,0,0,1,0,(none)
1076,triad,3,"W=~W&C,S=~C,C=~W&C",0.415037,0.083007,5,5,0,0,1,0,(none)
1077,triad,3,"W=~W&C,S=~C,C=~W",2.0,0.402506,6,4,0,0,1,0,(none)
1078,triad,3,"W=~W&C,S=~C,C=XOR",0.415037,0.138346,6,5,0,0,1,1,(none)
1079,triad,3,"W=~W&C,S=~C,C=NAND",0.415037,0.083007,5,5,0,0,1,0,(none)
1080,triad,3,"W=~W&C,S=~C,C=AND",0.415037,0.083007,5,5,0,0,1,0,(none)
1081,triad,3,"W=~W&C,S=~C,C=XNOR",2.0,0.402506,6,5,0,0,1,1,(none)
1082,triad,3,"W=~W&C,S=~C,C=copyA",0.415037,0.138346,6,4,0,0,1,0,(none)
1083,triad,3,"W=~W&C,S=~C,C=A|~B",0.830075,0.166015,5,5,0,0,1,0,(none)
1084,triad,3,"W=~W&C,S=~C,C=copyB",2.0,0.5,4,4,0,0,1,0,(none)
1085,triad,3,"W=~W&C,S=~C,C=~A|B",0.415037,0.166015,5,5,0,0,1,0,(none)
1086,triad,3,"W=~W&C,S=~C,C=OR",0.830075,0.166015,5,5,0,0,1,0,(none)
1087,triad,3,"W=~W&C,S=~C,C=TRUE",0.0,0.0,4,3,0,0,1,0,(none)
1088,triad,3,"W=~W&C,S=~W&C,C=FALSE",0.0,0.0,4,4,1,0,1,0,~W&C
1089,triad,3,"W=~W&C,S=~W&C,C=NOR",0.830075,0.415037,5,6,1,0,1,0,~W&C
1090,triad,3,"W=~W&C,S=~W&C,C=W&~C",0.830075,0.249022,5,6,1,0,1,0,~W&C
1091,triad,3,"W=~W&C,S=~W&C,C=~C",1.0,0.283007,5,5,1,0,1,0,~W&C
1092,triad,3,"W=~W&C,S=~W&C,C=~W&C",0.830075,0.249022,5,6,1,0,1,0,~W&C
1093,triad,3,"W=~W&C,S=~W&C,C=~W",1.0,0.283007,5,5,1,0,1,0,~W&C
1094,triad,3,"W=~W&C,S=~W&C,C=XOR",1.0,0.53203,5,6,1,0,1,1,~W&C
1095,triad,3,"W=~W&C,S=~W&C,C=NAND",6.0,1.2,5,6,1,0,1,0,~W&C
1096,triad,3,"W=~W&C,S=~W&C,C=AND",0.830075,0.498045,5,6,1,0,1,0,~W&C
1097,triad,3,"W=~W&C,S=~W&C,C=XNOR",0.830075,0.33203,5,6,1,0,1,1,~W&C
1098,triad,3,"W=~W&C,S=~W&C,C=copyA",0.415037,0.083007,5,5,1,0,1,0,~W&C
1099,triad,3,"W=~W&C,S=~W&C,C=A|~B",0.830075,0.33203,5,6,1,0,1,0,~W&C
1100,triad,3,"W=~W&C,S=~W&C,C=copyB",0.415037,0.083007,5,5,1,0,1,0,~W&C
1101,triad,3,"W=~W&C,S=~W&C,C=~A|B",0.830075,0.33203,5,6,1,0,1,0,~W&C
1102,triad,3,"W=~W&C,S=~W&C,C=OR",0.0,0.0,5,6,1,0,1,0,~W&C
1103,triad,3,"W=~W&C,S=~W&C,C=TRUE",0.0,0.0,4,4,1,0,1,0,~W&C
1104,triad,3,"W=~W&C,S=~W,C=FALSE",0.0,0.0,3,3,0,0,1,0,(none)
1105,triad,3,"W=~W&C,S=~W,C=NOR",0.415037,0.083007,5,5,0,0,1,0,(none)
1106,triad,3,"W=~W&C,S=~W,C=W&~C",0.415037,0.083007,5,5,0,0,1,0,(none)
1107,triad,3,"W=~W&C,S=~W,C=~C",2.0,0.402506,6,4,0,0,1,0,(none)
1108,triad,3,"W=~W&C,S=~W,C=~W&C",0.0,0.0,5,5,0,0,1,0,(none)
1109,triad,3,"W=~W&C,S=~W,C=~W",0.0,0.0,4,4,0,0,1,0,(none)
1110,triad,3,"W=~W&C,S=~W,C=XOR",2.0,0.610025,6,5,0,0,1,1,(none)
1111,triad,3,"W=~W&C,S=~W,C=NAND",1.0,0.283007,5,5,0,0,1,0,(none)
1112,triad,3,"W=~W&C,S=~W,C=AND",0.415037,0.166015,5,5,0,0,1,0,(none)
1113,triad,3,"W=~W&C,S=~W,C=XNOR",2.0,0.610025,6,5,0,0,1,1,(none)
1114,triad,3,"W=~W&C,S=~W,C=copyA",0.0,0.0,4,4,0,0,1,0,(none)
1115,triad,3,"W=~W&C,S=~W,C=A|~B",0.830075,0.166015,5,5,0,0,1,0,(none)
1116,triad,3,"W=~W&C,S=~W,C=copyB",2.0,0.402506,6,4,0,0,1,0,(none)
1117,triad,3,"W=~W&C,S=~W,C=~A|B",0.415037,0.083007,5,5,0,0,1,0,(none)
1118,triad,3,"W=~W&C,S=~W,C=OR",0.415037,0.083007,5,5,0,0,1,0,(none)
1119,triad,3,"W=~W&C,S=~W,C=TRUE",0.0,0.0,3,3,0,0,1,0,(none)
1120,triad,3,"W=~W&C,S=XOR,C=FALSE",0.0,0.0,4,4,1,0,1,1,XOR
1121,triad,3,"W=~W&C,S=XOR,C=NOR",0.830075,0.48421,6,6,1,0,1,1,XOR
1122,triad,3,"W=~W&C,S=XOR,C=W&~C",0.415037,0.304361,5,6,1,0,1,1,XOR
1123,triad,3,"W=~W&C,S=XOR,C=~C",2.0,0.402506,6,5,1,0,1,1,XOR
1124,triad,3,"W=~W&C,S=XOR,C=~W&C",0.415037,0.207519,6,6,1,0,1,1,XOR
1125,triad,3,"W=~W&C,S=XOR,C=~W",2.0,0.610025,6,5,1,0,1,1,XOR
1126,triad,3,"W=~W&C,S=XOR,C=XOR",2.0,0.610025,6,6,1,0,1,1,XOR
1127,triad,3,"W=~W&C,S=XOR,C=NAND",1.0,0.53203,5,6,1,0,1,1,XOR
1128,triad,3,"W=~W&C,S=XOR,C=AND",0.830075,0.387368,5,6,1,0,1,1,XOR
1129,triad,3,"W=~W&C,S=XOR,C=XNOR",0.415037,0.345865,6,6,1,0,1,1,XOR
1130,triad,3,"W=~W&C,S=XOR,C=copyA",0.415037,0.345865,6,5,1,0,1,1,XOR
1131,triad,3,"W=~W&C,S=XOR,C=A|~B",0.830075,0.415037,6,6,1,0,1,1,XOR
1132,triad,3,"W=~W&C,S=XOR,C=copyB",0.415037,0.138346,6,5,1,0,1,1,XOR
1133,triad,3,"W=~W&C,S=XOR,C=~A|B",0.830075,0.387368,5,6,1,0,1,1,XOR
1134,triad,3,"W=~W&C,S=XOR,C=OR",0.415037,0.207519,6,6,1,0,1,1,XOR
1135,triad,3,"W=~W&C,S=XOR,C=TRUE",0.0,0.0,4,4,1,0,1,1,XOR
1136,triad,3,"W=~W&C,S=NAND,C=FALSE",0.0,0.0,3,4,1,0,1,0,NAND
1137,triad,3,"W=~W&C,S=NAND,C=NOR",0.0,0.0,4,6,1,0,1,0,NAND
1138,triad,3,"W=~W&C,S=NAND,C=W&~C",0.830075,0.33203,5,6,1,0,1,0,NAND
1139,triad,3,"W=~W&C,S=NAND,C=~C",0.830075,0.249022,5,5,1,0,1,0,NAND
1140,triad,3,"W=~W&C,S=NAND,C=~W&C",0.0,0.0,5,6,1,0,1,0,NAND
1141,triad,3,"W=~W&C,S=NAND,C=~W",0.0,0.0,5,5,1,0,1,0,NAND
1142,triad,3,"W=~W&C,S=NAND,C=XOR",0.415037,0.207519,6,6,1,0,1,1,NAND
1143,triad,3,"W=~W&C,S=NAND,C=NAND",0.830075,0.249022,5,6,1,0,1,0,NAND
1144,triad,3,"W=~W&C,S=NAND,C=AND",0.830075,0.249022,5,6,1,0,1,0,NAND
1145,triad,3,"W=~W&C,S=NAND,C=XNOR",0.415037,0.207519,6,6,1,0,1,1,NAND
1146,triad,3,"W=~W&C,S=NAND,C=copyA",0.830075,0.166015,5,5,1,0,1,0,NAND
1147,triad,3,"W=~W&C,S=NAND,C=A|~B",0.0,0.0,5,6,1,0,1,0,NAND
1148,triad,3,"W=~W&C,S=NAND,C=copyB",0.415037,0.083007,5,5,1,0,1,0,NAND
1149,triad,3,"W=~W&C,S=NAND,C=~A|B",0.830075,0.33203,5,6,1,0,1,0,NAND
1150,triad,3,"W=~W&C,S=NAND,C=OR",0.415037,0.103759,4,6,1,0,1,0,NAND
1151,triad,3,"W=~W&C,S=NAND,C=TRUE",0.0,0.0,3,4,1,0,1,0,NAND
1152,triad,3,"W=~W&C,S=AND,C=FALSE",0.0,0.0,3,4,1,0,1,0,AND
1153,triad,3,"W=~W&C,S=AND,C=NOR",0.0,0.0,4,6,1,0,1,0,AND
1154,triad,3,"W=~W&C,S=AND,C=W&~C",0.0,0.0,5,6,1,0,1,0,AND
1155,triad,3,"W=~W&C,S=AND,C=~C",0.830075,0.166015,5,5,1,0,1,0,AND
1156,triad,3,"W=~W&C,S=AND,C=~W&C",0.0,0.0,5,6,1,0,1,0,AND
1157,triad,3,"W=~W&C,S=AND,C=~W",0.830075,0.166015,5,5,1,0,1,0,AND
1158,triad,3,"W=~W&C,S=AND,C=XOR",0.830075,0.415037,6,6,1,0,1,1,AND
1159,triad,3,"W=~W&C,S=AND,C=NAND",0.830075,0.33203,5,6,1,0,1,0,AND
1160,triad,3,"W=~W&C,S=AND,C=AND",0.830075,0.33203,5,6,1,0,1,0,AND
1161,triad,3,"W=~W&C,S=AND,C=XNOR",0.830075,0.415037,6,6,1,0,1,1,AND
1162,triad,3,"W=~W&C,S=AND,C=copyA",0.830075,0.166015,5,5,1,0,1,0,AND
1163,triad,3,"W=~W&C,S=AND,C=A|~B",0.0,0.0,5,6,1,0,1,0,AND
1164,triad,3,"W=~W&C,S=AND,C=copyB",0.830075,0.166015,5,5,1,0,1,0,AND
1165,triad,3,"W=~W&C,S=AND,C=~A|B",0.0,0.0,5,6,1,0,1,0,AND
1166,triad,3,"W=~W&C,S=AND,C=OR",0.0,0.0,4,6,1,0,1,0,AND
1167,triad,3,"W=~W&C,S=AND,C=TRUE",0.0,0.0,3,4,1,0,1,0,AND
1168,triad,3,"W=~W&C,S=XNOR,C=FALSE",0.0,0.0,4,4,1,0,1,1,XNOR
1169,triad,3,"W=~W&C,S=XNOR,C=NOR",0.830075,0.48421,6,6,1,0,1,1,XNOR
1170,triad,3,"W=~W&C,S=XNOR,C=W&~C",0.830075,0.470376,5,6,1,0,1,1,XNOR
1171,triad,3,"W=~W&C,S=XNOR,C=~C",0.415037,0.138346,6,5,1,0,1,1,XNOR
1172,triad,3,"W=~W&C,S=XNOR,C=~W&C",0.415037,0.207519,6,6,1,0,1,1,XNOR
1173,triad,3,"W=~W&C,S=XNOR,C=~W",2.0,0.610025,6,5,1,0,1,1,XNOR
1174,triad,3,"W=~W&C,S=XNOR,C=XOR",0.415037,0.345865,6,6,1,0,1,1,XNOR
1175,triad,3,"W=~W&C,S=XNOR,C=NAND",0.830075,0.33203,5,6,1,0,1,1,XNOR
1176,triad,3,"W=~W&C,S=XNOR,C=AND",0.830075,0.387368,5,6,1,0,1,1,XNOR
1177,triad,3,"W=~W&C,S=XNOR,C=XNOR",2.0,0.610025,6,6,1,0,1,1,XNOR
1178,triad,3,"W=~W&C,S=XNOR,C=copyA",0.415037,0.345865,6,5,1,0,1,1,XNOR
1179,triad,3,"W=~W&C,S=XNOR,C=A|~B",0.830075,0.415037,6,6,1,0,1,1,XNOR
1180,triad,3,"W=~W&C,S=XNOR,C=copyB",2.0,0.402506,6,5,1,0,1,1,XNOR
1181,triad,3,"W=~W&C,S=XNOR,C=~A|B",0.830075,0.387368,5,6,1,0,1,1,XNOR
1182,triad,3,"W=~W&C,S=XNOR,C=OR",0.415037,0.207519,6,6,1,0,1,1,XNOR
1183,triad,3,"W=~W&C,S=XNOR,C=TRUE",0.0,0.0,4,4,1,0,1,1,XNOR
1184,triad,3,"W=~W&C,S=copyA,C=FALSE",0.0,0.0,3,3,0,0,1,0,(none)
1185,triad,3,"W=~W&C,S=copyA,C=NOR",0.830075,0.249022,5,5,0,0,1,0,(none)
1186,triad,3,"W=~W&C,S=copyA,C=W&~C",0.415037,0.083007,5,5,0,0,1,0,(none)
1187,triad,3,"W=~W&C,S=copyA,C=~C",0.415037,0.138346,6,4,0,0,1,0,(none)
1188,triad,3,"W=~W&C,S=copyA,C=~W&C",0.830075,0.166015,5,5,0,0,1,0,(none)
1189,triad,3,"W=~W&C,S=copyA,C=~W",0.0,0.0,4,4,0,0,1,0,(none)
1190,triad,3,"W=~W&C,S=copyA,C=XOR",0.415037,0.345865,6,5,0,0,1,1,(none)
1191,triad,3,"W=~W&C,S=copyA,C=NAND",0.415037,0.083007,5,5,0,0,1,0,(none)
1192,triad,3,"W=~W&C,S=copyA,C=AND",0.0,0.0,5,5,0,0,1,0,(none)
1193,triad,3,"W=~W&C,S=copyA,C=XNOR",0.415037,0.345865,6,5,0,0,1,1,(none)
1194,triad,3,"W=~W&C,S=copyA,C=copyA",0.0,0.0,4,4,0,0,1,0,(none)
1195,triad,3,"W=~W&C,S=copyA,C=A|~B",0.830075,0.166015,5,5,0,0,1,0,(none)
1196,triad,3,"W=~W&C,S=copyA,C=copyB",0.415037,0.138346,6,4,0,0,1,0,(none)
1197,triad,3,"W=~W&C,S=copyA,C=~A|B",0.415037,0.083007,5,5,0,0,1,0,(none)
1198,triad,3,"W=~W&C,S=copyA,C=OR",0.830075,0.249022,5,5,0,0,1,0,(none)
1199,triad,3,"W=~W&C,S=copyA,C=TRUE",0.0,0.0,3,3,0,0,1,0,(none)
1200,triad,3,"W=~W&C,S=A|~B,C=FALSE",0.0,0.0,4,4,1,0,1,0,A|~B
1201,triad,3,"W=~W&C,S=A|~B,C=NOR",0.830075,0.33203,5,6,1,0,1,0,A|~B
1202,triad,3,"W=~W&C,S=A|~B,C=W&~C",0.830075,0.33203,5,6,1,0,1,0,A|~B
1203,triad,3,"W=~W&C,S=A|~B,C=~C",0.415037,0.083007,5,5,1,0,1,0,A|~B
1204,triad,3,"W=~W&C,S=A|~B,C=~W&C",0.830075,0.249022,5,6,1,0,1,0,A|~B
1205,triad,3,"W=~W&C,S=A|~B,C=~W",0.415037,0.166015,5,5,1,0,1,0,A|~B
1206,triad,3,"W=~W&C,S=A|~B,C=XOR",0.830075,0.33203,5,6,1,0,1,1,A|~B
1207,triad,3,"W=~W&C,S=A|~B,C=NAND",0.830075,0.498045,5,6,1,0,1,0,A|~B
1208,triad,3,"W=~W&C,S=A|~B,C=AND",0.830075,0.166015,5,6,1,0,1,0,A|~B
1209,triad,3,"W=~W&C,S=A|~B,C=XNOR",0.830075,0.33203,5,6,1,0,1,1,A|~B
1210,triad,3,"W=~W&C,S=A|~B,C=copyA",0.0,0.0,5,5,1,0,1,0,A|~B
1211,triad,3,"W=~W&C,S=A|~B,C=A|~B",0.830075,0.33203,5,6,1,0,1,0,A|~B
1212,triad,3,"W=~W&C,S=A|~B,C=copyB",0.415037,0.083007,5,5,1,0,1,0,A|~B
1213,triad,3,"W=~W&C,S=A|~B,C=~A|B",0.830075,0.249022,5,6,1,0,1,0,A|~B
1214,triad,3,"W=~W&C,S=A|~B,C=OR",0.0,0.0,5,6,1,0,1,0,A|~B
1215,triad,3,"W=~W&C,S=A|~B,C=TRUE",0.0,0.0,4,4,1,0,1,0,A|~B
1216,triad,3,"W=~W&C,S=copyB,C=FALSE",0.0,0.0,4,3,0,0,1,0,(none)
1217,triad,3,"W=~W&C,S=copyB,C=NOR",0.415037,0.083007,5,5,0,0,1,0,(none)
1218,triad,3,"W=~W&C,S=copyB,C=W&~C",0.415037,0.083007,5,5,0,0,1,0,(none)
1219,triad,3,"W=~W&C,S=copyB,C=~C",2.0,0.5,4,4,0,0,1,0,(none)
1220,triad,3,"W=~W&C,S=copyB,C=~W&C",0.830075,0.249022,5,5,0,0,1,0,(none)
1221,triad,3,"W=~W&C,S=copyB,C=~W",2.0,0.402506,6,4,0,0,1,0,(none)
1222,triad,3,"W=~W&C,S=copyB,C=XOR",2.0,0.402506,6,5,0,0,1,1,(none)
1223,triad,3,"W=~W&C,S=copyB,C=NAND",1.0,0.283007,5,5,0,0,1,0,(none)
1224,triad,3,"W=~W&C,S=copyB,C=AND",0.415037,0.083007,5,5,0,0,1,0,(none)
1225,triad,3,"W=~W&C,S=copyB,C=XNOR",0.415037,0.138346,6,5,0,0,1,1,(none)
1226,triad,3,"W=~W&C,S=copyB,C=copyA",0.415037,0.138346,6,4,0,0,1,0,(none)
1227,triad,3,"W=~W&C,S=copyB,C=A|~B",0.830075,0.166015,5,5,0,0,1,0,(none)
1228,triad,3,"W=~W&C,S=copyB,C=copyB",0.0,0.0,4,4,0,0,1,0,(none)
1229,triad,3,"W=~W&C,S=copyB,C=~A|B",0.0,0.0,5,5,0,0,1,0,(none)
1230,triad,3,"W=~W&C,S=copyB,C=OR",0.0,0.0,5,5,0,0,1,0,(none)
1231,triad,3,"W=~W&C,S=copyB,C=TRUE",0.0,0.0,4,3,0,0,1,0,(none)
1232,triad,3,"W=~W&C,S=~A|B,C=FALSE",0.0,0.0,3,4,1,0,1,0,~A|B
1233,triad,3,"W=~W&C,S=~A|B,C=NOR",0.830075,0.415037,5,6,1,0,1,0,~A|B
1234,triad,3,"W=~W&C,S=~A|B,C=W&~C",0.830075,0.33203,5,6,1,0,1,0,~A|B
1235,triad,3,"W=~W&C,S=~A|B,C=~C",0.415037,0.083007,5,5,1,0,1,0,~A|B
1236,triad,3,"W=~W&C,S=~A|B,C=~W&C",0.0,0.0,4,6,1,0,1,0,~A|B
1237,triad,3,"W=~W&C,S=~A|B,C=~W",0.415037,0.083007,5,5,1,0,1,0,~A|B
1238,triad,3,"W=~W&C,S=~A|B,C=XOR",0.830075,0.48421,6,6,1,0,1,1,~A|B
1239,triad,3,"W=~W&C,S=~A|B,C=NAND",0.830075,0.415037,5,6,1,0,1,0,~A|B
1240,triad,3,"W=~W&C,S=~A|B,C=AND",0.830075,0.33203,5,6,1,0,1,0,~A|B
1241,triad,3,"W=~W&C,S=~A|B,C=XNOR",0.830075,0.48421,6,6,1,0,1,1,~A|B
1242,triad,3,"W=~W&C,S=~A|B,C=copyA",0.830075,0.249022,5,5,1,0,1,0,~A|B
1243,triad,3,"W=~W&C,S=~A|B,C=A|~B",0.0,0.0,4,6,1,0,1,0,~A|B
1244,triad,3,"W=~W&C,S=~A|B,C=copyB",0.830075,0.249022,5,5,1,0,1,0,~A|B
1245,triad,3,"W=~W&C,S=~A|B,C=~A|B",0.830075,0.33203,5,6,1,0,1,0,~A|B
1246,triad,3,"W=~W&C,S=~A|B,C=OR",0.830075,0.33203,5,6,1,0,1,0,~A|B
1247,triad,3,"W=~W&C,S=~A|B,C=TRUE",0.0,0.0,3,4,1,0,1,0,~A|B
1248,triad,3,"W=~W&C,S=OR,C=FALSE",0.0,0.0,4,4,1,0,1,0,OR
1249,triad,3,"W=~W&C,S=OR,C=NOR",0.830075,0.33203,5,6,1,0,1,0,OR
1250,triad,3,"W=~W&C,S=OR,C=W&~C",0.830075,0.498045,5,6,1,0,1,0,OR
1251,triad,3,"W=~W&C,S=OR,C=~C",0.415037,0.083007,5,5,1,0,1,0,OR
1252,triad,3,"W=~W&C,S=OR,C=~W&C",0.830075,0.33203,5,6,1,0,1,0,OR
1253,triad,3,"W=~W&C,S=OR,C=~W",0.415037,0.083007,5,5,1,0,1,0,OR
1254,triad,3,"W=~W&C,S=OR,C=XOR",0.415037,0.249022,5,6,1,0,1,1,OR
1255,triad,3,"W=~W&C,S=OR,C=NAND",0.830075,0.249022,5,6,1,0,1,0,OR
1256,triad,3,"W=~W&C,S=OR,C=AND",0.830075,0.33203,5,6,1,0,1,0,OR
1257,triad,3,"W=~W&C,S=OR,C=XNOR",0.830075,0.415037,5,6,1,0,1,1,OR
1258,triad,3,"W=~W&C,S=OR,C=copyA",0.415037,0.083007,5,5,1,0,1,0,OR
1259,triad,3,"W=~W&C,S=OR,C=A|~B",0.0,0.0,5,6,1,0,1,0,OR
1260,triad,3,"W=~W&C,S=OR,C=copyB",0.415037,0.083007,5,5,1,0,1,0,OR
1261,triad,3,"W=~W&C,S=OR,C=~A|B",0.830075,0.166015,5,6,1,0,1,0,OR
1262,triad,3,"W=~W&C,S=OR,C=OR",0.830075,0.249022,5,6,1,0,1,0,OR
1263,triad,3,"W=~W&C,S=OR,C=TRUE",0.0,0.0,4,4,1,0,1,0,OR
1264,triad,3,"W=~W&C,S=TRUE,C=FALSE",0.0,0.0,2,2,0,0,1,0,(none)
1265,triad,3,"W=~W&C,S=TRUE,C=NOR",0.0,0.0,3,4,0,0,1,0,(none)
1266,triad,3,"W=~W&C,S=TRUE,C=W&~C",0.0,0.0,4,4,0,0,1,0,(none)
1267,triad,3,"W=~W&C,S=TRUE,C=~C",0.0,0.0,4,3,0,0,1,0,(none)
1268,triad,3,"W=~W&C,S=TRUE,C=~W&C",0.0,0.0,3,4,0,0,1,0,(none)
1269,triad,3,"W=~W&C,S=TRUE,C=~W",0.0,0.0,3,3,0,0,1,0,(none)
1270,triad,3,"W=~W&C,S=TRUE,C=XOR",0.0,0.0,4,4,0,0,1,1,(none)
1271,triad,3,"W=~W&C,S=TRUE,C=NAND",0.0,0.0,4,4,0,0,1,0,(none)
1272,triad,3,"W=~W&C,S=TRUE,C=AND",0.0,0.0,4,4,0,0,1,0,(none)
1273,triad,3,"W=~W&C,S=TRUE,C=XNOR",0.0,0.0,4,4,0,0,1,1,(none)
1274,triad,3,"W=~W&C,S=TRUE,C=copyA",0.0,0.0,3,3,0,0,1,0,(none)
1275,triad,3,"W=~W&C,S=TRUE,C=A|~B",0.0,0.0,3,4,0,0,1,0,(none)
1276,triad,3,"W=~W&C,S=TRUE,C=copyB",0.0,0.0,4,3,0,0,1,0,(none)
1277,triad,3,"W=~W&C,S=TRUE,C=~A|B",0.0,0.0,4,4,0,0,1,0,(none)
1278,triad,3,"W=~W&C,S=TRUE,C=OR",0.0,0.0,3,4,0,0,1,0,(none)
1279,triad,3,"W=~W&C,S=TRUE,C=TRUE",0.0,0.0,2,2,0,0,1,0,(none)
1280,triad,3,"W=~W,S=FALSE,C=FALSE",0.0,0.0,2,1,0,0,1,0,(none)
1281,triad,3,"W=~W,S=FALSE,C=NOR",0.0,0.0,4,3,0,0,1,0,(none)
1282,triad,3,"W=~W,S=FALSE,C=W&~C",0.0,0.0,4,3,0,0,1,0,(none)
1283,triad,3,"W=~W,S=FALSE,C=~C",0.0,0.0,4,2,0,0,1,0,(none)
1284,triad,3,"W=~W,S=FALSE,C=~W&C",0.0,0.0,4,3,0,0,1,0,(none)
1285,triad,3,"W=~W,S=FALSE,C=~W",0.0,0.0,4,2,0,0,1,0,(none)
1286,triad,3,"W=~W,S=FALSE,C=XOR",0.0,0.0,4,3,0,0,1,1,(none)
1287,triad,3,"W=~W,S=FALSE,C=NAND",0.0,0.0,4,3,0,0,1,0,(none)
1288,triad,3,"W=~W,S=FALSE,C=AND",0.0,0.0,4,3,0,0,1,0,(none)
1289,triad,3,"W=~W,S=FALSE,C=XNOR",0.0,0.0,4,3,0,0,1,1,(none)
1290,triad,3,"W=~W,S=FALSE,C=copyA",0.0,0.0,4,2,0,0,1,0,(none)
1291,triad,3,"W=~W,S=FALSE,C=A|~B",0.0,0.0,4,3,0,0,1,0,(none)
1292,triad,3,"W=~W,S=FALSE,C=copyB",0.0,0.0,4,2,0,0,1,0,(none)
1293,triad,3,"W=~W,S=FALSE,C=~A|B",0.0,0.0,4,3,0,0,1,0,(none)
1294,triad,3,"W=~W,S=FALSE,C=OR",0.0,0.0,4,3,0,0,1,0,(none)
1295,triad,3,"W=~W,S=FALSE,C=TRUE",0.0,0.0,2,1,0,0,1,0,(none)
1296,triad,3,"W=~W,S=NOR,C=FALSE",0.0,0.0,3,3,1,0,1,0,NOR
1297,triad,3,"W=~W,S=NOR,C=NOR",0.415037,0.083007,5,5,1,0,1,0,NOR
1298,triad,3,"W=~W,S=NOR,C=W&~C",0.0,0.0,5,5,1,0,1,0,NOR
1299,triad,3,"W=~W,S=NOR,C=~C",0.0,0.0,4,4,1,0,1,0,NOR
1300,triad,3,"W=~W,S=NOR,C=~W&C",0.830075,0.249022,5,5,1,0,1,0,NOR
1301,triad,3,"W=~W,S=NOR,C=~W",0.415037,0.138346,6,4,1,0,1,0,NOR
1302,triad,3,"W=~W,S=NOR,C=XOR",0.415037,0.345865,6,5,1,0,1,1,NOR
1303,triad,3,"W=~W,S=NOR,C=NAND",0.830075,0.166015,5,5,1,0,1,0,NOR
1304,triad,3,"W=~W,S=NOR,C=AND",0.830075,0.166015,5,5,1,0,1,0,NOR
1305,triad,3,"W=~W,S=NOR,C=XNOR",0.415037,0.345865,6,5,1,0,1,1,NOR
1306,triad,3,"W=~W,S=NOR,C=copyA",0.415037,0.138346,6,4,1,0,1,0,NOR
1307,triad,3,"W=~W,S=NOR,C=A|~B",0.830075,0.249022,5,5,1,0,1,0,NOR
1308,triad,3,"W=~W,S=NOR,C=copyB",0.0,0.0,4,4,1,0,1,0,NOR
1309,triad,3,"W=~W,S=NOR,C=~A|B",0.415037,0.083007,5,5,1,0,1,0,NOR
1310,triad,3,"W=~W,S=NOR,C=OR",0.415037,0.083007,5,5,1,0,1,0,NOR
1311,triad,3,"W=~W,S=NOR,C=TRUE",0.0,0.0,3,3,1,0,1,0,NOR
1312,triad,3,"W=~W,S=W&~C,C=FALSE",0.0,0.0,3,3,1,0,1,0,W&~C
1313,triad,3,"W=~W,S=W&~C,C=NOR",0.415037,0.083007,5,5,1,0,1,0,W&~C
1314,triad,3,"W=~W,S=W&~C,C=W&~C",1.0,0.283007,5,5,1,0,1,0,W&~C
1315,triad,3,"W=~W,S=W&~C,C=~C",0.0,0.0,4,4,1,0,1,0,W&~C
1316,triad,3,"W=~W,S=W&~C,C=~W&C",0.415037,0.083007,5,5,1,0,1,0,W&~C
1317,triad,3,"W=~W,S=W&~C,C=~W",2.0,0.402506,6,4,1,0,1,0,W&~C
1318,triad,3,"W=~W,S=W&~C,C=XOR",2.0,0.610025,6,5,1,0,1,1,W&~C
1319,triad,3,"W=~W,S=W&~C,C=NAND",0.0,0.0,5,5,1,0,1,0,W&~C
1320,triad,3,"W=~W,S=W&~C,C=AND",0.830075,0.166015,5,5,1,0,1,0,W&~C
1321,triad,3,"W=~W,S=W&~C,C=XNOR",2.0,0.610025,6,5,1,0,1,1,W&~C
1322,triad,3,"W=~W,S=W&~C,C=copyA",2.0,0.402506,6,4,1,0,1,0,W&~C
