measure,spearman_phi,pearson_phi,auc_phi
ei_micro,0.06413900303286883,0.25890656799278006,0.4895582932692308
ei_macro_best,0.05722850108483492,0.2533488181853783,0.48520132211538464
causal_emergence,0.0204884758732586,-0.01753224311651849,0.5120192307692307
