n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,idx,struct_fragility,dyn_fragility,syn_fragility,n_parity,n_affine,n_both_dep,mean_balance
8.0,4.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,4.0,0,208,0.8,0.95,1.0,0,1,4,0.6
9.0,5.0,1.0,4.0,0.0,1.0,1.0,16.0,0.0,1.0,1,209,0.8,0.85,1.0,0,1,4,0.4
8.0,5.0,1.0,2.0,0.0,1.0,2.0,20.0,0.0,1.0,1,210,0.7,1.0,1.0,1,3,3,0.2
2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,211,1.0,0.4,1.0,0,5,0,0.6
9.0,5.0,1.0,4.0,0.0,1.0,1.0,13.0,0.0,1.0,0,212,0.8,0.9,1.0,0,1,4,0.4
7.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,213,0.75,0.8,1.0,1,4,2,0.1
7.0,4.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,0,214,0.9,0.7,1.0,0,3,2,0.2
9.0,5.0,1.0,3.0,0.0,1.0,0.0,12.0,0.0,6.0,0,215,0.65,0.75,1.0,1,2,4,0.3
7.0,4.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0,216,0.9,1.0,1.0,0,3,2,0.2
8.0,3.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,2.0,0,217,0.85,0.8,1.0,0,2,3,0.3
8.0,4.0,0.0,2.0,0.0,1.0,0.0,16.0,0.0,7.0,0,218,0.5,0.95,1.0,2,3,4,0.4
7.0,4.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,1.0,0,219,0.75,0.85,1.0,1,4,2,0.1
7.0,4.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,4.0,0,220,0.9,0.9,1.0,0,3,2,0.2
6.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,2.0,0,221,0.75,0.9,1.0,1,4,2,0.3
8.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,3.0,0,222,0.85,0.8,1.0,0,2,3,0.3
8.0,5.0,1.0,3.0,0.0,1.0,1.0,18.0,0.0,5.0,1,223,0.85,1.0,1.0,0,2,3,0.3
7.0,3.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,4.0,0,224,0.85,0.85,1.0,0,2,3,0.5
8.0,4.0,0.0,1.0,0.0,1.0,2.0,16.0,0.0,4.0,0,225,0.55,0.95,1.0,2,4,3,0.1
6.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,226,0.9,1.0,1.0,0,3,2,0.4
6.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,227,0.9,1.0,1.0,0,3,2,0.4
2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0,228,0.95,0.85,1.0,0,4,1,0.9
8.0,5.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,0,229,0.55,0.9,1.0,2,4,3,0.1
9.0,5.0,1.0,4.0,0.0,1.0,2.0,10.0,0.0,1.0,0,230,0.8,0.95,1.0,0,1,4,0.4
5.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,0,231,0.9,0.8,1.0,0,3,2,0.6
7.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,0.0,1.0,0,232,0.7,1.0,1.0,1,3,3,0.4
8.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,6.0,0,233,0.7,1.0,1.0,1,3,3,0.2
9.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,4.0,0,234,0.65,0.8,1.0,1,2,4,0.3
6.0,4.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,4.0,0,235,0.9,1.0,1.0,0,3,2,0.4
7.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,236,0.85,0.85,1.0,0,2,3,0.5
9.0,5.0,1.0,3.0,0.0,1.0,1.0,18.0,0.0,1.0,0,237,0.65,0.95,1.0,1,2,4,0.3
10.0,4.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,3.0,0,238,0.6,0.75,1.0,1,1,5,0.4
9.0,5.0,1.0,3.0,0.0,1.0,3.0,18.0,0.0,3.0,1,239,0.65,0.95,1.0,1,2,4,0.3
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,240,0.9,0.75,1.0,0,3,2,0.6
8.0,5.0,1.0,1.0,0.0,1.0,3.0,16.0,0.0,7.0,1,241,0.55,0.85,1.0,2,4,3,0.1
9.0,5.0,1.0,3.0,0.0,1.0,2.0,16.0,0.0,2.0,0,242,0.65,1.0,1.0,1,2,4,0.3
9.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,2.0,0,243,0.65,0.9,1.0,1,2,4,0.3
5.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,244,0.9,0.85,1.0,0,3,2,0.6
6.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,0,245,0.75,0.8,1.0,1,4,2,0.3
8.0,5.0,1.0,2.0,0.0,1.0,1.0,20.0,0.0,1.0,1,246,0.7,1.0,1.0,1,3,3,0.2
9.0,5.0,1.0,4.0,0.0,1.0,1.0,16.0,0.0,5.0,1,247,0.8,0.95,1.0,0,1,4,0.4
6.0,4.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,248,0.9,0.65,1.0,0,3,2,0.4
7.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,0.0,2.0,0,249,0.9,0.75,1.0,0,3,2,0.2
8.0,5.0,0.0,2.0,0.0,1.0,1.0,18.0,0.0,4.0,0,250,0.7,0.9,1.0,1,3,3,0.2
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,251,0.9,0.8,1.0,0,3,2,0.4
8.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0,252,0.65,0.9,1.0,1,2,4,0.5
7.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,253,0.7,0.75,1.0,1,3,3,0.4
10.0,5.0,1.0,5.0,1.0,1.0,3.0,12.0,0.0,2.0,0,254,0.75,0.85,1.0,0,0,5,0.5
9.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,1.0,0,255,0.65,1.0,1.0,1,2,4,0.3
6.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,256,0.85,0.7,1.0,0,2,3,0.7
5.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,0,257,0.95,0.45,1.0,0,4,1,0.3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,258,0.7,0.8,1.0,1,3,3,0.6
10.0,5.0,1.0,5.0,1.0,1.0,1.0,12.0,0.0,1.0,0,259,0.75,0.9,1.0,0,0,5,0.5
5.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,260,0.95,0.8,1.0,0,4,1,0.3
6.0,3.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,0,261,0.9,0.95,1.0,0,3,2,0.4
9.0,4.0,0.0,3.0,0.0,1.0,2.0,13.0,0.0,4.0,0,262,0.65,1.0,1.0,1,2,4,0.3
9.0,5.0,1.0,2.0,0.0,1.0,1.0,20.0,0.0,7.0,1,263,0.5,1.0,1.0,2,3,4,0.2
8.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,4.0,0,264,0.7,1.0,1.0,1,3,3,0.2
8.0,4.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,0,265,0.85,0.95,1.0,0,2,3,0.3
8.0,4.0,0.0,4.0,0.0,1.0,1.0,7.0,0.0,1.0,0,266,0.8,0.8,1.0,0,1,4,0.6
10.0,5.0,1.0,3.0,0.0,1.0,2.0,18.0,0.0,4.0,1,267,0.45,1.0,1.0,2,2,5,0.3
9.0,5.0,1.0,1.0,0.0,1.0,1.0,24.0,0.0,4.0,1,268,0.35,1.0,1.0,3,4,4,0.1
8.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,4.0,1,269,0.85,0.7,1.0,0,2,3,0.3
8.0,4.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.0,0,270,0.55,0.8,1.0,2,4,3,0.1
5.0,3.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,271,0.95,0.95,1.0,0,4,1,0.3
6.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,6.0,0,272,0.9,0.9,1.0,0,3,2,0.4
7.0,3.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,2.0,0,273,0.85,0.9,1.0,0,2,3,0.5
8.0,5.0,1.0,3.0,0.0,1.0,1.0,15.0,0.0,3.0,0,274,0.85,1.0,1.0,0,2,3,0.3
8.0,5.0,1.0,3.0,0.0,1.0,2.0,10.0,0.0,1.0,1,275,0.85,0.95,1.0,0,2,3,0.3
9.0,5.0,1.0,4.0,0.0,1.0,0.0,12.0,0.0,6.0,1,276,0.8,0.9,1.0,0,1,4,0.4
10.0,5.0,1.0,5.0,1.0,1.0,1.0,12.0,0.0,1.0,1,277,0.75,0.9,1.0,0,0,5,0.5
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,278,0.9,0.8,1.0,0,3,2,0.6
7.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,279,0.7,0.7,1.0,1,3,3,0.4
8.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,0,280,0.65,0.95,1.0,1,2,4,0.5
3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,281,1.0,0.8,1.0,0,5,0,0.4
10.0,5.0,1.0,5.0,1.0,1.0,1.0,12.0,0.0,4.0,0,282,0.75,0.8,1.0,0,0,5,0.5
5.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,283,0.95,0.85,1.0,0,4,1,0.3
10.0,4.0,0.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0,284,0.75,0.85,1.0,0,0,5,0.5
7.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,285,0.85,0.8,1.0,0,2,3,0.5
10.0,5.0,1.0,5.0,1.0,1.0,0.0,9.0,0.0,6.0,0,286,0.75,0.95,1.0,0,0,5,0.5
9.0,5.0,1.0,3.0,0.0,1.0,1.0,14.0,0.0,2.0,0,287,0.65,0.95,1.0,1,2,4,0.3
6.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,5.0,0,288,0.9,0.9,1.0,0,3,2,0.4
7.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,289,0.7,0.8,1.0,1,3,3,0.4
9.0,5.0,1.0,4.0,0.0,1.0,2.0,16.0,0.0,3.0,1,290,0.8,0.85,1.0,0,1,4,0.4
7.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,5.0,0,291,0.7,0.95,1.0,1,3,3,0.4
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,292,0.85,0.85,1.0,0,2,3,0.7
8.0,3.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,0,293,0.7,0.6,1.0,1,3,3,0.2
6.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,294,0.8,0.8,1.0,1,5,1,0.0
9.0,5.0,1.0,3.0,0.0,1.0,0.0,18.0,0.0,4.0,1,295,0.65,0.95,1.0,1,2,4,0.3
7.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,296,0.6,1.0,1.0,2,5,2,0.0
8.0,5.0,1.0,3.0,0.0,1.0,2.0,15.0,0.0,1.0,1,297,0.85,0.9,1.0,0,2,3,0.3
5.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,298,0.75,0.75,1.0,1,4,2,0.5
9.0,5.0,1.0,3.0,0.0,1.0,1.0,18.0,0.0,7.0,1,299,0.65,0.95,1.0,1,2,4,0.3
5.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,300,0.9,0.75,1.0,0,3,2,0.6
8.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,301,0.65,0.75,1.0,1,2,4,0.5
5.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,302,0.75,0.65,1.0,1,4,2,0.5
6.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,303,0.9,0.9,1.0,0,3,2,0.4
5.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,2.0,0,304,0.9,0.7,1.0,0,3,2,0.6
10.0,5.0,1.0,3.0,0.0,1.0,3.0,16.0,0.0,2.0,1,305,0.45,0.95,1.0,2,2,5,0.3
7.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,2.0,0,306,0.85,0.95,1.0,0,2,3,0.5
9.0,5.0,1.0,4.0,0.0,1.0,1.0,15.0,0.0,3.0,1,307,0.8,0.9,1.0,0,1,4,0.4
7.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0,308,0.9,0.85,1.0,0,3,2,0.2
10.0,5.0,1.0,3.0,0.0,1.0,0.0,16.0,0.0,6.0,1,309,0.45,1.0,1.0,2,2,5,0.3
9.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,5.0,0,310,0.5,1.0,1.0,2,3,4,0.2
7.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,311,0.7,0.7,1.0,1,3,3,0.4
10.0,4.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,2.0,0,312,0.6,0.85,1.0,1,1,5,0.4
7.0,2.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,313,0.7,0.8,1.0,1,3,3,0.4
8.0,4.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,0,314,0.7,0.7,1.0,1,3,3,0.2
8.0,5.0,1.0,2.0,0.0,1.0,1.0,18.0,0.0,6.0,1,315,0.7,0.9,1.0,1,3,3,0.2
8.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,6.0,0,316,0.85,0.7,1.0,0,2,3,0.3
7.0,4.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,1.0,0,317,0.85,0.85,1.0,0,2,3,0.5
6.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,318,0.9,1.0,1.0,0,3,2,0.4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,319,0.9,0.5,1.0,0,3,2,0.4
8.0,4.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,1.0,0,320,0.65,0.9,1.0,1,2,4,0.5
8.0,5.0,1.0,2.0,0.0,1.0,2.0,18.0,0.0,2.0,1,321,0.7,1.0,1.0,1,3,3,0.2
6.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,0,322,0.9,0.8,1.0,0,3,2,0.4
7.0,3.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,7.0,0,323,0.7,0.75,1.0,1,3,3,0.4
9.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,6.0,0,324,0.65,0.95,1.0,1,2,4,0.3
7.0,3.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0,325,0.7,0.8,1.0,1,3,3,0.4
7.0,4.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0,326,0.9,0.85,1.0,0,3,2,0.2
9.0,5.0,1.0,4.0,0.0,1.0,1.0,10.0,0.0,1.0,1,327,0.8,0.8,1.0,0,1,4,0.4
8.0,4.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,6.0,0,328,0.85,0.9,1.0,0,2,3,0.3
7.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0,329,0.9,0.75,1.0,0,3,2,0.2
5.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,330,0.9,0.9,1.0,0,3,2,0.6
8.0,4.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,4.0,0,331,0.65,0.85,1.0,1,2,4,0.5
6.0,2.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,2.0,0,332,0.85,0.8,1.0,0,2,3,0.7
8.0,5.0,0.0,2.0,0.0,1.0,3.0,16.0,0.0,2.0,0,333,0.7,0.95,1.0,1,3,3,0.2
7.0,4.0,0.0,2.0,0.0,1.0,1.0,16.0,0.0,1.0,0,334,0.7,0.9,1.0,1,3,3,0.4
8.0,3.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,0,335,0.65,0.9,1.0,1,2,4,0.5
8.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,4.0,0,336,0.85,0.75,1.0,0,2,3,0.3
8.0,4.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,6.0,0,337,0.85,0.8,1.0,0,2,3,0.3
10.0,5.0,1.0,5.0,1.0,1.0,1.0,13.0,0.0,1.0,0,338,0.75,0.9,1.0,0,0,5,0.5
10.0,4.0,0.0,4.0,0.0,1.0,2.0,11.0,0.0,1.0,0,339,0.6,0.95,1.0,1,1,5,0.4
3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0,340,0.95,0.85,1.0,0,4,1,0.7
8.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,5.0,0,341,0.7,0.8,1.0,1,3,3,0.2
6.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,342,0.75,0.7,1.0,1,4,2,0.3
6.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,0,343,0.95,1.0,1.0,0,4,1,0.1
6.0,4.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,3.0,0,344,0.9,0.8,1.0,0,3,2,0.4
10.0,5.0,1.0,3.0,0.0,1.0,1.0,20.0,0.0,5.0,1,345,0.45,0.9,1.0,2,2,5,0.3
8.0,4.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,0,346,0.8,0.75,1.0,0,1,4,0.6
3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,347,0.95,0.75,1.0,0,4,1,0.7
7.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.0,0,348,0.55,0.9,1.0,2,4,3,0.3
7.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,349,0.75,0.75,1.0,1,4,2,0.1
8.0,4.0,0.0,2.0,0.0,1.0,1.0,16.0,0.0,4.0,0,350,0.7,0.9,1.0,1,3,3,0.2
8.0,5.0,1.0,3.0,0.0,1.0,1.0,12.0,0.0,3.0,1,351,0.85,0.75,1.0,0,2,3,0.3
7.0,4.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,6.0,0,352,0.55,0.9,1.0,2,4,3,0.3
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,353,0.9,0.8,1.0,0,3,2,0.6
9.0,5.0,1.0,2.0,0.0,1.0,1.0,20.0,0.0,2.0,1,354,0.5,0.9,1.0,2,3,4,0.2
8.0,5.0,1.0,2.0,0.0,1.0,1.0,18.0,0.0,1.0,1,355,0.7,0.9,1.0,1,3,3,0.2
8.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,1.0,0,356,0.7,0.95,1.0,1,3,3,0.2
8.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,3.0,1,357,0.85,0.95,1.0,0,2,3,0.3
8.0,4.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,0,358,0.85,0.95,1.0,0,2,3,0.3
8.0,5.0,1.0,3.0,0.0,1.0,0.0,14.0,0.0,6.0,0,359,0.85,1.0,1.0,0,2,3,0.3
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,360,0.85,0.9,1.0,0,2,3,0.7
7.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,361,0.85,0.95,1.0,0,2,3,0.5
8.0,3.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,0,362,0.65,0.9,1.0,1,2,4,0.5
9.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,363,0.65,0.95,1.0,1,2,4,0.3
10.0,5.0,1.0,5.0,1.0,1.0,2.0,12.0,0.0,2.0,0,364,0.75,0.75,1.0,0,0,5,0.5
8.0,4.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,15.0,0,365,0.55,0.8,1.0,2,4,3,0.1
9.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,2.0,1,366,0.65,0.9,1.0,1,2,4,0.3
6.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,0,367,0.75,0.9,1.0,1,4,2,0.3
8.0,4.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,1.0,0,368,0.8,0.8,1.0,0,1,4,0.6
8.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,1.0,0,369,0.85,1.0,1.0,0,2,3,0.3
7.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,6.0,0,370,0.7,0.8,1.0,1,3,3,0.4
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,371,0.9,0.75,1.0,0,3,2,0.6
9.0,5.0,1.0,2.0,0.0,1.0,1.0,20.0,0.0,2.0,1,372,0.5,0.95,1.0,2,3,4,0.2
9.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,4.0,0,373,0.65,0.75,1.0,1,2,4,0.3
9.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,3.0,0,374,0.65,0.85,1.0,1,2,4,0.3
8.0,5.0,1.0,3.0,0.0,1.0,2.0,18.0,0.0,1.0,1,375,0.85,0.85,1.0,0,2,3,0.3
6.0,3.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,0,376,0.9,0.75,1.0,0,3,2,0.4
7.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,377,0.7,0.9,1.0,1,3,3,0.4
8.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,378,0.65,0.9,1.0,1,2,4,0.5
10.0,5.0,1.0,5.0,1.0,1.0,2.0,6.0,0.0,2.0,0,379,0.75,0.85,1.0,0,0,5,0.5
5.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,380,0.95,0.65,1.0,0,4,1,0.3
10.0,5.0,1.0,4.0,0.0,1.0,1.0,16.0,0.0,4.0,1,381,0.6,0.95,1.0,1,1,5,0.4
8.0,4.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,4.0,0,382,0.7,0.8,1.0,1,3,3,0.2
7.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,383,0.85,0.85,1.0,0,2,3,0.5
8.0,5.0,1.0,2.0,0.0,1.0,2.0,20.0,0.0,1.0,1,384,0.7,1.0,1.0,1,3,3,0.2
7.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,385,0.85,0.55,1.0,0,2,3,0.5
9.0,4.0,0.0,2.0,0.0,1.0,2.0,14.0,0.0,1.0,0,386,0.5,0.9,1.0,2,3,4,0.2
10.0,4.0,0.0,5.0,1.0,1.0,3.0,11.0,0.0,2.0,0,387,0.75,0.85,1.0,0,0,5,0.5
7.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,0,388,0.9,0.45,1.0,0,3,2,0.2
8.0,5.0,1.0,2.0,0.0,1.0,1.0,16.0,0.0,1.0,0,389,0.7,1.0,1.0,1,3,3,0.2
7.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,390,0.7,0.8,1.0,1,3,3,0.4
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,391,0.9,0.75,1.0,0,3,2,0.4
8.0,5.0,1.0,2.0,0.0,1.0,1.0,20.0,0.0,11.0,1,392,0.7,0.95,1.0,1,3,3,0.2
9.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,2.0,1,393,0.65,0.95,1.0,1,2,4,0.3
10.0,4.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,2.0,0,394,0.45,1.0,1.0,2,2,5,0.3
9.0,5.0,1.0,2.0,0.0,1.0,0.0,20.0,0.0,10.0,1,395,0.5,1.0,1.0,2,3,4,0.2
9.0,4.0,0.0,3.0,0.0,1.0,3.0,11.0,0.0,2.0,0,396,0.65,1.0,1.0,1,2,4,0.3
9.0,3.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,3.0,0,397,0.8,0.95,1.0,0,1,4,0.4
7.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,398,0.85,0.7,1.0,0,2,3,0.5
7.0,3.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,2.0,0,399,0.85,0.8,1.0,0,2,3,0.5
6.0,3.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,4.0,0,400,0.9,0.65,1.0,0,3,2,0.4
8.0,4.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,0,401,0.7,0.8,1.0,1,3,3,0.2
6.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,402,0.9,1.0,1.0,0,3,2,0.4
8.0,4.0,0.0,3.0,0.0,1.0,1.0,11.0,0.0,3.0,0,403,0.65,1.0,1.0,1,2,4,0.5
9.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,6.0,1,404,0.65,0.95,1.0,1,2,4,0.3
10.0,5.0,1.0,4.0,0.0,1.0,0.0,14.0,0.0,6.0,1,405,0.6,0.85,1.0,1,1,5,0.4
5.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,406,0.8,0.5,1.0,1,5,1,0.2
7.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,407,0.85,0.75,1.0,0,2,3,0.5
6.0,3.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,0,408,0.75,0.9,1.0,1,4,2,0.3
10.0,5.0,1.0,4.0,0.0,1.0,1.0,17.0,0.0,2.0,1,409,0.6,1.0,1.0,1,1,5,0.4
9.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,1.0,0,410,0.5,0.9,1.0,2,3,4,0.2
8.0,3.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,0,411,0.5,0.85,1.0,2,3,4,0.4
8.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,2.0,0,412,0.85,0.85,1.0,0,2,3,0.3
6.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,413,0.9,0.95,1.0,0,3,2,0.4
8.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,4.0,0,414,0.5,0.95,1.0,2,3,4,0.4
9.0,5.0,1.0,2.0,0.0,1.0,2.0,20.0,0.0,3.0,1,415,0.5,0.95,1.0,2,3,4,0.2
10.0,4.0,0.0,5.0,1.0,1.0,2.0,10.0,0.0,1.0,0,416,0.75,0.75,1.0,0,0,5,0.5
7.0,3.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,417,0.85,0.85,1.0,0,2,3,0.5
