n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,idx,struct_fragility,dyn_fragility,syn_fragility,n_parity,n_affine,n_both_dep,mean_balance
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,408,1.0,1.0,1.0,0,4,0,1.0
6.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,4.0,1,409,0.875,0.9375,1.0,0,2,2,0.25
6.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,410,0.625,0.75,1.0,1,2,3,0.5
7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,0.0,2.0,1,411,0.625,0.9375,1.0,1,2,3,0.25
5.0,4.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,2.0,0,412,0.9375,0.9375,1.0,0,3,1,0.125
8.0,4.0,1.0,3.0,0.0,1.0,2.0,10.0,0.0,4.0,1,413,0.5625,0.875,1.0,1,1,4,0.375
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,5.0,1,414,0.6875,1.0,1.0,1,3,2,0.125
5.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1,415,0.75,0.75,1.0,1,4,1,0.0
5.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,0,416,0.5,0.75,1.0,2,4,2,0.25
6.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,417,0.8125,0.9375,1.0,0,1,3,0.625
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0,418,0.625,0.9375,1.0,1,2,3,0.5
7.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,5.0,1,419,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,2.0,1,420,0.5625,0.875,1.0,1,1,4,0.375
5.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,421,0.9375,0.875,1.0,0,3,1,0.125
8.0,4.0,1.0,2.0,0.0,1.0,0.0,12.0,0.0,3.0,1,422,0.375,0.875,1.0,2,2,4,0.25
6.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,423,0.625,0.875,1.0,1,2,3,0.5
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,424,0.6875,0.9375,1.0,1,3,2,0.125
5.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,425,0.875,0.8125,1.0,0,2,2,0.5
6.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,5.0,0,426,0.875,1.0,1.0,0,2,2,0.25
6.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0,427,0.25,0.875,1.0,3,4,3,0.25
6.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,0,428,0.5,0.75,1.0,2,4,2,0.0
6.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,0,429,0.6875,1.0,1.0,1,3,2,0.125
7.0,4.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,5.0,1,430,0.625,0.6875,1.0,1,2,3,0.25
8.0,4.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,5.0,0,431,0.75,0.8125,1.0,0,0,4,0.5
6.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,432,0.875,1.0,1.0,0,2,2,0.25
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,433,0.625,0.8125,1.0,1,2,3,0.5
5.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,434,0.875,0.75,1.0,0,2,2,0.5
5.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,1,435,0.9375,0.875,1.0,0,3,1,0.125
7.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,2.0,1,436,0.625,0.9375,1.0,1,2,3,0.25
6.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,1,437,0.875,1.0,1.0,0,2,2,0.25
8.0,4.0,1.0,4.0,1.0,1.0,1.0,9.0,0.0,2.0,1,438,0.75,0.875,1.0,0,0,4,0.5
5.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0,439,0.6875,0.75,1.0,1,3,2,0.375
8.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0,440,0.5625,0.75,1.0,1,1,4,0.375
5.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,3.0,0,441,0.9375,0.75,1.0,0,3,1,0.125
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,442,0.8125,0.875,1.0,0,1,3,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,1,443,0.625,0.75,1.0,1,2,3,0.25
6.0,4.0,1.0,2.0,0.0,1.0,0.0,9.0,0.0,6.0,1,444,0.875,1.0,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,5.0,1,445,0.8125,0.9375,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0,446,0.625,0.875,1.0,1,2,3,0.5
5.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,447,0.9375,1.0,1.0,0,3,1,0.125
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,448,0.9375,1.0,1.0,0,3,1,0.375
5.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,0,449,0.875,0.75,1.0,0,2,2,0.5
4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,450,0.75,0.75,1.0,1,4,1,0.25
6.0,3.0,0.0,2.0,0.0,1.0,2.0,7.0,0.0,1.0,0,451,0.625,1.0,1.0,1,2,3,0.5
6.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,0,452,0.875,0.9375,1.0,0,2,2,0.25
5.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,453,0.875,0.9375,1.0,0,2,2,0.5
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,454,0.9375,0.875,1.0,0,3,1,0.375
6.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,455,0.625,0.8125,1.0,1,2,3,0.5
4.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,456,0.75,0.875,1.0,1,4,1,0.25
6.0,4.0,1.0,2.0,0.0,1.0,2.0,10.0,0.0,1.0,1,457,0.875,0.875,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,3.0,1,458,0.8125,0.9375,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,459,0.625,0.875,1.0,1,2,3,0.5
4.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,460,0.875,0.75,1.0,0,2,2,0.75
5.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0,461,0.875,0.8125,1.0,0,2,2,0.5
6.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,3.0,1,462,0.875,1.0,1.0,0,2,2,0.25
6.0,2.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0,463,0.8125,0.875,1.0,0,1,3,0.625
7.0,4.0,1.0,2.0,0.0,1.0,1.0,12.0,0.0,4.0,1,464,0.625,1.0,1.0,1,2,3,0.25
5.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,465,0.9375,1.0,1.0,0,3,1,0.125
8.0,3.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,3.0,0,466,0.75,0.75,1.0,0,0,4,0.5
7.0,4.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,5.0,1,467,0.4375,0.875,1.0,2,3,3,0.125
6.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0,468,0.875,0.5,1.0,0,2,2,0.25
4.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,469,0.75,0.875,1.0,1,4,1,0.25
8.0,4.0,1.0,4.0,1.0,1.0,2.0,10.0,0.0,1.0,1,470,0.75,0.75,1.0,0,0,4,0.5
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,471,0.8125,0.75,1.0,0,1,3,0.625
6.0,2.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0,472,0.8125,1.0,1.0,0,1,3,0.625
5.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,3.0,0,473,0.6875,0.75,1.0,1,3,2,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,474,0.625,0.875,1.0,1,2,3,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,0,475,0.875,0.8125,1.0,0,2,2,0.5
3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,476,1.0,0.625,1.0,0,4,0,0.25
7.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,0,477,0.625,0.875,1.0,1,2,3,0.25
5.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0,478,0.875,0.9375,1.0,0,2,2,0.5
6.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,7.0,0,479,0.6875,0.75,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,4.0,1,480,0.8125,0.9375,1.0,0,1,3,0.375
5.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,481,0.875,1.0,1.0,0,2,2,0.5
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,482,0.9375,0.75,1.0,0,3,1,0.375
5.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,3.0,0,483,0.9375,0.6875,1.0,0,3,1,0.125
7.0,4.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,6.0,1,484,0.4375,1.0,1.0,2,3,3,0.125
7.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,2.0,1,485,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,3.0,1,486,0.5625,0.9375,1.0,1,1,4,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,1,487,0.625,0.9375,1.0,1,2,3,0.25
3.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0,488,0.9375,0.875,1.0,0,3,1,0.625
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,3.0,0,489,0.875,0.75,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,2.0,7.0,0.0,2.0,0,490,0.8125,1.0,1.0,0,1,3,0.375
7.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0,491,0.625,0.875,1.0,1,2,3,0.25
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,7.0,1,492,0.625,1.0,1.0,1,2,3,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,1,493,0.8125,0.8125,1.0,0,1,3,0.375
3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,494,0.9375,0.5625,1.0,0,3,1,0.625
7.0,4.0,1.0,3.0,0.0,1.0,2.0,9.0,0.0,3.0,1,495,0.8125,0.875,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,0,496,0.875,0.6875,1.0,0,2,2,0.25
8.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,8.0,1,497,0.5625,0.9375,1.0,1,1,4,0.375
8.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,0.0,6.0,1,498,0.375,1.0,1.0,2,2,4,0.25
3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0,499,1.0,0.5,1.0,0,4,0,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,3.0,1,500,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,0,501,0.625,0.9375,1.0,1,2,3,0.25
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,8.0,1,502,0.6875,0.9375,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,4.0,0,503,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,1,504,0.5625,1.0,1.0,1,1,4,0.375
8.0,4.0,1.0,3.0,0.0,1.0,0.0,10.0,0.0,6.0,1,505,0.5625,0.8125,1.0,1,1,4,0.375
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,506,0.875,0.875,1.0,0,2,2,0.5
4.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0,507,0.6875,0.8125,1.0,1,3,2,0.625
4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0,508,1.0,1.0,1.0,0,4,0,0.0
5.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,1,509,0.9375,1.0,1.0,0,3,1,0.125
6.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,510,0.625,0.9375,1.0,1,2,3,0.5
8.0,4.0,1.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,1,511,0.5625,0.9375,1.0,1,1,4,0.375
3.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,512,0.9375,0.8125,1.0,0,3,1,0.625
6.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,513,0.8125,0.9375,1.0,0,1,3,0.625
8.0,3.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,1.0,0,514,0.5625,0.75,1.0,1,1,4,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,1,515,0.625,1.0,1.0,1,2,3,0.25
4.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,3.0,0,516,0.9375,1.0,1.0,0,3,1,0.375
4.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,517,0.75,0.875,1.0,1,4,1,0.25
4.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,518,0.6875,0.6875,1.0,1,3,2,0.625
5.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,0,519,0.875,0.75,1.0,0,2,2,0.5
3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,520,0.75,0.75,1.0,1,4,1,0.5
6.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,521,0.6875,0.9375,1.0,1,3,2,0.125
5.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,522,0.875,1.0,1.0,0,2,2,0.5
5.0,4.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,1.0,1,523,0.9375,1.0,1.0,0,3,1,0.125
6.0,4.0,1.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,524,0.875,0.9375,1.0,0,2,2,0.25
6.0,4.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,4.0,0,525,0.875,0.875,1.0,0,2,2,0.25
8.0,4.0,1.0,3.0,0.0,1.0,3.0,8.0,0.0,1.0,1,526,0.5625,1.0,1.0,1,1,4,0.375
7.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,527,0.4375,1.0,1.0,2,3,3,0.125
8.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,6.0,1,528,0.5625,1.0,1.0,1,1,4,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,4.0,1,529,0.5625,0.9375,1.0,1,1,4,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,1,530,0.8125,0.875,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,531,0.875,1.0,1.0,0,2,2,0.25
8.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,1,532,0.5625,0.9375,1.0,1,1,4,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,533,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,1,534,0.5625,0.875,1.0,1,1,4,0.375
7.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,3.0,0,535,0.4375,0.875,1.0,2,3,3,0.125
6.0,4.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,1,536,0.875,0.6875,1.0,0,2,2,0.25
3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,537,0.9375,0.5,1.0,0,3,1,0.625
7.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,538,0.8125,0.8125,1.0,0,1,3,0.375
7.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,2.0,0,539,0.8125,0.875,1.0,0,1,3,0.375
8.0,4.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,3.0,0,540,0.75,0.8125,1.0,0,0,4,0.5
8.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,1,541,0.5625,0.8125,1.0,1,1,4,0.375
4.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,542,0.875,0.6875,1.0,0,2,2,0.75
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,543,0.8125,0.9375,1.0,0,1,3,0.375
5.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0,544,0.875,0.8125,1.0,0,2,2,0.5
5.0,4.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,1,545,0.9375,1.0,1.0,0,3,1,0.125
5.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,546,0.875,0.75,1.0,0,2,2,0.5
4.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,547,0.9375,0.8125,1.0,0,3,1,0.375
6.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,3.0,0,548,0.4375,0.625,1.0,2,3,3,0.375
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,549,0.8125,0.6875,1.0,0,1,3,0.625
7.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,550,0.8125,0.75,1.0,0,1,3,0.375
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,2.0,1,551,0.6875,1.0,1.0,1,3,2,0.125
5.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,7.0,0,552,0.6875,0.875,1.0,1,3,2,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,553,0.625,0.625,1.0,1,2,3,0.5
5.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0,554,0.6875,0.8125,1.0,1,3,2,0.375
7.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0,555,0.625,1.0,1.0,1,2,3,0.25
4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,0,556,0.875,0.6875,1.0,0,2,2,0.75
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,1,557,0.625,0.9375,1.0,1,2,3,0.25
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,6.0,1,558,0.625,1.0,1.0,1,2,3,0.25
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,6.0,1,559,0.6875,1.0,1.0,1,3,2,0.125
5.0,4.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,6.0,1,560,0.75,1.0,1.0,1,4,1,0.0
6.0,3.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0,561,0.8125,0.6875,1.0,0,1,3,0.625
8.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,562,0.1875,1.0,1.0,3,3,4,0.125
6.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0,563,0.625,0.9375,1.0,1,2,3,0.5
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,564,0.8125,0.6875,1.0,0,1,3,0.625
1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,565,1.0,0.75,1.0,0,4,0,0.75
5.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,5.0,0,566,0.6875,0.8125,1.0,1,3,2,0.375
7.0,4.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,4.0,0,567,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,1,568,0.625,1.0,1.0,1,2,3,0.25
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,569,0.8125,0.875,1.0,0,1,3,0.625
8.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,4.0,1,570,0.5625,1.0,1.0,1,1,4,0.375
4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0,571,0.875,0.875,1.0,0,2,2,0.75
7.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,5.0,0,572,0.625,0.875,1.0,1,2,3,0.25
4.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,573,0.9375,0.8125,1.0,0,3,1,0.375
7.0,3.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,1.0,0,574,0.8125,0.875,1.0,0,1,3,0.375
6.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,575,0.625,0.8125,1.0,1,2,3,0.5
6.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,576,0.8125,0.875,1.0,0,1,3,0.625
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,577,0.9375,0.875,1.0,0,3,1,0.375
6.0,3.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,578,0.875,1.0,1.0,0,2,2,0.25
8.0,4.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0,579,0.75,0.875,1.0,0,0,4,0.5
6.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0,580,0.8125,0.8125,1.0,0,1,3,0.625
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,581,0.875,0.625,1.0,0,2,2,0.5
5.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,582,0.875,0.875,1.0,0,2,2,0.5
6.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,7.0,0,583,0.6875,0.75,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,1,584,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,4.0,0,585,0.625,1.0,1.0,1,2,3,0.25
5.0,4.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,15.0,1,586,0.75,1.0,1.0,1,4,1,0.0
8.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,0.0,1.0,0,587,0.75,0.8125,1.0,0,0,4,0.5
7.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,0,588,0.8125,0.75,1.0,0,1,3,0.375
4.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,589,0.9375,0.8125,1.0,0,3,1,0.375
5.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,590,0.6875,0.875,1.0,1,3,2,0.375
6.0,4.0,1.0,2.0,0.0,1.0,2.0,8.0,0.0,3.0,1,591,0.875,0.75,1.0,0,2,2,0.25
5.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,592,0.5,1.0,1.0,2,4,2,0.25
5.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,593,0.875,0.75,1.0,0,2,2,0.5
7.0,3.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,5.0,0,594,0.8125,0.75,1.0,0,1,3,0.375
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,595,0.9375,0.875,1.0,0,3,1,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,3.0,1,596,0.8125,0.9375,1.0,0,1,3,0.375
5.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,597,0.6875,0.75,1.0,1,3,2,0.375
8.0,4.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,6.0,0,598,0.75,0.875,1.0,0,0,4,0.5
4.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0,599,0.9375,0.75,1.0,0,3,1,0.375
5.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,0,600,0.9375,0.8125,1.0,0,3,1,0.125
6.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,1,601,0.875,1.0,1.0,0,2,2,0.25
8.0,4.0,1.0,3.0,0.0,1.0,2.0,9.0,0.0,2.0,1,602,0.5625,1.0,1.0,1,1,4,0.375
7.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,5.0,0,603,0.8125,0.875,1.0,0,1,3,0.375
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,604,0.6875,0.9375,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,2.0,7.0,0.0,4.0,0,605,0.8125,1.0,1.0,0,1,3,0.375
5.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,606,0.875,0.8125,1.0,0,2,2,0.5
7.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,1,607,0.4375,1.0,1.0,2,3,3,0.125
6.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,608,0.625,0.875,1.0,1,2,3,0.5
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,1,609,0.625,0.9375,1.0,1,2,3,0.25
5.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,0,610,0.875,0.8125,1.0,0,2,2,0.5
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,611,0.8125,0.625,1.0,0,1,3,0.625
7.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,1,612,0.4375,1.0,1.0,2,3,3,0.125
8.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,3.0,1,613,0.375,0.9375,1.0,2,2,4,0.25
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,614,0.875,0.875,1.0,0,2,2,0.25
