n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,idx,struct_fragility,dyn_fragility,syn_fragility,n_parity,n_affine,n_both_dep,mean_balance
8.0,4.0,1.0,4.0,1.0,1.0,1.0,9.0,0.0,1.0,0,201,0.75,0.75,1.0,0,0,4,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,3.0,0,202,0.875,0.8125,1.0,0,2,2,0.5
5.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,203,0.875,0.875,1.0,0,2,2,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,0,204,0.875,0.9375,1.0,0,2,2,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,205,0.875,0.75,1.0,0,2,2,0.5
6.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,4.0,1,206,0.875,0.875,1.0,0,2,2,0.25
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,207,0.8125,0.5,1.0,0,1,3,0.625
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,2.0,1,208,0.8125,1.0,1.0,0,1,3,0.375
4.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,209,1.0,1.0,1.0,0,4,0,0.0
8.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,3.0,1,210,0.5625,0.875,1.0,1,1,4,0.375
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,1,211,0.625,1.0,1.0,1,2,3,0.25
5.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,0,212,0.6875,0.8125,1.0,1,3,2,0.375
6.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,3.0,0,213,0.8125,0.9375,1.0,0,1,3,0.625
6.0,4.0,1.0,2.0,0.0,1.0,2.0,10.0,0.0,3.0,1,214,0.875,1.0,1.0,0,2,2,0.25
8.0,3.0,0.0,2.0,0.0,1.0,3.0,7.0,0.0,3.0,0,215,0.375,1.0,1.0,2,2,4,0.25
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,216,0.875,0.75,1.0,0,2,2,0.5
8.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,0.0,4.0,1,217,0.75,1.0,1.0,0,0,4,0.5
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,3.0,1,218,0.625,0.9375,1.0,1,2,3,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,3.0,0,219,0.8125,1.0,1.0,0,1,3,0.375
7.0,4.0,1.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,1,220,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,1,221,0.5625,0.875,1.0,1,1,4,0.375
3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,222,0.9375,0.6875,1.0,0,3,1,0.625
5.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,223,0.6875,0.875,1.0,1,3,2,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,224,0.625,0.8125,1.0,1,2,3,0.5
8.0,4.0,1.0,4.0,1.0,1.0,2.0,8.0,0.0,2.0,1,225,0.75,0.9375,1.0,0,0,4,0.5
3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,226,0.75,0.75,1.0,1,4,1,0.5
6.0,4.0,1.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,1,227,0.875,0.9375,1.0,0,2,2,0.25
7.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,228,0.8125,0.75,1.0,0,1,3,0.375
7.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,229,0.625,0.8125,1.0,1,2,3,0.25
5.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,0,230,0.6875,0.8125,1.0,1,3,2,0.375
8.0,4.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0,231,0.75,0.8125,1.0,0,0,4,0.5
5.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,232,0.875,0.8125,1.0,0,2,2,0.5
8.0,4.0,1.0,4.0,1.0,1.0,2.0,6.0,0.0,3.0,1,233,0.75,0.9375,1.0,0,0,4,0.5
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,234,0.8125,0.625,1.0,0,1,3,0.625
6.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0,235,0.4375,0.875,1.0,2,3,3,0.375
4.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0,236,0.875,0.625,1.0,0,2,2,0.75
4.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,237,0.9375,0.75,1.0,0,3,1,0.375
6.0,4.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,4.0,0,238,0.875,0.9375,1.0,0,2,2,0.25
4.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,239,0.9375,0.5625,1.0,0,3,1,0.375
6.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,240,0.6875,1.0,1.0,1,3,2,0.125
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,241,0.9375,0.75,1.0,0,3,1,0.375
8.0,3.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,3.0,0,242,0.75,0.75,1.0,0,0,4,0.5
6.0,4.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,5.0,0,243,0.875,0.9375,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,1,244,0.8125,0.9375,1.0,0,1,3,0.375
5.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0,245,0.875,0.875,1.0,0,2,2,0.5
5.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,246,0.875,0.9375,1.0,0,2,2,0.5
4.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,247,0.9375,1.0,1.0,0,3,1,0.375
4.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,248,0.6875,0.6875,1.0,1,3,2,0.625
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0,249,0.875,1.0,1.0,0,2,2,0.25
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,250,0.8125,0.5,1.0,0,1,3,0.625
8.0,4.0,1.0,4.0,1.0,1.0,2.0,6.0,0.0,2.0,0,251,0.75,0.6875,1.0,0,0,4,0.5
6.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0,252,0.8125,0.6875,1.0,0,1,3,0.625
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,253,0.8125,0.875,1.0,0,1,3,0.625
6.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,254,0.875,0.9375,1.0,0,2,2,0.25
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,255,0.875,0.8125,1.0,0,2,2,0.25
8.0,4.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,4.0,1,256,0.75,0.8125,1.0,0,0,4,0.5
8.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,2.0,0,257,0.5625,0.9375,1.0,1,1,4,0.375
4.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,258,0.75,0.875,1.0,1,4,1,0.25
8.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,0.0,1.0,0,259,0.75,0.875,1.0,0,0,4,0.5
8.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,3.0,0,260,0.1875,1.0,1.0,3,3,4,0.125
5.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,261,0.6875,0.8125,1.0,1,3,2,0.375
7.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,6.0,1,262,0.8125,0.9375,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0,263,0.625,0.875,1.0,1,2,3,0.5
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,2.0,1,264,0.6875,1.0,1.0,1,3,2,0.125
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,265,0.8125,0.8125,1.0,0,1,3,0.625
7.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,3.0,1,266,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,3.0,1,267,0.5625,0.9375,1.0,1,1,4,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,268,0.8125,0.8125,1.0,0,1,3,0.375
7.0,4.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,4.0,1,269,0.4375,1.0,1.0,2,3,3,0.125
5.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,270,0.6875,0.8125,1.0,1,3,2,0.375
8.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,1,271,0.5625,0.9375,1.0,1,1,4,0.375
8.0,4.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,4.0,1,272,0.75,0.9375,1.0,0,0,4,0.5
2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0,273,0.9375,0.75,1.0,0,3,1,0.875
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,4.0,1,274,0.625,1.0,1.0,1,2,3,0.25
6.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,0,275,0.875,0.875,1.0,0,2,2,0.25
8.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,276,0.1875,1.0,1.0,3,3,4,0.125
8.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,2.0,1,277,0.5625,0.75,1.0,1,1,4,0.375
5.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0,278,0.6875,0.75,1.0,1,3,2,0.375
7.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,279,0.8125,0.8125,1.0,0,1,3,0.375
5.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,280,0.6875,1.0,1.0,1,3,2,0.375
5.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,1,281,0.9375,1.0,1.0,0,3,1,0.125
8.0,4.0,1.0,4.0,1.0,1.0,2.0,8.0,0.0,2.0,1,282,0.75,1.0,1.0,0,0,4,0.5
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,1,283,0.625,0.875,1.0,1,2,3,0.25
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,284,0.625,0.75,1.0,1,2,3,0.5
7.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,285,0.4375,1.0,1.0,2,3,3,0.125
3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,286,1.0,0.5,1.0,0,4,0,0.25
5.0,3.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,0,287,0.875,0.9375,1.0,0,2,2,0.5
8.0,4.0,1.0,4.0,1.0,1.0,2.0,9.0,0.0,1.0,1,288,0.75,0.9375,1.0,0,0,4,0.5
7.0,4.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,2.0,1,289,0.625,0.9375,1.0,1,2,3,0.25
6.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,5.0,0,290,0.875,0.625,1.0,0,2,2,0.25
6.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,1,291,0.875,1.0,1.0,0,2,2,0.25
7.0,4.0,1.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,0,292,0.625,0.9375,1.0,1,2,3,0.25
2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,293,1.0,1.0,1.0,0,4,0,0.5
5.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,294,0.5,0.875,1.0,2,4,2,0.25
7.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0,295,0.8125,0.8125,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,5.0,0,296,0.875,0.8125,1.0,0,2,2,0.25
8.0,4.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,3.0,0,297,0.75,0.75,1.0,0,0,4,0.5
6.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0,298,0.4375,0.875,1.0,2,3,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0,299,0.875,0.875,1.0,0,2,2,0.25
7.0,4.0,1.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,1,300,0.625,1.0,1.0,1,2,3,0.25
8.0,4.0,1.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,1,301,0.5625,0.875,1.0,1,1,4,0.375
7.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,4.0,0,302,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0,1,303,0.4375,1.0,1.0,2,3,3,0.125
8.0,3.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,1.0,0,304,0.5625,0.75,1.0,1,1,4,0.375
8.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,7.0,1,305,0.375,0.9375,1.0,2,2,4,0.25
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,6.0,1,306,0.625,0.9375,1.0,1,2,3,0.25
8.0,4.0,1.0,4.0,1.0,1.0,0.0,9.0,0.0,4.0,1,307,0.75,0.875,1.0,0,0,4,0.5
6.0,3.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,308,0.875,0.875,1.0,0,2,2,0.25
4.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0,309,0.875,0.875,1.0,0,2,2,0.75
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,1,310,0.625,0.875,1.0,1,2,3,0.25
5.0,4.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,15.0,1,311,0.75,1.0,1.0,1,4,1,0.0
6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0,312,0.6875,0.5,1.0,1,3,2,0.125
6.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,0,313,0.6875,0.75,1.0,1,3,2,0.125
7.0,4.0,1.0,2.0,0.0,1.0,2.0,9.0,0.0,1.0,1,314,0.625,1.0,1.0,1,2,3,0.25
7.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,7.0,1,315,0.625,1.0,1.0,1,2,3,0.25
5.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,0,316,0.6875,0.875,1.0,1,3,2,0.375
6.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,6.0,1,317,0.875,0.875,1.0,0,2,2,0.25
4.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,318,0.875,0.75,1.0,0,2,2,0.75
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,319,0.8125,0.75,1.0,0,1,3,0.375
8.0,4.0,1.0,4.0,1.0,1.0,1.0,6.0,0.0,1.0,0,320,0.75,0.5625,1.0,0,0,4,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,321,0.875,0.625,1.0,0,2,2,0.5
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,322,0.625,0.9375,1.0,1,2,3,0.5
6.0,3.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,323,0.875,1.0,1.0,0,2,2,0.25
6.0,3.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,2.0,0,324,0.8125,0.9375,1.0,0,1,3,0.625
7.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,2.0,1,325,0.4375,1.0,1.0,2,3,3,0.125
7.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,326,0.8125,1.0,1.0,0,1,3,0.375
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,327,0.875,0.875,1.0,0,2,2,0.25
8.0,4.0,1.0,4.0,1.0,1.0,2.0,6.0,0.0,1.0,1,328,0.75,0.9375,1.0,0,0,4,0.5
6.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,0,329,0.875,0.75,1.0,0,2,2,0.25
5.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,330,0.6875,0.875,1.0,1,3,2,0.375
8.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,4.0,1,331,0.5625,0.875,1.0,1,1,4,0.375
4.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,332,0.9375,0.75,1.0,0,3,1,0.375
3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,333,0.9375,0.6875,1.0,0,3,1,0.625
6.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,7.0,1,334,0.875,1.0,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0,335,0.8125,0.9375,1.0,0,1,3,0.375
6.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,4.0,0,336,0.8125,0.625,1.0,0,1,3,0.625
6.0,3.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,337,0.875,1.0,1.0,0,2,2,0.25
5.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0,338,0.875,0.625,1.0,0,2,2,0.5
6.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,5.0,0,339,0.8125,0.8125,1.0,0,1,3,0.625
6.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,340,0.625,0.9375,1.0,1,2,3,0.5
7.0,4.0,1.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,0,341,0.625,0.875,1.0,1,2,3,0.25
3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,342,1.0,0.75,1.0,0,4,0,0.25
7.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,5.0,0,343,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,1,344,0.8125,0.9375,1.0,0,1,3,0.375
6.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,2.0,0,345,0.875,0.9375,1.0,0,2,2,0.25
4.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0,346,0.9375,0.5,1.0,0,3,1,0.375
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,347,0.875,0.6875,1.0,0,2,2,0.5
8.0,4.0,1.0,3.0,0.0,1.0,0.0,10.0,0.0,8.0,1,348,0.5625,1.0,1.0,1,1,4,0.375
4.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,349,0.9375,0.8125,1.0,0,3,1,0.375
7.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,2.0,0,350,0.625,0.9375,1.0,1,2,3,0.25
6.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,2.0,0,351,0.8125,0.5625,1.0,0,1,3,0.625
6.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,352,0.8125,0.9375,1.0,0,1,3,0.625
5.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0,353,0.875,0.75,1.0,0,2,2,0.5
6.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,354,0.8125,0.6875,1.0,0,1,3,0.625
4.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,355,0.6875,0.8125,1.0,1,3,2,0.625
7.0,4.0,1.0,3.0,0.0,1.0,2.0,7.0,0.0,3.0,1,356,0.8125,0.9375,1.0,0,1,3,0.375
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,357,0.8125,0.75,1.0,0,1,3,0.625
7.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,5.0,0,358,0.8125,0.9375,1.0,0,1,3,0.375
5.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,359,0.9375,0.625,1.0,0,3,1,0.125
6.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,4.0,1,360,0.875,1.0,1.0,0,2,2,0.25
6.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,3.0,0,361,0.6875,0.875,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,4.0,1,362,0.8125,0.875,1.0,0,1,3,0.375
6.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0,363,0.8125,0.8125,1.0,0,1,3,0.625
5.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,364,0.875,0.75,1.0,0,2,2,0.5
5.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,365,0.875,0.6875,1.0,0,2,2,0.5
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,366,0.625,0.875,1.0,1,2,3,0.5
5.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,0,367,0.875,0.75,1.0,0,2,2,0.5
6.0,3.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,1.0,0,368,0.8125,0.875,1.0,0,1,3,0.625
7.0,4.0,1.0,3.0,0.0,1.0,2.0,9.0,0.0,1.0,1,369,0.8125,0.9375,1.0,0,1,3,0.375
6.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0,370,0.8125,0.6875,1.0,0,1,3,0.625
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,3.0,0,371,0.875,0.8125,1.0,0,2,2,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,372,1.0,0.75,1.0,0,4,0,0.75
5.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,0,373,0.75,0.75,1.0,1,4,1,0.0
4.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,374,0.6875,0.6875,1.0,1,3,2,0.625
5.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,0,375,0.9375,0.75,1.0,0,3,1,0.125
8.0,4.0,1.0,4.0,1.0,1.0,0.0,8.0,0.0,3.0,1,376,0.75,0.8125,1.0,0,0,4,0.5
6.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,377,0.8125,0.9375,1.0,0,1,3,0.625
6.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,378,0.8125,0.875,1.0,0,1,3,0.625
6.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0,379,0.8125,0.5625,1.0,0,1,3,0.625
5.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,0,380,0.875,0.625,1.0,0,2,2,0.5
4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0,381,0.875,0.875,1.0,0,2,2,0.75
8.0,4.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,2.0,1,382,0.5625,0.875,1.0,1,1,4,0.375
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,383,0.8125,0.75,1.0,0,1,3,0.625
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,384,0.8125,0.9375,1.0,0,1,3,0.375
5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0,385,0.5,0.875,1.0,2,4,2,0.25
3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0,386,1.0,0.75,1.0,0,4,0,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,3.0,0,387,0.8125,0.9375,1.0,0,1,3,0.375
7.0,4.0,1.0,2.0,0.0,1.0,3.0,10.0,0.0,2.0,1,388,0.625,0.9375,1.0,1,2,3,0.25
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,1,389,0.625,0.9375,1.0,1,2,3,0.25
7.0,4.0,1.0,3.0,0.0,1.0,0.0,8.0,0.0,4.0,0,390,0.8125,0.9375,1.0,0,1,3,0.375
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,391,0.875,0.875,1.0,0,2,2,0.5
6.0,4.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,0,392,0.875,1.0,1.0,0,2,2,0.25
6.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,0,393,0.875,0.6875,1.0,0,2,2,0.25
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,394,0.875,0.875,1.0,0,2,2,0.5
3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0,395,0.9375,0.8125,1.0,0,3,1,0.625
7.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,6.0,1,396,0.625,0.9375,1.0,1,2,3,0.25
5.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,397,0.875,0.75,1.0,0,2,2,0.5
6.0,3.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,0,398,0.875,1.0,1.0,0,2,2,0.25
4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0,399,1.0,0.625,1.0,0,4,0,0.0
6.0,4.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,4.0,1,400,0.6875,0.9375,1.0,1,3,2,0.125
7.0,4.0,1.0,3.0,0.0,1.0,1.0,10.0,0.0,3.0,0,401,0.8125,0.875,1.0,0,1,3,0.375
6.0,4.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,1,402,0.875,0.75,1.0,0,2,2,0.25
7.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,403,0.8125,0.875,1.0,0,1,3,0.375
7.0,4.0,1.0,3.0,0.0,1.0,1.0,8.0,0.0,4.0,1,404,0.8125,0.9375,1.0,0,1,3,0.375
8.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,0.0,1.0,0,405,0.75,0.9375,1.0,0,0,4,0.5
6.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,1,406,0.6875,0.875,1.0,1,3,2,0.125
7.0,4.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,1,407,0.4375,1.0,1.0,2,3,3,0.125
