form_id,construction,has_backchannel,split,n,n_edges,density,max_in_degree,max_out_degree,hub_fanin,hub_fanout,n_reciprocal,n_reciprocal_nonhub,n_nonhub_edges,frac_edges_through_hub,is_strict_star,longest_path,hub_bias,hub_all_required,hub_or_like,total_correlation,stochastic_interaction,lz_complexity,mean_abs_corr,tdmi,phi_wms,causal_density,integrated_synergy,phi_max,n_states,structure,triadic
rand_n3_21,random_strict,0,train,3,1,0.16666666666666666,1,1,1,0,0,0,0,1.0,1,1,0.5,1,0,1.239148510140619e-10,0.0,0.021101493570766485,0.3333333333333333,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_22,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,1,0,1.239148510140619e-10,0.0,0.035169155951277474,0.0006680026720106883,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_23,random_strict,0,train,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.0,0.0,0.0,0.0,0.0,0.000000,1,dyadic,0
rand_n3_24,random_strict,0,train,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.2391655086730198e-10,0.0,0.021101493570766485,0.0,0.0,0.0,0.0,0.0,0.000000,1,dyadic,0
rand_n3_25,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391570094068194e-10,0.0,0.028135324761021978,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_26,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_27,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.5,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.0006680026720106877,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_28,random_strict,0,train,3,2,0.3333333333333333,1,1,1,1,0,0,0,1.0,1,2,0.5,1,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.23546596734323866,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_29,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,4.1305625586574024e-11,1.811278124376522,0.035169155951277474,0.0,1.8112781244591327,0.0,0.3018796874098555,-1.1102230246251565e-16,0.000000,4,dyadic,0
rand_n3_30,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.75,0,1,4.1305625586574024e-11,1.8112781243765224,0.04220298714153297,0.0,1.8112781244591325,0.0,0.3018796874098555,-4.440892098500626e-16,0.000000,4,dyadic,0
rand_n3_31,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.8042652680198105,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_32,random_strict,0,train,3,1,0.16666666666666666,1,1,0,1,0,0,0,1.0,1,1,0.0,0,0,1.2391655086730198e-10,0.0,0.021101493570766485,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_33,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.5,0,1,1.2391570094068194e-10,0.0,0.028135324761021978,0.23546596734323866,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_34,random_strict,0,train,3,3,0.5,1,2,1,2,1,0,0,1.0,1,2,0.5,0,0,1.0,2.999999999876084,0.049236818331788466,0.3333360000320003,2.0,0.0,0.6666666666666666,-1.0,0.000000,4,dyadic,0
rand_n3_35,random_strict,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.5,0,1,1.2391570094068194e-10,0.0,0.049236818331788466,0.23707961647044307,0.0,0.0,0.0,0.0,0.500000,4,triadic,1
rand_n3_36,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,1.2391655086730198e-10,0.0,0.028135324761021978,0.33466933867735466,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_37,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391570094068194e-10,0.0,0.028135324761021978,0.3333333333333333,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_38,random_strict,0,train,3,1,0.16666666666666666,1,1,1,0,0,0,0,1.0,1,1,0.5,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.8042652680198105,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_39,random_strict,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.25,1,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.8042652680198105,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_40,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.8042652680198105,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_41,random_strict,0,train,3,2,0.3333333333333333,1,2,0,2,0,0,0,1.0,1,1,0.0,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.47159993735848804,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_42,random_strict,0,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_43,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,1,4.1305625586574024e-11,1.999999999917389,0.04220298714153297,0.03111787343869574,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_44,random_strict,0,train,3,2,0.3333333333333333,1,1,1,1,1,0,0,1.0,1,1,0.5,1,0,4.1305625586574024e-11,1.999999999917389,0.021101493570766485,0.0,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_45,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.75,0,1,1.2391570094068194e-10,0.0,0.021101493570766485,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_46,random_strict,0,train,3,2,0.3333333333333333,1,1,1,1,0,0,0,1.0,1,2,0.5,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.23546596734323863,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_47,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,1,4.1305625586574024e-11,1.999999999917389,0.04220298714153297,0.0,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_48,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,0,4.1304737408154324e-11,1.999999999917389,0.056270649522043956,0.031117873438695747,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_49,random_strict,0,train,3,1,0.16666666666666666,1,1,1,0,0,0,0,1.0,1,1,0.5,1,0,1.2391655086730198e-10,0.0,0.028135324761021978,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_50,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.75,0,0,4.1305625586574024e-11,1.8112781243765221,0.035169155951277474,0.0,1.8112781244591327,0.0,0.3018796874098555,-1.1102230246251565e-16,0.000000,4,dyadic,0
rand_n3_51,random_strict,0,train,3,1,0.16666666666666666,1,1,1,0,0,0,0,1.0,1,1,0.5,0,0,1.2391655086730198e-10,0.0,0.04220298714153297,0.23546596734323863,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n3_52,random_strict,0,train,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.239148510140619e-10,0.0,0.028135324761021978,0.3333333333333333,0.0,0.0,0.0,0.0,0.000000,1,dyadic,0
rand_n3_53,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,0,4.1305625586574024e-11,1.999999999917389,0.028135324761021978,0.3333333333333333,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_54,random_strict,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.75,0,1,1.2391570094068194e-10,0.0,0.035169155951277474,0.7097815848214156,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_55,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,0,4.1305625586574024e-11,1.999999999917389,0.028135324761021978,0.0,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
rand_n3_56,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.0006680026720106877,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_57,random_strict,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.25,0,0,0.8112781244591329,2.8112781243352165,0.028135324761021978,0.3333360000320003,1.8112781244591325,-2.220446049250313e-16,0.603759374819711,-0.8112781244591332,2.000000,4,triadic,1
rand_n3_58,random_strict,0,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.23546596734323866,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n3_59,random_strict,0,train,3,1,0.16666666666666666,1,1,0,1,0,0,0,1.0,1,1,0.0,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.3333333333333333,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
randbc_n3_0,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.75,0,0,1.2391655086730198e-10,0.0,0.028135324761021978,0.0,0.0,0.0,0.0,0.0,0.000000,3,dyadic,0
randbc_n3_1,random_backchannel,1,train,3,3,0.5,1,2,1,2,1,0,0,1.0,1,2,0.5,0,0,1.0,2.999999999876084,0.035169155951277474,0.0,2.0,0.0,0.6666666666666666,-1.0,0.000000,4,dyadic,0
randbc_n3_2,random_backchannel,1,train,3,2,0.3333333333333333,1,1,1,1,1,0,0,1.0,1,1,0.5,0,0,4.1304737408154324e-11,1.999999999917389,0.035169155951277474,0.36317743206905634,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
randbc_n3_3,random_backchannel,1,train,3,4,0.6666666666666666,2,2,1,2,1,0,1,0.75,0,2,0.5,1,0,1.0,1.999999999917389,0.014067662380510989,0.0,2.0,-1.0,0.6666666666666666,-1.0,0.000000,4,dyadic,0
randbc_n3_4,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.25,0,0,0.6100730651545314,2.499999999876084,0.049236818331788466,0.3333333333333333,2.1556390622295662,0.5205996295475661,0.5497991567825664,-0.6100730651545317,0.415037,5,triadic,1
randbc_n3_5,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.25,0,0,0.6100730651545314,2.4999999998760836,0.04220298714153297,0.3333333333333333,2.1556390622295662,0.5205996295475659,0.5497991567825664,-0.6100730651545314,0.415037,5,triadic,1
randbc_n3_6,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.25,0,0,0.8112781244591329,2.8112781243352165,0.028135324761021978,1.0,1.8112781244591327,0.0,0.603759374819711,-0.8112781244591329,2.000000,4,triadic,1
randbc_n3_7,random_backchannel,1,train,3,1,0.16666666666666666,1,1,1,0,0,0,0,1.0,1,1,0.5,1,0,1.239148510140619e-10,0.0,0.028135324761021978,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
randbc_n3_8,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.75,0,1,1.2391570094068194e-10,0.0,0.021101493570766485,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_9,random_backchannel,1,train,3,3,0.5,1,2,1,2,1,0,0,1.0,1,2,0.5,0,0,1.0,2.999999999876084,0.035169155951277474,1.0,2.0,0.0,0.6666666666666666,-1.0,0.000000,4,dyadic,0
randbc_n3_10,random_backchannel,1,train,3,3,0.5,2,2,2,0,0,0,1,0.6666666666666666,0,2,0.5,0,1,1.2391570094068194e-10,0.0,0.04220298714153297,0.23707961647044307,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_11,random_backchannel,1,train,3,3,0.5,2,2,1,1,0,0,1,0.6666666666666666,0,2,0.5,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_12,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.25,0,0,1.2391655086730198e-10,0.0,0.04220298714153297,0.6369292573103058,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_13,random_backchannel,1,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.5,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.0006680026720106872,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
randbc_n3_14,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.5,0,0,0.0,2.999999999876084,0.021101493570766485,0.0,3.0,2.0,0.16666666666666666,0.0,2.000000,8,triadic,1
randbc_n3_15,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.75,0,0,0.342359383894995,2.517713681140784,0.049236818331788466,0.32603164642418153,2.1556390622295662,0.5383133108071029,0.3712296969467173,-0.2935644431995963,0.830075,5,triadic,1
randbc_n3_16,random_backchannel,1,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.5,0,1,4.1304737408154324e-11,1.999999999917389,0.028135324761021978,0.3333333333333333,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
randbc_n3_17,random_backchannel,1,train,3,3,0.5,2,2,0,2,0,0,1,0.6666666666666666,0,2,0.0,0,0,1.239148510140619e-10,0.0,0.035169155951277474,0.23546596734323863,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_18,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.25,1,0,1.0104816298882957,1.2427473136649463,0.035169155951277474,0.5730149192787627,1.2987949406953985,-0.9544340029249649,0.4142491045773559,-0.9544340029249649,0.415037,6,triadic,1
randbc_n3_19,random_backchannel,1,train,3,3,0.5,2,1,2,1,1,0,0,1.0,1,2,0.75,0,0,1.239148510140619e-10,0.0,0.035169155951277474,0.23546596734323866,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_20,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.25,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.0,0.0,0.0,0.0,0.0,0.000000,3,dyadic,0
randbc_n3_21,random_backchannel,1,train,3,2,0.3333333333333333,1,1,1,1,0,0,0,1.0,1,2,0.5,0,0,1.2391655086730198e-10,0.0,0.04220298714153297,0.4024089364222608,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_22,random_backchannel,1,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,1,0,1.2391655086730198e-10,0.0,0.021101493570766485,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
randbc_n3_23,random_backchannel,1,train,3,5,0.8333333333333334,2,2,2,2,2,0,1,0.8,0,2,0.25,0,0,1.2391570094068194e-10,0.0,0.049236818331788466,0.23707961647044307,0.0,0.0,0.0,0.0,0.415037,5,triadic,1
randbc_n3_24,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.75,0,1,0.8673257514224635,1.730264129870233,0.04220298714153297,0.6285691280656208,1.2987949406953985,-0.05604762696333066,0.4142491045773559,-0.8112781244591328,0.415037,6,triadic,1
randbc_n3_25,random_backchannel,1,train,3,2,0.3333333333333333,1,1,1,1,0,0,0,1.0,1,2,0.5,1,0,1.2391655086730198e-10,0.0,0.028135324761021978,0.4024089364222608,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
randbc_n3_26,random_backchannel,1,train,3,2,0.3333333333333333,2,1,2,0,0,0,0,1.0,1,1,0.25,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.23546596734323863,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
randbc_n3_27,random_backchannel,1,train,3,4,0.6666666666666666,2,2,2,1,1,0,1,0.75,0,2,0.5,0,0,4.1304737408154324e-11,1.999999999917389,0.049236818331788466,0.029730293560080515,2.0,0.0,0.3333333333333333,0.0,0.000000,4,dyadic,0
randbc_n3_28,random_backchannel,1,train,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.2391570094068194e-10,0.0,0.035169155951277474,0.9999999999999999,0.0,0.0,0.0,0.0,0.000000,1,dyadic,0
randbc_n3_29,random_backchannel,1,train,3,3,0.5,2,2,0,2,0,0,1,0.6666666666666666,0,2,0.0,0,0,1.2391655086730198e-10,0.0,0.035169155951277474,0.0006680026720106872,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
chain_n3,chain,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.25,1,0,0.8112781244591329,2.8112781243352165,0.028135324761021978,0.9973386453970781,1.8112781244591327,0.0,0.603759374819711,-0.8112781244591328,2.000000,4,triadic,1
chain_bc_n3,chain,1,train,3,6,1.0,2,2,2,2,3,1,2,0.6666666666666666,0,2,0.75,0,1,1.0281953111478321,1.47503363238992,0.028135324761021978,0.0006680026720106872,1.5487949406953985,-0.9544340029249649,0.4083445441575104,-0.954434002924965,0.830075,5,triadic,1
allreq_n3,all_required,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.25,1,0,0.8112781244591329,2.8112781243352165,0.014067662380510989,0.0,1.8112781244591327,0.0,0.603759374819711,-0.8112781244591328,2.000000,4,triadic,1
allreq_bc_n3,all_required,1,train,3,6,1.0,2,2,2,2,3,1,2,0.6666666666666666,0,2,0.75,0,1,1.0281953111478321,1.47503363238992,0.028135324761021978,0.33466933867735466,1.5487949406953985,-0.9544340029249649,0.4083445441575104,-0.954434002924965,0.830075,5,triadic,1
subst_n3,substitutable,0,train,3,4,0.6666666666666666,2,2,2,2,2,0,0,1.0,1,2,0.75,0,1,0.8112781244591329,2.811278124335217,0.014067662380510989,0.0,1.8112781244591325,0.0,0.603759374819711,-0.8112781244591329,2.000000,4,triadic,1
rand_n4_0,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.25,0,0,1.6522235113194267e-10,0.0,0.021931568569324173,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_1,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,0,1.6522235113194267e-10,0.0,0.027414460711655216,0.11773298367161932,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_2,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.625,0,0,1.6521980135208253e-10,0.0,0.027414460711655216,0.23579996867924394,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_3,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,1,1.6522065127870258e-10,0.0,0.027414460711655216,0.20120446821113044,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_4,random_strict,0,train,4,2,0.16666666666666666,1,1,1,1,0,0,0,1.0,1,2,0.5,1,0,1.6522065127870258e-10,0.0,0.01644867642699313,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_5,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,0,1.6522150120532262e-10,0.0,0.03289735285398626,0.20120446821113044,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_6,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.625,0,0,0.9544340029662701,2.9544340028010487,0.027414460711655216,0.5,1.9544340029249652,0.0,0.32573900048749416,-0.9544340029249649,0.000000,4,dyadic,0
rand_n4_7,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.375,0,0,0.9544340029662703,2.9544340028010487,0.021931568569324173,0.16666666666666666,1.9544340029249652,0.0,0.32573900048749416,-0.9544340029249649,0.000000,4,dyadic,0
rand_n4_8,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.11773298367161932,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_9,random_strict,0,train,4,3,0.25,3,1,3,0,0,0,0,1.0,1,1,0.875,0,1,1.6522150120532262e-10,0.0,0.01644867642699313,0.0,0.0,0.0,0.0,0.0,0.000000,2,dyadic,0
rand_n4_10,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,0,1.6521980135208253e-10,0.0,0.021931568569324173,0.40213263400990523,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_11,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.125,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.235799968679244,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_12,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.375,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.16733466933867733,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_13,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.625,0,0,1.6522065127870258e-10,0.0,0.03289735285398626,0.23694079457885153,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_14,random_strict,0,train,4,5,0.4166666666666667,2,3,2,3,2,0,0,1.0,1,2,0.5,0,0,1.6522150120532262e-10,0.0,0.0383802449963173,0.7934495901761679,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_15,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.375,0,0,1.6522065127870258e-10,0.0,0.0383802449963173,0.1683366733466933,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_16,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,0,8.261014095012342e-11,1.9544340028423544,0.0383802449963173,0.19711786810529838,1.9544340029249652,0.0,0.16286950024374708,0.0,0.000000,4,dyadic,0
rand_n4_17,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.5,0,0,1.6522150120532262e-10,0.0,0.03289735285398626,0.16733466933867733,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_18,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,0,8.26108070839382e-11,1.9544340028423544,0.0383802449963173,0.01555893671934787,1.9544340029249652,0.0,0.16286950024374708,0.0,0.000000,4,dyadic,0
rand_n4_19,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.49999999999999994,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_20,random_strict,0,train,4,3,0.25,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,8.261147321775297e-11,1.811278124376522,0.01644867642699313,0.0,1.8112781244591325,0.0,0.15093984370492775,-4.440892098500626e-16,0.000000,4,dyadic,0
rand_n4_21,random_strict,0,train,4,6,0.5,3,3,3,3,3,0,0,1.0,1,2,0.5,0,0,2.0,3.9999999998347784,0.043863137138648346,0.5000026666986669,2.0,0.0,0.5,-1.0,0.000000,4,dyadic,0
rand_n4_22,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,0,8.26116952623579e-11,1.999999999917389,0.021931568569324173,0.0,2.0,0.0,0.16666666666666666,0.0,0.000000,4,dyadic,0
rand_n4_23,random_strict,0,train,4,4,0.3333333333333333,2,2,2,2,1,0,0,1.0,1,2,0.25,0,0,0.8112781245004377,2.8112781243352165,0.027414460711655216,0.5223830740517923,1.8112781244591325,0.0,0.3018796874098555,-0.8112781244591329,0.000000,4,dyadic,0
rand_n4_24,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.16666666666666666,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_25,random_strict,0,train,4,6,0.5,3,3,3,3,3,0,0,1.0,1,2,0.625,0,0,1.90886800584993,3.9544340027597435,0.043863137138648346,0.500002666698667,1.9544340029249652,0.0,0.4886085007312413,-0.9544340029249649,0.000000,4,dyadic,0
rand_n4_26,random_strict,0,train,4,5,0.4166666666666667,3,2,3,2,2,0,0,1.0,1,2,0.375,0,0,1.6522235113194267e-10,0.0,0.03289735285398626,0.23694079457885153,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_27,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.375,0,0,1.6522150120532262e-10,0.0,0.027414460711655216,0.0,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_28,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.5,0,1,1.6522065127870258e-10,0.0,0.03289735285398626,0.3497110647143042,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_29,random_strict,0,train,4,3,0.25,2,1,2,1,1,0,0,1.0,1,2,0.25,0,0,8.261058503933327e-11,1.8112781243765221,0.027414460711655216,0.1815887160345282,1.8112781244591325,0.0,0.15093984370492775,-4.440892098500626e-16,0.000000,4,dyadic,0
rand_n4_30,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.375,0,0,8.261102912854312e-11,1.9544340028423544,0.0383802449963173,0.014922049367861507,1.9544340029249652,0.0,0.16286950024374708,0.0,0.000000,4,dyadic,0
rand_n4_31,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.625,0,0,8.26108070839382e-11,1.9544340028423546,0.03289735285398626,0.16666666666666666,1.9544340029249652,0.0,0.16286950024374708,0.0,0.000000,4,dyadic,0
rand_n4_32,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.75,0,0,1.6522065127870258e-10,0.0,0.027414460711655216,0.11773298367161933,0.0,0.0,0.0,0.0,0.000000,4,dyadic,0
rand_n4_33,random_strict,0,train,4,4,0.3333333333333333,3,1,3,1,1,0,0,1.0,1,2,0.375,0,0,8.26108070839382e-11,1.9544340028423544,0.043863137138648346,0.19651076540238965,1.9544340029249652,0.0,0.16286950024374708,0.0,0.000000,4,dyadic,0
