near_residual_n,near_residual_mean_flip,near_residual_any_flip,near_hit_mean_flip,far_hit_mean_flip,h1,h2,h3,reading
178,0.4822095730337079,1.0,0.5208333181818182,0.27340815730337076,SUPPORTED,SUPPORTED,REFUTED,PHASE BOUNDARY
