h1,h2,h3,verdict,area_random,area_uncertainty,mid_uncertainty,mid_topo_balance,reading
REFUTED,REFUTED,SUPPORTED,AL_NO_GAIN,0.885903,0.901111,0.625579,0.486111,AL_NO_GAIN — no acquisition policy beats random by ≥0.03 on pooled curves; label order secondary on this panel
