idx,structure,max_phi,s_reads_all_three,n_states
868,dyadic,0.000000,False,4
869,dyadic,0.000000,True,2
870,dyadic,0.000000,True,4
871,dyadic,0.000000,True,4
872,dyadic,0.000000,True,4
873,dyadic,0.000000,False,4
874,dyadic,0.000000,True,4
875,dyadic,0.000000,True,2
876,dyadic,0.000000,True,4
877,dyadic,0.000000,True,4
878,dyadic,0.000000,True,4
879,dyadic,0.000000,True,4
880,dyadic,0.000000,True,4
881,dyadic,0.000000,False,4
882,dyadic,0.000000,True,4
883,dyadic,0.000000,True,4
884,dyadic,0.000000,True,4
885,dyadic,0.000000,True,4
886,dyadic,0.000000,True,4
887,dyadic,0.000000,False,4
888,dyadic,0.000000,True,4
889,dyadic,0.000000,True,4
890,dyadic,0.000000,False,4
891,dyadic,0.000000,False,4
892,dyadic,0.000000,True,4
893,dyadic,0.000000,True,4
894,dyadic,0.000000,True,4
895,dyadic,0.000000,False,4
896,dyadic,0.000000,True,4
897,dyadic,0.000000,True,4
898,dyadic,0.000000,False,4
899,dyadic,0.000000,True,4
900,dyadic,0.000000,True,4
901,dyadic,0.000000,True,4
902,triadic,0.471679,True,4
903,dyadic,0.000000,True,4
904,dyadic,0.000000,True,4
905,dyadic,0.000000,False,4
906,dyadic,0.000000,True,4
907,dyadic,0.000000,False,4
908,dyadic,0.000000,True,4
909,dyadic,0.000000,True,4
910,dyadic,0.000000,True,4
911,dyadic,0.000000,True,4
912,dyadic,0.000000,False,4
913,dyadic,0.000000,True,4
914,dyadic,0.000000,True,4
915,dyadic,0.000000,True,2
916,dyadic,0.000000,True,4
917,dyadic,0.000000,True,4
918,dyadic,0.000000,True,4
919,dyadic,0.000000,True,4
920,dyadic,0.000000,True,4
921,dyadic,0.000000,True,4
922,dyadic,0.000000,False,4
923,dyadic,0.000000,True,2
924,dyadic,0.000000,True,4
925,dyadic,0.000000,True,4
926,dyadic,0.000000,True,4
927,dyadic,0.000000,False,4
928,dyadic,0.000000,True,4
929,dyadic,0.000000,True,2
930,dyadic,0.000000,True,4
931,dyadic,0.000000,True,4
932,dyadic,0.000000,True,4
933,dyadic,0.000000,True,4
934,dyadic,0.000000,True,4
935,dyadic,0.000000,True,4
936,dyadic,0.000000,True,4
937,dyadic,0.000000,True,4
938,dyadic,0.000000,True,4
939,dyadic,0.000000,True,2
940,dyadic,0.000000,True,2
941,dyadic,0.000000,False,4
942,dyadic,0.000000,True,4
943,dyadic,0.000000,True,4
944,triadic,0.500000,True,4
945,dyadic,0.000000,True,4
946,dyadic,0.000000,True,4
947,dyadic,0.000000,False,4
948,dyadic,0.000000,True,4
949,dyadic,0.000000,True,4
950,dyadic,0.000000,False,4
951,dyadic,0.000000,True,4
952,dyadic,0.000000,False,2
953,dyadic,0.000000,True,2
954,dyadic,0.000000,True,4
955,dyadic,0.000000,True,4
956,dyadic,0.000000,True,4
957,dyadic,0.000000,True,4
958,dyadic,0.000000,True,4
959,dyadic,0.000000,True,4
960,dyadic,0.000000,True,4
961,dyadic,0.000000,True,4
962,dyadic,0.000000,True,4
963,dyadic,0.000000,True,4
964,dyadic,0.000000,True,4
965,dyadic,0.000000,True,4
966,dyadic,0.000000,True,2
967,dyadic,0.000000,True,4
968,dyadic,0.000000,True,4
969,dyadic,0.000000,False,2
970,dyadic,0.000000,True,4
971,dyadic,0.000000,True,4
972,dyadic,0.000000,True,4
973,dyadic,0.000000,False,4
974,dyadic,0.000000,True,4
975,dyadic,0.000000,True,4
976,dyadic,0.000000,True,2
977,dyadic,0.000000,True,4
978,triadic,0.250000,True,4
979,dyadic,0.000000,True,4
980,dyadic,0.000000,True,4
981,dyadic,0.000000,True,4
982,dyadic,0.000000,True,4
983,dyadic,0.000000,True,2
984,dyadic,0.000000,True,4
985,dyadic,0.000000,True,4
986,dyadic,0.000000,True,4
987,dyadic,0.000000,False,4
988,dyadic,0.000000,False,2
989,dyadic,0.000000,False,4
990,dyadic,0.000000,True,4
991,dyadic,0.000000,True,4
992,dyadic,0.000000,True,4
993,dyadic,0.000000,True,4
994,dyadic,0.000000,True,4
995,dyadic,0.000000,True,4
996,dyadic,0.000000,True,4
997,dyadic,0.000000,True,4
998,dyadic,0.000000,True,4
999,dyadic,0.000000,False,4
1000,dyadic,0.000000,True,4
1001,triadic,3.000000,True,4
1002,dyadic,0.000000,True,2
1003,dyadic,0.000000,True,4
1004,dyadic,0.000000,True,4
1005,dyadic,0.000000,False,2
1006,dyadic,0.000000,True,4
1007,dyadic,0.000000,True,4
1008,dyadic,0.000000,True,4
1009,dyadic,0.000000,False,2
1010,dyadic,0.000000,True,4
1011,dyadic,0.000000,True,4
1012,dyadic,0.000000,True,4
1013,dyadic,0.000000,True,4
1014,dyadic,0.000000,True,2
1015,dyadic,0.000000,True,4
1016,dyadic,0.000000,True,4
1017,dyadic,0.000000,True,4
1018,dyadic,0.000000,False,4
1019,dyadic,0.000000,True,4
1020,dyadic,0.000000,True,4
1021,dyadic,0.000000,True,4
1022,dyadic,0.000000,True,4
1023,triadic,0.471679,True,4
1024,dyadic,0.000000,False,4
1025,dyadic,0.000000,True,4
1026,dyadic,0.000000,True,4
1027,dyadic,0.000000,True,4
1028,dyadic,0.000000,True,4
1029,dyadic,0.000000,True,4
1030,dyadic,0.000000,False,4
1031,dyadic,0.000000,True,4
1032,dyadic,0.000000,True,4
1033,dyadic,0.000000,False,4
1034,dyadic,0.000000,True,4
1035,dyadic,0.000000,True,2
1036,dyadic,0.000000,True,4
1037,dyadic,0.000000,True,4
1038,dyadic,0.000000,True,4
1039,dyadic,0.000000,True,4
1040,dyadic,0.000000,True,4
1041,dyadic,0.000000,True,4
1042,dyadic,0.000000,False,4
1043,dyadic,0.000000,True,4
1044,dyadic,0.000000,True,4
1045,dyadic,0.000000,True,4
1046,dyadic,0.000000,True,4
1047,dyadic,0.000000,True,4
1048,dyadic,0.000000,True,4
1049,dyadic,0.000000,True,2
1050,dyadic,0.000000,True,4
1051,dyadic,0.000000,True,4
1052,dyadic,0.000000,True,4
1053,dyadic,0.000000,True,4
1054,dyadic,0.000000,False,2
1055,dyadic,0.000000,True,4
1056,dyadic,0.000000,True,4
1057,dyadic,0.000000,True,4
1058,dyadic,0.000000,True,4
1059,dyadic,0.000000,True,4
1060,dyadic,0.000000,False,2
1061,dyadic,0.000000,False,4
1062,dyadic,0.000000,True,4
1063,dyadic,0.000000,True,4
1064,dyadic,0.000000,True,4
1065,dyadic,0.000000,True,4
1066,dyadic,0.000000,False,4
1067,dyadic,0.000000,True,2
1068,dyadic,0.000000,True,4
1069,dyadic,0.000000,True,4
1070,dyadic,0.000000,True,4
1071,dyadic,0.000000,True,4
1072,dyadic,0.000000,True,2
1073,dyadic,0.000000,True,4
1074,dyadic,0.000000,False,4
1075,dyadic,0.000000,False,4
1076,dyadic,0.000000,True,4
1077,dyadic,0.000000,True,4
1078,dyadic,0.000000,True,4
1079,dyadic,0.000000,True,4
1080,dyadic,0.000000,True,2
1081,dyadic,0.000000,True,4
1082,dyadic,0.000000,True,4
1083,dyadic,0.000000,True,4
1084,dyadic,0.000000,True,4
1085,dyadic,0.000000,True,4
1086,dyadic,0.000000,True,4
1087,dyadic,0.000000,True,4
1088,dyadic,0.000000,True,4
1089,dyadic,0.000000,True,4
1090,dyadic,0.000000,True,4
1091,dyadic,0.000000,True,4
1092,dyadic,0.000000,True,2
1093,dyadic,0.000000,True,4
1094,dyadic,0.000000,True,4
1095,dyadic,0.000000,True,4
1096,dyadic,0.000000,True,4
1097,dyadic,0.000000,True,4
1098,dyadic,0.000000,True,4
1099,dyadic,0.000000,False,4
1100,dyadic,0.000000,False,4
1101,dyadic,0.000000,False,4
1102,dyadic,0.000000,True,4
1103,dyadic,0.000000,True,4
1104,dyadic,0.000000,True,4
1105,dyadic,0.000000,True,4
1106,dyadic,0.000000,True,4
1107,dyadic,0.000000,True,4
1108,dyadic,0.000000,True,4
1109,dyadic,0.000000,True,2
1110,dyadic,0.000000,True,4
1111,dyadic,0.000000,True,2
1112,dyadic,0.000000,True,2
1113,triadic,0.250000,True,4
1114,dyadic,0.000000,True,2
1115,dyadic,0.000000,False,4
1116,dyadic,0.000000,True,4
1117,dyadic,0.000000,True,4
1118,dyadic,0.000000,True,4
1119,dyadic,0.000000,True,4
1120,dyadic,0.000000,True,4
1121,dyadic,0.000000,True,4
1122,dyadic,0.000000,True,4
1123,dyadic,0.000000,True,4
1124,dyadic,0.000000,False,4
1125,dyadic,0.000000,True,4
1126,dyadic,0.000000,True,4
1127,dyadic,0.000000,True,4
1128,dyadic,0.000000,True,4
1129,dyadic,0.000000,False,4
1130,dyadic,0.000000,True,4
1131,dyadic,0.000000,True,4
1132,dyadic,0.000000,True,4
1133,dyadic,0.000000,True,4
1134,dyadic,0.000000,False,4
1135,dyadic,0.000000,True,4
1136,dyadic,0.000000,True,4
1137,dyadic,0.000000,True,4
1138,dyadic,0.000000,True,4
1139,dyadic,0.000000,True,4
1140,dyadic,0.000000,True,4
1141,dyadic,0.000000,True,4
1142,dyadic,0.000000,True,4
1143,dyadic,0.000000,False,4
1144,dyadic,0.000000,True,2
1145,dyadic,0.000000,True,4
1146,dyadic,0.000000,True,4
1147,dyadic,0.000000,True,4
1148,dyadic,0.000000,True,4
1149,dyadic,0.000000,False,4
1150,dyadic,0.000000,False,4
1151,dyadic,0.000000,True,4
1152,dyadic,0.000000,True,4
1153,dyadic,0.000000,True,4
1154,dyadic,0.000000,True,4
1155,dyadic,0.000000,True,4
1156,dyadic,0.000000,True,4
1157,dyadic,0.000000,True,4
1158,dyadic,0.000000,True,4
1159,dyadic,0.000000,True,4
1160,triadic,0.500000,True,4
1161,dyadic,0.000000,True,4
1162,dyadic,0.000000,True,4
1163,dyadic,0.000000,False,4
1164,dyadic,0.000000,True,4
1165,dyadic,0.000000,True,4
1166,dyadic,0.000000,True,4
1167,dyadic,0.000000,True,4
1168,dyadic,0.000000,True,4
1169,dyadic,0.000000,False,4
1170,dyadic,0.000000,True,4
1171,dyadic,0.000000,True,2
1172,dyadic,0.000000,True,4
1173,dyadic,0.000000,True,4
1174,dyadic,0.000000,True,2
1175,dyadic,0.000000,False,4
1176,dyadic,0.000000,True,4
1177,dyadic,0.000000,True,4
1178,dyadic,0.000000,True,4
1179,dyadic,0.000000,True,4
1180,dyadic,0.000000,True,4
1181,dyadic,0.000000,False,1
1182,dyadic,0.000000,True,4
1183,dyadic,0.000000,True,4
1184,dyadic,0.000000,True,4
1185,dyadic,0.000000,True,4
1186,dyadic,0.000000,True,4
1187,dyadic,0.000000,True,4
1188,dyadic,0.000000,True,4
1189,dyadic,0.000000,True,4
1190,dyadic,0.000000,True,4
1191,dyadic,0.000000,True,4
1192,dyadic,0.000000,True,4
1193,dyadic,0.000000,True,4
1194,dyadic,0.000000,False,4
1195,dyadic,0.000000,True,4
1196,dyadic,0.000000,True,2
1197,dyadic,0.000000,False,4
1198,dyadic,0.000000,False,2
1199,dyadic,0.000000,True,4
1200,dyadic,0.000000,True,4
1201,dyadic,0.000000,True,4
1202,dyadic,0.000000,True,4
1203,dyadic,0.000000,True,4
1204,dyadic,0.000000,True,4
1205,dyadic,0.000000,True,4
1206,dyadic,0.000000,True,4
1207,dyadic,0.000000,True,4
1208,dyadic,0.000000,True,2
1209,dyadic,0.000000,False,2
1210,dyadic,0.000000,True,4
1211,dyadic,0.000000,False,2
1212,dyadic,0.000000,True,4
1213,dyadic,0.000000,True,4
1214,dyadic,0.000000,True,4
1215,dyadic,0.000000,True,4
1216,dyadic,0.000000,True,4
1217,dyadic,0.000000,True,4
1218,dyadic,0.000000,False,4
1219,dyadic,0.000000,True,4
1220,dyadic,0.000000,True,4
1221,dyadic,0.000000,True,4
1222,dyadic,0.000000,True,4
1223,dyadic,0.000000,True,4
1224,dyadic,0.000000,True,4
1225,dyadic,0.000000,False,4
1226,dyadic,0.000000,True,4
1227,dyadic,0.000000,True,4
1228,dyadic,0.000000,True,4
1229,dyadic,0.000000,True,4
1230,dyadic,0.000000,True,4
1231,dyadic,0.000000,False,4
1232,dyadic,0.000000,True,4
1233,dyadic,0.000000,True,2
1234,dyadic,0.000000,True,4
1235,dyadic,0.000000,True,4
1236,dyadic,0.000000,True,4
1237,dyadic,0.000000,True,4
1238,dyadic,0.000000,True,4
1239,dyadic,0.000000,True,4
1240,dyadic,0.000000,True,4
1241,dyadic,0.000000,True,4
1242,dyadic,0.000000,True,4
1243,dyadic,0.000000,True,4
1244,dyadic,0.000000,True,4
1245,triadic,0.500000,True,4
1246,dyadic,0.000000,True,4
1247,dyadic,0.000000,True,4
1248,dyadic,0.000000,True,4
1249,dyadic,0.000000,True,4
1250,dyadic,0.000000,True,4
1251,dyadic,0.000000,True,4
1252,dyadic,0.000000,True,4
1253,dyadic,0.000000,True,4
1254,dyadic,0.000000,False,2
1255,dyadic,0.000000,True,4
1256,dyadic,0.000000,True,4
1257,dyadic,0.000000,True,4
1258,dyadic,0.000000,True,4
1259,dyadic,0.000000,True,2
1260,dyadic,0.000000,False,4
1261,dyadic,0.000000,True,4
1262,triadic,0.471679,True,4
1263,dyadic,0.000000,False,4
1264,triadic,0.500000,True,4
1265,dyadic,0.000000,True,2
1266,dyadic,0.000000,True,4
1267,dyadic,0.000000,False,2
1268,dyadic,0.000000,True,4
1269,triadic,0.500000,True,4
1270,dyadic,0.000000,True,2
1271,dyadic,0.000000,True,4
1272,dyadic,0.000000,True,4
1273,dyadic,0.000000,False,4
1274,dyadic,0.000000,True,4
1275,dyadic,0.000000,True,4
1276,dyadic,0.000000,True,4
1277,dyadic,0.000000,True,2
1278,dyadic,0.000000,True,4
1279,dyadic,0.000000,True,4
1280,dyadic,0.000000,False,4
1281,dyadic,0.000000,True,4
1282,dyadic,0.000000,False,4
1283,dyadic,0.000000,False,4
1284,dyadic,0.000000,True,4
1285,dyadic,0.000000,True,4
1286,dyadic,0.000000,False,4
1287,dyadic,0.000000,False,4
1288,dyadic,0.000000,False,4
1289,dyadic,0.000000,True,4
1290,dyadic,0.000000,True,2
1291,dyadic,0.000000,True,4
1292,dyadic,0.000000,True,4
1293,dyadic,0.000000,True,4
1294,dyadic,0.000000,False,4
1295,dyadic,0.000000,True,4
1296,dyadic,0.000000,True,4
1297,dyadic,0.000000,True,4
1298,dyadic,0.000000,False,2
1299,dyadic,0.000000,False,4
1300,dyadic,0.000000,True,4
1301,dyadic,0.000000,False,4
1302,dyadic,0.000000,True,4
1303,dyadic,0.000000,True,2
1304,dyadic,0.000000,True,4
1305,dyadic,0.000000,True,4
1306,dyadic,0.000000,False,4
1307,dyadic,0.000000,True,4
1308,dyadic,0.000000,True,4
1309,dyadic,0.000000,True,4
1310,dyadic,0.000000,True,4
1311,dyadic,0.000000,True,4
1312,dyadic,0.000000,True,4
1313,dyadic,0.000000,True,2
1314,dyadic,0.000000,True,2
1315,dyadic,0.000000,True,4
1316,dyadic,0.000000,True,4
1317,dyadic,0.000000,True,4
1318,dyadic,0.000000,True,2
1319,dyadic,0.000000,True,4
1320,dyadic,0.000000,True,4
1321,dyadic,0.000000,True,4
1322,dyadic,0.000000,True,4
1323,dyadic,0.000000,True,4
1324,dyadic,0.000000,True,4
1325,dyadic,0.000000,True,4
1326,dyadic,0.000000,True,4
1327,dyadic,0.000000,True,2
1328,dyadic,0.000000,True,4
1329,dyadic,0.000000,True,4
1330,dyadic,0.000000,True,4
1331,triadic,0.471679,True,4
1332,dyadic,0.000000,True,4
1333,dyadic,0.000000,True,4
1334,dyadic,0.000000,True,4
1335,dyadic,0.000000,True,4
1336,dyadic,0.000000,True,4
1337,dyadic,0.000000,True,4
1338,dyadic,0.000000,False,4
1339,dyadic,0.000000,True,4
1340,dyadic,0.000000,True,4
1341,dyadic,0.000000,True,4
1342,dyadic,0.000000,True,2
1343,dyadic,0.000000,True,4
1344,dyadic,0.000000,False,4
1345,dyadic,0.000000,False,4
1346,dyadic,0.000000,True,2
1347,dyadic,0.000000,True,4
1348,dyadic,0.000000,True,4
1349,dyadic,0.000000,True,4
1350,dyadic,0.000000,True,4
1351,dyadic,0.000000,True,4
1352,dyadic,0.000000,True,4
1353,dyadic,0.000000,True,2
1354,dyadic,0.000000,True,4
1355,dyadic,0.000000,True,4
1356,dyadic,0.000000,True,4
1357,dyadic,0.000000,False,4
1358,dyadic,0.000000,True,4
1359,dyadic,0.000000,False,4
1360,dyadic,0.000000,True,4
1361,dyadic,0.000000,False,4
1362,dyadic,0.000000,True,4
1363,dyadic,0.000000,True,4
1364,dyadic,0.000000,False,4
1365,dyadic,0.000000,False,4
1366,dyadic,0.000000,True,4
1367,dyadic,0.000000,True,4
1368,dyadic,0.000000,False,4
1369,dyadic,0.000000,False,2
1370,dyadic,0.000000,True,4
1371,dyadic,0.000000,True,4
1372,dyadic,0.000000,True,4
1373,dyadic,0.000000,True,4
1374,dyadic,0.000000,True,2
1375,dyadic,0.000000,True,4
1376,dyadic,0.000000,True,4
1377,dyadic,0.000000,True,4
1378,dyadic,0.000000,True,4
1379,dyadic,0.000000,True,4
1380,dyadic,0.000000,True,4
1381,dyadic,0.000000,True,4
1382,dyadic,0.000000,False,4
1383,dyadic,0.000000,True,4
1384,dyadic,0.000000,True,4
1385,dyadic,0.000000,True,4
1386,dyadic,0.000000,True,4
1387,dyadic,0.000000,True,4
1388,dyadic,0.000000,True,4
1389,dyadic,0.000000,True,4
1390,dyadic,0.000000,True,2
1391,dyadic,0.000000,True,4
1392,dyadic,0.000000,True,4
1393,dyadic,0.000000,True,4
1394,dyadic,0.000000,True,4
1395,dyadic,0.000000,True,4
1396,dyadic,0.000000,True,4
1397,dyadic,0.000000,True,4
1398,dyadic,0.000000,True,4
1399,dyadic,0.000000,True,4
1400,dyadic,0.000000,True,2
1401,dyadic,0.000000,True,4
1402,dyadic,0.000000,True,2
1403,dyadic,0.000000,True,4
1404,dyadic,0.000000,True,4
1405,dyadic,0.000000,True,4
1406,dyadic,0.000000,True,4
1407,dyadic,0.000000,True,4
1408,dyadic,0.000000,True,4
1409,dyadic,0.000000,True,4
1410,dyadic,0.000000,True,4
1411,dyadic,0.000000,False,4
1412,dyadic,0.000000,True,4
1413,dyadic,0.000000,True,4
1414,dyadic,0.000000,True,2
1415,dyadic,0.000000,True,4
1416,dyadic,0.000000,True,4
1417,dyadic,0.000000,False,4
1418,dyadic,0.000000,True,4
1419,dyadic,0.000000,True,4
1420,dyadic,0.000000,True,4
1421,dyadic,0.000000,True,4
1422,dyadic,0.000000,True,4
1423,dyadic,0.000000,True,4
1424,dyadic,0.000000,True,4
1425,dyadic,0.000000,True,4
1426,dyadic,0.000000,True,4
1427,dyadic,0.000000,True,4
1428,dyadic,0.000000,False,4
1429,dyadic,0.000000,True,2
1430,triadic,0.471679,True,4
1431,dyadic,0.000000,True,4
1432,dyadic,0.000000,True,4
1433,dyadic,0.000000,True,4
1434,dyadic,0.000000,False,4
1435,dyadic,0.000000,True,4
1436,dyadic,0.000000,True,4
1437,dyadic,0.000000,True,4
1438,dyadic,0.000000,False,4
1439,dyadic,0.000000,True,4
1440,dyadic,0.000000,True,4
1441,dyadic,0.000000,False,4
1442,dyadic,0.000000,True,4
1443,dyadic,0.000000,True,4
1444,dyadic,0.000000,True,4
1445,dyadic,0.000000,True,4
1446,dyadic,0.000000,True,4
1447,dyadic,0.000000,True,4
1448,dyadic,0.000000,True,4
1449,dyadic,0.000000,True,4
1450,dyadic,0.000000,True,2
1451,dyadic,0.000000,True,4
1452,dyadic,0.000000,True,4
1453,dyadic,0.000000,True,4
1454,dyadic,0.000000,False,4
1455,dyadic,0.000000,True,4
1456,dyadic,0.000000,True,4
1457,dyadic,0.000000,True,4
1458,dyadic,0.000000,True,4
1459,dyadic,0.000000,True,4
1460,dyadic,0.000000,True,4
1461,dyadic,0.000000,False,4
1462,dyadic,0.000000,True,2
1463,triadic,0.500000,True,4
1464,dyadic,0.000000,True,4
1465,dyadic,0.000000,True,4
1466,dyadic,0.000000,True,4
1467,dyadic,0.000000,False,2
1468,dyadic,0.000000,True,4
1469,dyadic,0.000000,True,4
1470,dyadic,0.000000,True,4
1471,dyadic,0.000000,True,2
1472,dyadic,0.000000,True,4
1473,dyadic,0.000000,True,4
1474,dyadic,0.000000,True,4
1475,dyadic,0.000000,False,4
1476,dyadic,0.000000,True,4
1477,dyadic,0.000000,True,4
1478,dyadic,0.000000,True,4
1479,dyadic,0.000000,True,4
1480,dyadic,0.000000,True,4
1481,dyadic,0.000000,True,2
1482,dyadic,0.000000,True,2
1483,dyadic,0.000000,True,2
1484,dyadic,0.000000,True,4
1485,dyadic,0.000000,True,4
1486,dyadic,0.000000,True,4
1487,dyadic,0.000000,True,4
1488,dyadic,0.000000,True,4
1489,dyadic,0.000000,True,4
1490,dyadic,0.000000,True,2
1491,dyadic,0.000000,True,4
1492,dyadic,0.000000,True,4
1493,dyadic,0.000000,True,4
1494,dyadic,0.000000,True,2
1495,dyadic,0.000000,True,4
1496,dyadic,0.000000,True,4
1497,dyadic,0.000000,True,4
1498,dyadic,0.000000,True,4
1499,dyadic,0.000000,True,4
