idx,n,density,noise,n_edges,gates,phi_mean,phi_max,n_states_evaluated,tdmi,phi_wms,stochastic_interaction,causal_density,integrated_synergy,total_correlation
36,3,0.3,0.2,3,and|majority|and,0.6943456308353413,0.6943456308353413,8,0.8342157153379128,0.5561438102252751,0.8342157153379124,0.1390359525563189,-3.3306690738754696e-16,0.0
37,3,0.3,0.2,4,and|majority|copy,0.0,0.0,8,0.7385971730624069,0.18245336283713143,0.8342157153379128,0.14468960295711458,-0.03392190240477472,0.09561854227550626
38,3,0.3,0.2,3,majority|and|majority,0.0,0.0,8,0.738597173062407,0.18245336283713143,0.8342157153379128,0.1446896029571145,-0.03392190240477505,0.09561854227550626
39,3,0.3,0.2,3,parity|or|or,0.0,0.0,8,0.738597173062407,5.551115123125783e-17,0.24415000270786313,0.04069166711797719,-0.050360759377766406,0.09561854227550626
40,3,0.3,0.2,4,majority|and|and,0.0,0.0,8,0.6290373251363751,7.771561172376096e-16,0.3028970017857957,0.05048283363096603,7.771561172376096e-16,0.02006163440306441
41,3,0.3,0.2,4,parity|majority|and,0.0,0.0,8,0.709125888823902,0.09479296737175003,0.19519688019576797,0.022382379817556846,-0.02933324741250576,0.05915788188950177
42,3,0.3,0.2,3,and|and|parity,0.0,0.0,8,0.738597173062407,-1.6653345369377348e-16,0.24415000270786313,0.040691667117977205,-0.050360759377766635,0.09561854227550626
43,3,0.3,0.2,3,and|and|or,0.0,0.0,8,0.7206702546291763,0.14085126984132407,0.5178557889403135,0.09186969112550485,-0.06931883194315747,0.11354546070873628
44,3,0.3,0.2,5,parity|copy|majority,0.0,0.0,8,0.6837509811873804,0.06943429163661788,0.6345780042614959,0.10630705918652439,0.03337621808033445,0.008999902399604132
45,3,0.5,0.0,4,and|or|copy,0.0,0.0,4,2.0,0.0,2.999999999876084,0.6666666666666666,-1.0,1.0
46,3,0.5,0.0,6,and|and|parity,0.4,2.0,5,0.5435644431995963,-0.5435644431995963,2.5849394142282115e-26,0.0,-0.5435644431995963,0.5435644432409023
47,3,0.5,0.0,5,and|parity|or,0.06917291654647396,0.41503749927884376,6,0.5435644431995963,0.0,0.0,0.0,0.0,8.261158424005544e-11
48,3,0.5,0.0,6,and|copy|parity,0.4,2.0,5,0.5435644431995963,-0.5435644431995963,2.5849394142282115e-26,0.0,-0.5435644431995963,1.0871288863991926
49,3,0.5,0.0,3,parity|copy|and,0.0,0.0,4,1.0,-1.0,0.0,0.0,-1.0,2.0
50,3,0.5,0.0,5,and|or|and,0.0,0.0,5,1.061278124459133,-0.8112781244591328,0.0,0.0,-0.8112781244591328,1.104842567658729
51,3,0.5,0.0,5,or|or|and,0.0,0.0,3,1.4056390622295662,-1.0,2.5849394142282115e-26,0.0,-1.0,1.13792538097003
52,3,0.5,0.0,4,parity|and|parity,0.0,0.0,8,3.0,1.0,1.9999999999173894,0.16666666666666666,0.0,0.0
53,3,0.5,0.0,3,and|copy|or,0.0,0.0,8,3.0,0.0,0.0,0.0,0.0,0.0
54,3,0.5,0.0,7,and|copy|or,0.0,0.0,5,1.061278124459133,-0.5435644431995963,0.0,0.0,-0.5435644431995963,0.5694152051396562
55,3,0.5,0.0,5,parity|copy|parity,0.0,0.0,4,1.0,-1.0,0.0,0.0,-1.0,1.0000000000413056
56,3,0.5,0.0,4,or|or|copy,0.0,0.0,4,1.0,-1.0,0.0,0.0,-1.0,2.0
57,3,0.5,0.0,4,and|copy|parity,0.5,2.0,4,1.8112781244591327,0.0,2.8112781243352165,0.603759374819711,-0.8112781244591328,0.8112781244591329
58,3,0.5,0.0,4,copy|and|and,0.0,0.0,4,1.4056390622295662,-1.0,2.5849394142282115e-26,0.0,-1.0,1.13792538097003
59,3,0.5,0.0,5,parity|and|parity,0.0,0.0,4,2.0,-0.12255624891826566,1.6887218754685822,0.396240625180289,-0.8112781244591329,0.8112781244591329
60,3,0.5,0.05,4,copy|copy|majority,0.0,0.0,8,2.1408091286521316,2.220446049250313e-16,1.427206085768088,0.23786768096134794,0.0,0.0
61,3,0.5,0.05,7,parity|parity|or,0.0,0.0,8,1.2115615719847388,0.11100142244064681,0.8898796008428161,0.07362476613660303,-0.23309082728717923,0.9292475566673923
62,3,0.5,0.05,5,or|majority|copy,0.19167645847619266,1.5334116678095413,8,1.3068042694936688,0.27860339961200997,1.7457841374176177,0.3427336232938865,-0.3106176023456999,0.4389798679239907
63,3,0.5,0.05,4,copy|and|and,0.0,0.0,8,0.6542056049901516,0.1432196857118726,0.6509920972744055,0.12892813480016138,-0.10568656040174407,0.14307989441312063
64,3,0.5,0.05,6,and|copy|copy,0.0,0.0,8,1.5885327579034865,0.00894448907971046,0.07555187677469721,0.01231675301595328,-0.0341481446436418,0.05195129903810214
65,3,0.5,0.05,7,and|copy|copy,0.0,0.0,8,1.082981159381823,-3.3306690738754696e-16,0.3019669480767445,0.050327824679457546,-0.04627188894978411,0.0597285105664116
66,3,0.5,0.05,5,majority|parity|majority,0.0,0.0,8,1.5937516768394147,-0.15544842968908723,0.5718686612378571,0.047655721769821406,-0.4524489231484119,0.5470574518127167
67,3,0.5,0.05,6,parity|majority|or,0.0,0.0,8,1.082981159381823,0.3321276208379188,0.6701458204152104,0.07940290735238202,0.031944456706982094,0.05972851056641182
68,3,0.5,0.05,5,majority|majority|copy,0.0,0.0,8,1.5841538410318612,-0.03485396356767023,0.5307854001103842,0.08422003527429771,-0.44387021534904214,0.55665528762027
69,3,0.5,0.05,4,parity|and|parity,0.0,0.0,8,1.7131404163870165,0.28593433061892887,2.140809128652131,0.5257284353069774,-0.3663328073921195,0.42766871226511505
