T,AC_grain1,AC_grain1_lo,AC_grain1_hi,AC_grain2,AC_grain2_lo,AC_grain2_hi,AC_grain4,AC_grain4_lo,AC_grain4_hi,AC_grain8,AC_grain8_lo,AC_grain8_hi
1.0,0.9844032998996834,0.9820875783069363,0.9864278709912251,1.7646338262613837,1.754699795610291,1.7737719046297282,2.7746090979986358,2.762478912198929,2.786225672085333,2.530174520146238,2.485691742119913,2.56809867717375
2.27,0.7367712153213865,0.7099691775235744,0.7629067554279181,1.654510168834238,1.5942345095509949,1.704190998184886,2.322751206257514,2.240106740406602,2.402160578971582,2.103569893646071,2.0202877705763562,2.1801344893453805
6.0,0.9998851631739251,0.9996054628540433,0.9999950415624834,2.2224679711335438,2.215659383802316,2.2288529055181825,2.5870612527362047,2.5640229009679913,2.6106733056548768,1.8120692002335428,1.7614401723643818,1.8610100794841864
