T,AC_grain1,AC_grain1_lo,AC_grain1_hi,AC_grain2,AC_grain2_lo,AC_grain2_hi,AC_grain4,AC_grain4_lo,AC_grain4_hi,AC_grain8,AC_grain8_lo,AC_grain8_hi
1.0,0.9844032998996833,0.9820875783069362,0.9864278709912251,1.764633826261386,1.7546997956102932,1.7737719046297302,2.774609097998636,2.762478912198928,2.7862256720853327,2.530174520146235,2.4856917421199105,2.5680986771737477
2.27,0.7367712153213867,0.7099691775235745,0.7629067554279179,1.6545101688342385,1.5942345095509953,1.7041909981848866,2.322751206257515,2.240106740406603,2.402160578971583,2.1035698936460716,2.0202877705763562,2.1801344893453805
6.0,0.9998851631739251,0.9996054628540433,0.9999950415624834,2.222467971133544,2.215659383802316,2.228852905518183,2.587061252736205,2.564022900967992,2.610673305654876,1.8120692002335412,1.7614401723643807,1.8610100794841848
