h1,h2,h3,h4,verdict,reading
REFUTED,SUPPORTED,SUPPORTED,SUPPORTED,SCALE_BLURS_CONSTRUCTS,SCALE_BLURS_CONSTRUCTS — HMC or CMC reads as algorithmacy-like at n>3
