idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_psi,phi_mean,phi_max,phi_piw,gates,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
0,3,0.3,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.0,0.0,0.0,and|majority|and,-0.5435644431995963,0.0,0.6814898241696266,0.0,-0.5435644431995963,1.4056390622295662
1,3,0.3,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,and|and|parity,0.0,0.0,0.0,0.0,0.0,3.0
2,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,parity|parity|copy,-1.0,0.0,2.0,0.0,-1.0,1.0
3,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,copy|parity|parity,-1.0,0.0,2.0,0.0,-1.0,1.0
4,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,and|copy|parity,-1.0,0.0,2.0,0.0,-1.0,1.0
5,3,0.3,0.0,0,1.5,1.5,3.0,1.5,0.0,-0.8219280948873537,0.0,0.0,0.0,and|or|or,-0.8112781244591328,0.0,1.1225562489182659,0.0,-0.8112781244591328,1.5
6,3,0.3,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,or|parity|parity,2.0,2.999999999876084,0.0,0.5,0.0,3.0
7,3,0.3,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,copy|parity|or,0.0,0.9999999999586945,0.0,0.16666666666666666,0.0,3.0
8,3,0.3,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,majority|parity|majority,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
9,3,0.3,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.0,0.0,0.0,or|majority|and,-1.0,2.5849394142282115e-26,1.13792538097003,0.0,-1.0,1.4056390622295662
10,3,0.3,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,or|majority|copy,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
11,3,0.3,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,majority|parity|parity,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
12,3,0.3,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,and|parity|or,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
13,3,0.3,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.0,0.0,0.0,copy|majority|and,-1.0,0.0,1.13792538097003,0.0,-1.0,1.4056390622295662
