idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_psi,phi_mean,phi_max,phi_piw,gates,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
11,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,copy|or|and,-1.0,0.0,2.0,0.0,-1.0,1.0
12,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,and|or|majority,-1.0,0.0,2.0,0.0,-1.0,1.0
13,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,majority|and|parity,-1.0,0.0,2.0,0.0,-1.0,1.0
14,3,0.3,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,parity|parity|majority,-1.0,0.0,2.0,0.0,-1.0,1.0
15,3,0.3,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,1.1102230246251565e-16,0.0,0.0,0.0,majority|copy|or,-0.26112312119378833,0.28593433061892837,0.5470574518127167,0.04765572176982142,-0.4885396118317419,1.5937516768394144
16,3,0.3,0.05,1,1.2898019323978582,0.8510071962542729,3.859190871347869,1.7101980676021418,0.8591908713478689,-0.3054938853057767,0.0,0.0,0.0,and|or|or,0.2186882544060057,0.5676716889894929,0.17406775981988898,0.08978366376778023,-0.11362948340345957,0.8510071962558219
17,3,0.3,0.05,1,0.9505304314347922,1.1902786972173394,3.859190871347869,2.049469568565208,0.8591908713478686,-0.14945802669676134,0.0,0.0,0.0,majority|parity|and,-0.26989883719514296,0.37336056930965456,0.5981180826621091,0.06995061932276651,-0.49933075306449803,1.1902786972175625
18,3,0.3,0.05,1,0.5084229170693197,1.6323862115828118,3.859190871347869,2.4915770829306805,0.8591908713478686,-0.22550266052116086,0.1984821878711604,0.7939287514846416,0.07967488057763732,majority|parity|parity,0.36143484132655734,1.4807863486592345,0.06475838687612878,0.19788555533508653,0.13774022690133003,1.6323862115828267
19,3,0.3,0.05,1,0.5586598289967667,1.5821492996553652,3.859190871347869,2.4413401710032336,0.8591908713478685,0.25062902499719264,0.0,0.0,0.0,and|copy|majority,-0.1498750856283464,1.6845390074311233,0.40720800729138196,0.3327347235888393,-0.36129483686941666,1.5821492996553654
20,3,0.3,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,2.220446049250313e-16,0.0,0.0,0.0,majority|and|parity,0.16654559107132672,2.140809128652131,0.5470574518127167,0.4280796401528743,-0.42766871226511494,1.5937516768394144
21,3,0.3,0.05,1,1.9354486829472828,0.20536044570484935,3.859190871347869,1.0645513170527179,0.8591908713478685,-0.3401478891081148,0.0992410939355802,0.7939287514846416,0.002372284328746356,and|and|or,0.02445077726620165,0.21038872288223243,0.008060962785894299,0.03356841964564473,-0.004035108912222807,0.20536044570659612
22,3,0.3,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-2.220446049250313e-16,1.5878575029692836,1.5878575029692836,1.5878575029692836,and|parity|parity,1.4272060857680873,2.1408091286521316,0.0,0.23786768096134794,4.440892098500626e-16,2.1408091286521316
23,3,0.3,0.05,1,1.4866035236632822,0.6542056049888489,3.859190871347869,1.5133964763367178,0.8591908713478689,-0.30844211609013406,0.0,0.0,0.0,or|parity|and,0.14321968571187227,0.6509920972744053,0.14307989441312263,0.1289281348001614,-0.10568656040174423,0.6542056049901521
