net_idx,n,density,noise,n_edges,state,phi,n_distinctions,sum_phi_distinctions,n_relations,sum_phi_relations,mean_order,frac_higher_order,max_order
27,3,0.5,0.05,3,110,0.0,2,1.7593988952568236,1,0.4398497238142059,1.0,0.0,1
27,3,0.5,0.05,3,111,0.0,2,1.7593988952568236,2,0.8796994476284118,1.0,0.0,1
27,3,0.5,0.05,3,100,0.0,2,1.7593988952568236,2,0.8796994476284118,1.0,0.0,1
27,3,0.5,0.05,3,001,0.0,2,1.7593988952568236,1,0.4398497238142059,1.0,0.0,1
28,3,0.5,0.05,5,111,0.0,3,2.190647133381856,4,2.190647133381856,1.0,0.0,1
28,3,0.5,0.05,5,101,0.0,3,2.0148810969121427,3,2.0148810969121427,1.0,0.0,1
28,3,0.5,0.05,5,000,0.0,3,2.0148810969121427,4,1.5750313730979368,1.0,0.0,1
28,3,0.5,0.05,5,001,0.0,3,2.0148810969121427,4,1.8305135747532562,1.0,0.0,1
28,3,0.5,0.05,5,100,0.0,3,2.0148810969121427,3,1.8871399960844832,1.0,0.0,1
28,3,0.5,0.05,5,110,0.0,2,1.3109476857534443,2,1.095323566690928,1.0,0.0,1
29,3,0.5,0.05,5,100,0.0,3,1.5536557773259976,3,0.7454045309042523,1.3333333333333333,0.3333333333333333,2
29,3,0.5,0.05,5,010,0.0,3,1.4928567316011778,4,1.428986181187348,1.3333333333333333,0.3333333333333333,2
29,3,0.5,0.05,5,000,0.0,3,1.4928567316011778,7,1.417069145145802,1.3333333333333333,0.3333333333333333,2
29,3,0.5,0.05,5,011,0.0,3,2.049875410599908,3,1.46478742911416,1.3333333333333333,0.3333333333333333,2
29,3,0.5,0.05,5,111,0.0,4,2.9420134631149284,6,2.551016542018982,1.75,0.5,3
29,3,0.5,0.05,5,110,0.0,3,1.5536557773259976,2,1.041504842010114,1.3333333333333333,0.3333333333333333,2
30,3,0.5,0.2,6,001,0.0,3,0.8950847853347978,7,1.4375423094249076,1.3333333333333333,0.3333333333333333,2
30,3,0.5,0.2,6,011,0.0,3,0.6797049847901291,7,0.8605241594868326,1.3333333333333333,0.3333333333333333,2
30,3,0.5,0.2,6,000,0.15337486431176103,5,1.6841564455724354,19,3.1832605239985594,1.4,0.4,2
30,3,0.5,0.2,6,110,0.0,2,0.5922456161456979,2,0.41594692081641216,1.5,0.5,2
30,3,0.5,0.2,6,111,0.0,5,1.271950600935827,29,3.5707065431065135,1.4,0.4,2
30,3,0.5,0.2,6,100,0.0,2,0.7890716602376374,3,0.9088957729812005,1.5,0.5,2
31,3,0.5,0.2,5,000,0.0,2,0.7977316530736914,3,0.5265028910286363,2.0,0.5,3
31,3,0.5,0.2,5,010,0.0,1,0.5424575240901102,1,0.2712287620450551,1.0,0.0,1
31,3,0.5,0.2,5,100,0.0,1,0.5424575240901102,1,0.2712287620450551,1.0,0.0,1
31,3,0.5,0.2,5,011,0.0,1,0.5424575240901102,1,0.2712287620450551,1.0,0.0,1
31,3,0.5,0.2,5,001,0.0,2,0.7977316530736914,2,0.33504729429095037,2.0,0.5,3
31,3,0.5,0.2,5,110,0.0,2,0.7977316530736914,3,0.5265028910286363,2.0,0.5,3
32,3,0.5,0.2,6,100,0.0,3,0.6700255694383015,7,1.0940185837616785,1.3333333333333333,0.3333333333333333,2
32,3,0.5,0.2,6,011,0.0,2,0.5172613171599794,2,0.5172613171599794,1.0,0.0,1
32,3,0.5,0.2,6,111,0.0,6,1.7799535305796481,63,8.951124456386578,1.5,0.5,2
32,3,0.5,0.2,6,010,0.0,3,0.7569095426471055,7,1.0869673554825834,1.3333333333333333,0.3333333333333333,2
32,3,0.5,0.2,6,001,0.0,3,0.6797049847901289,6,0.8441564510900936,1.3333333333333333,0.3333333333333333,2
32,3,0.5,0.2,6,110,0.0,1,0.2712287620450551,1,0.0904095873483517,1.0,0.0,1
33,3,0.5,0.2,6,100,0.0,2,0.45557355088130597,1,0.0904095873483517,1.0,0.0,1
33,3,0.5,0.2,6,001,0.0,2,0.5108769875321812,1,0.1808191746967034,1.0,0.0,1
33,3,0.5,0.2,6,011,0.6943456308353413,3,0.8983466475965456,5,0.675197292169152,1.3333333333333333,0.3333333333333333,2
33,3,0.5,0.2,6,111,0.0,2,0.5285153484599341,1,0.0904095873483517,1.0,0.0,1
33,3,0.5,0.2,6,110,0.0,3,0.6030493819503067,5,0.45909916502085335,1.3333333333333333,0.3333333333333333,2
33,3,0.5,0.2,6,000,0.0,4,0.8426976074374327,12,1.3553374020393876,1.25,0.25,2
34,3,0.5,0.2,3,100,0.6943456308353413,3,1.6273725722703305,1,0.2712287620450551,1.0,0.0,1
34,3,0.5,0.2,3,010,0.6943456308353413,3,1.6273725722703305,1,0.2712287620450551,1.0,0.0,1
34,3,0.5,0.2,3,001,0.6943456308353413,3,1.6273725722703305,1,0.2712287620450551,1.0,0.0,1
34,3,0.5,0.2,3,110,0.6943456308353412,3,1.6273725722703305,1,0.2712287620450551,1.0,0.0,1
34,3,0.5,0.2,3,101,0.6943456308353413,3,1.6273725722703305,1,0.2712287620450551,1.0,0.0,1
34,3,0.5,0.2,3,000,0.6943456308353413,3,1.6273725722703305,3,0.8136862861351652,1.0,0.0,1
35,3,0.5,0.2,5,110,0.0,1,0.5424575240901102,1,0.2712287620450551,1.0,0.0,1
35,3,0.5,0.2,5,111,0.0,2,1.0849150481802203,2,0.8136862861351652,1.0,0.0,1
35,3,0.5,0.2,5,011,0.0,2,1.0849150481802203,2,0.8136862861351652,1.0,0.0,1
35,3,0.5,0.2,5,100,0.0,2,1.0849150481802203,2,0.8136862861351652,1.0,0.0,1
35,3,0.5,0.2,5,010,0.0,1,0.5424575240901102,1,0.2712287620450551,1.0,0.0,1
35,3,0.5,0.2,5,001,0.0,2,1.0849150481802203,2,0.8136862861351652,1.0,0.0,1
36,3,0.8,0.0,9,000,0.41503749927884376,7,5.316165626622602,127,47.04831410694128,1.7142857142857142,0.5714285714285714,3
36,3,0.8,0.0,9,101,0.0,3,0.4667515031290047,7,0.5269301560481532,1.3333333333333333,0.3333333333333333,2
36,3,0.8,0.0,9,111,0.0,6,1.274983627836838,63,5.994530023800537,1.5,0.5,2
37,3,0.8,0.0,3,011,0.0,3,3.0,3,3.0,1.0,0.0,1
37,3,0.8,0.0,3,111,0.0,3,3.0,3,3.0,1.0,0.0,1
37,3,0.8,0.0,3,010,0.0,3,3.0,3,3.0,1.0,0.0,1
37,3,0.8,0.0,3,101,0.0,3,3.0,3,3.0,1.0,0.0,1
37,3,0.8,0.0,3,001,0.0,3,3.0,3,3.0,1.0,0.0,1
37,3,0.8,0.0,3,110,0.0,3,3.0,3,3.0,1.0,0.0,1
38,3,0.8,0.0,7,000,0.0,7,3.1788244829365513,126,12.987739972515179,1.7142857142857142,0.5714285714285714,3
38,3,0.8,0.0,7,001,0.0,1,0.11008290168136904,1,0.05504145084068452,1.0,0.0,1
38,3,0.8,0.0,7,101,0.0,1,0.11008290168136904,1,0.05504145084068452,1.0,0.0,1
38,3,0.8,0.0,7,111,0.0,7,2.2843406744797545,95,10.681947442034065,1.7142857142857142,0.5714285714285714,3
39,3,0.8,0.0,8,000,0.0,7,3.880663213450952,125,15.283497422340362,1.7142857142857142,0.5714285714285714,3
39,3,0.8,0.0,8,001,0.0,1,0.11008290168136904,0,0.0,1.0,0.0,1
39,3,0.8,0.0,8,101,0.0,2,0.38677456786726483,3,0.3034701856150015,1.0,0.0,1
39,3,0.8,0.0,8,111,0.0,7,1.6253690037473325,84,7.862452553509987,1.7142857142857142,0.5714285714285714,3
40,3,0.8,0.0,7,000,1.0,2,1.25,3,1.0,2.0,0.5,3
40,3,0.8,0.0,7,100,1.0,2,1.25,2,0.4375,2.0,0.5,3
40,3,0.8,0.0,7,011,1.0,2,1.25,3,1.0,2.0,0.5,3
40,3,0.8,0.0,7,111,1.0,2,1.25,2,0.4375,2.0,0.5,3
41,3,0.8,0.0,5,000,0.0,3,2.276691666185896,3,1.7766916661858958,1.0,0.0,1
41,3,0.8,0.0,5,100,0.0,3,2.276691666185896,3,1.7766916661858958,1.0,0.0,1
41,3,0.8,0.0,5,010,0.0,3,2.276691666185896,2,1.5,1.0,0.0,1
41,3,0.8,0.0,5,110,0.0,3,2.276691666185896,2,1.5,1.0,0.0,1
41,3,0.8,0.0,5,011,0.0,4,4.5,7,4.25,1.25,0.25,2
41,3,0.8,0.0,5,111,0.0,4,4.5,7,4.25,1.25,0.25,2
42,3,0.8,0.05,8,101,0.0,1,0.8796994476284118,1,0.4398497238142059,1.0,0.0,1
42,3,0.8,0.05,8,001,0.0,1,0.8796994476284118,1,0.8796994476284118,1.0,0.0,1
42,3,0.8,0.05,8,011,0.0,4,1.6478358016118502,8,1.9714792175512383,1.25,0.25,2
42,3,0.8,0.05,8,100,0.0,2,1.135181649283731,1,0.4398497238142059,1.0,0.0,1
42,3,0.8,0.05,8,111,0.0,4,1.6478358016118502,11,1.8827911917415372,1.25,0.25,2
42,3,0.8,0.05,8,010,0.0,2,1.135181649283731,2,1.135181649283731,1.0,0.0,1
43,3,0.8,0.05,5,010,0.0,3,2.1860413771115503,6,2.18184230540887,1.3333333333333333,0.3333333333333333,2
43,3,0.8,0.05,5,101,0.0,2,1.135181649283731,2,0.5487153508647897,1.0,0.0,1
43,3,0.8,0.05,5,110,0.0,2,1.3109476857534443,1,0.2932331492094706,1.0,0.0,1
43,3,0.8,0.05,5,011,0.0,2,1.1351816492837312,1,0.8796994476284121,1.0,0.0,1
43,3,0.8,0.05,5,000,0.0,3,2.1860413771115503,6,2.18184230540887,1.3333333333333333,0.3333333333333333,2
43,3,0.8,0.05,5,001,0.0,2,1.135181649283731,1,0.8796994476284118,1.0,0.0,1
44,3,0.8,0.05,8,111,0.0,3,1.3154136687668534,5,0.8305059400818668,1.6666666666666667,0.3333333333333333,3
44,3,0.8,0.05,8,110,0.0,1,0.8796994476284118,1,0.4398497238142059,1.0,0.0,1
44,3,0.8,0.05,8,011,0.0,3,1.4551150427202784,5,1.4551150427202781,1.6666666666666667,0.3333333333333333,3
44,3,0.8,0.05,8,100,0.0,1,0.8796994476284118,1,0.4398497238142059,1.0,0.0,1
44,3,0.8,0.05,8,101,0.0,3,1.3154136687668534,5,0.8305059400818667,1.6666666666666667,0.3333333333333333,3
44,3,0.8,0.05,8,001,0.0,3,1.4551150427202784,5,1.4551150427202781,1.6666666666666667,0.3333333333333333,3
45,3,0.8,0.05,8,100,0.0,2,1.7593988952568236,2,1.3195491714426177,1.0,0.0,1
45,3,0.8,0.05,8,101,0.0,3,1.862531078442807,3,1.422681354628601,1.0,0.0,1
45,3,0.8,0.05,8,111,0.0,3,1.862531078442807,6,1.5258135378145845,1.0,0.0,1
45,3,0.8,0.05,8,011,0.0,3,1.862531078442807,3,1.4226813546286012,1.0,0.0,1
45,3,0.8,0.05,8,000,0.0,6,4.422711855328318,47,12.138787016320732,1.6666666666666667,0.5,3
45,3,0.8,0.05,8,010,0.0,2,1.7593988952568236,2,1.3195491714426177,1.0,0.0,1
46,3,0.8,0.05,5,000,0.0,3,1.505630841683944,4,1.065781117869738,1.0,0.0,1
46,3,0.8,0.05,5,101,0.0,2,1.135181649283731,2,0.6953319254695252,1.0,0.0,1
46,3,0.8,0.05,5,001,0.0,1,0.2554822016553191,1,0.2554822016553191,1.0,0.0,1
46,3,0.8,0.05,5,011,0.0,2,0.8624964762500651,2,0.43124823812503255,1.0,0.0,1
46,3,0.8,0.05,5,110,0.0,1,0.8796994476284118,1,0.4398497238142059,1.0,0.0,1
46,3,0.8,0.05,5,100,0.0,2,1.135181649283731,2,0.6953319254695252,1.0,0.0,1
47,3,0.8,0.05,7,011,1.5334116678095413,4,1.5875756215627228,8,3.0875615514375125,1.25,0.25,2
47,3,0.8,0.05,7,111,0.0,6,2.328474006363148,63,16.230222832579933,1.5,0.5,2
47,3,0.8,0.05,7,101,0.0,3,1.1989372688885707,7,1.7160030358935185,1.3333333333333333,0.3333333333333333,2
47,3,0.8,0.05,7,001,0.0,1,0.43984972381420606,1,0.43984972381420606,1.0,0.0,1
47,3,0.8,0.05,7,100,1.5334116678095417,4,1.5875756215627228,8,3.0875615514375134,1.25,0.25,2
47,3,0.8,0.05,7,110,0.0,3,1.1989372688885707,7,1.7160030358935188,1.3333333333333333,0.3333333333333333,2
48,3,0.8,0.2,6,111,0.610634279906507,6,2.8713350454787867,39,8.482389104772878,1.6666666666666667,0.5,3
