idx,gates,phi_mean,phi_max,n_states_evaluated,n,density,noise,n_edges,total_correlation,stochastic_interaction,lz_complexity,mean_abs_corr,tdmi,phi_wms,causal_density,integrated_synergy
695,majority|and|copy|and,0.01039987792467321,0.12269989144940883,16,4,0.8,0.2,12,0.023975507592836287,0.5628312707029073,0.8498482820613117,0.07415262715011926,0.5663150072090076,0.09589636807427315,0.04249895648964148,0.013004853763499497
696,majority|parity|or|and,0.0,0.0,16,4,0.8,0.2,14,0.0486164157845721,0.7210420045214772,0.89371141919996,0.1170578755867351,0.7934320603028089,0.47120125271155616,0.029320535696184008,0.22350646166846355
697,majority|parity|parity|majority,0.04601245929352829,0.24539978289881753,16,4,0.8,0.2,15,0.07280395324290811,0.8300130478775358,0.9320916641962773,0.08685206445751918,0.8862623323601266,0.5580983629012781,0.02101029067355721,0.2249591947309163
698,copy|parity|or|copy,3.5155620438641805e-17,8.614256144712384e-17,16,4,0.8,0.2,15,0.002940922480992203,0.5913892950727919,0.89371141919996,0.04635030682166886,0.8734095337026898,0.30404571080143206,0.024954668509486858,0.18801445810852424
699,copy|parity|parity|and,2.7132988571505818e-17,1.653381421323828e-16,16,4,0.8,0.2,13,0.03484692681840995,0.48690069894258503,0.9101600956269531,0.026356302908408763,0.8240300641055229,0.2586565181791642,0.017299698640956426,0.00820493940118594
700,majority|majority|copy|parity,0.03126996156011336,0.13221971061358717,16,4,0.8,0.2,14,0.09910182362036268,0.8986029418885351,0.9540232327656015,0.09683803272855061,1.0102383833618505,0.5442153035779944,0.04766070445001629,0.14313976061993328
701,and|or|copy|copy,1.7528478797455716e-17,1.357743683736124e-16,16,4,0.8,0.2,14,0.007456972801787476,0.2924268870328195,0.888228527057629,0.052306924240715424,0.5950018054203665,0.0587610219161257,0.021871418686802563,0.02433902972104368
702,and|parity|majority|copy,0.030531713995325362,0.4885074239252056,16,4,0.8,0.2,15,0.0063837602001313165,0.5583418266571636,0.8717798506306359,0.04427814571804131,0.5836919373753963,0.09316072432395983,0.028967014950462545,0.03575552710240104
703,copy|parity|majority|majority,0.0,0.0,16,4,0.8,0.2,12,0.11206729784196323,0.8608246789068978,0.8662969584883048,0.09930985264122966,1.000220322608557,0.1745451980067837,0.03972226919904993,0.005486183060122274
704,parity|or|copy|or,0.034717281541767064,0.555476504668273,16,4,0.8,0.2,14,0.0022434240409130446,0.49862479251606917,0.8608140663459738,0.05047854878682248,0.5053058828164902,0.29592347463361973,0.021119819562652156,0.14566958904371458
705,majority|majority|copy|and,0.0,0.0,16,4,0.8,0.2,13,0.06370298164582966,0.46191738561657614,0.7950193606380013,0.13759839845752164,0.48334929497168566,0.13600239664564712,0.03777181072990632,0.004685435025487239
706,or|and|and|and,3.415330195028855e-17,1.3443888278305224e-16,16,4,0.8,0.2,10,0.025541502269904814,0.5015088370560465,0.8772627427729669,0.09290766135854807,0.5694817418338385,0.27110766594415525,0.034079577234012504,0.02692694609902202
707,and|parity|parity|or,8.656067361372225e-18,8.72422537209169e-17,16,4,0.8,0.2,13,0.09576400640885607,0.6603754586031743,0.8662969584883048,0.19198687301567327,0.6367494292574626,0.09166112343412092,0.024052354255189437,0.06143350028527028
708,majority|parity|copy|majority,0.007668743215588058,0.12269989144940893,16,4,0.8,0.2,14,0.05781293745114535,0.7087191978997431,0.8991943113422911,0.12594049194597573,0.7289978039791885,0.3697755677156742,0.03632369264910632,0.007356943319784592
709,majority|and|and|majority,0.007668743215588045,0.12269989144940872,16,4,0.8,0.2,13,0.01333054925256727,0.2790686699480647,0.7676048999263461,0.046129383346974494,0.34725859598381886,0.18393271632873706,0.01569567481907661,0.04287199606537201
710,parity|copy|majority|and,0.002731134709085157,0.04369815534536251,16,4,0.8,0.2,14,0.034554006072702315,0.7787223051663443,0.9320916641962773,0.054497370820891476,0.7889791705526108,0.13836111051006156,0.03901387596865067,0.014274036930962353
711,majority|parity|and|copy,0.0,0.0,16,4,0.8,0.2,10,0.02370747598969203,0.7365055792347981,0.9046772034846221,0.0741799622847537,0.7172239908995474,0.2077318079262167,0.041577062522126125,0.0025048656380592393
712,or|majority|copy|majority,4.138920043406396e-17,1.3121234959625905e-16,16,4,0.8,0.2,12,0.04185307263818583,0.6097910590964184,0.8388824977766496,0.09421243416834135,0.6427753270249612,0.2413807509972521,0.04277209321992228,0.021391808316077676
713,and|parity|or|and,0.0,0.0,16,4,0.8,0.2,13,0.006875446897532722,0.4770647291544625,0.9375745563386084,0.056199892943948504,0.5096473235634065,0.3542476240056506,0.014237269293053712,0.22168051731297073
714,and|parity|or|majority,0.007668743215588045,0.12269989144940872,16,4,0.8,0.2,11,0.01882128066294797,0.7237513449400814,0.9320916641962773,0.05538738661352021,0.7765554170485133,0.4494175986854629,0.03536508275122011,0.04886158486857983
715,or|or|copy|and,3.291403768932359e-17,1.3121234959625905e-16,16,4,0.8,0.2,13,0.005683315192083427,0.3397745492895101,0.8553311742036427,0.009734898653492719,0.44807717628717225,0.09708092041228802,0.025946369974924218,0.029331886091056192
716,copy|parity|copy|or,2.7183156491756794e-17,9.856696934815132e-17,16,4,0.8,0.2,14,0.0993842361830577,0.5526100223897421,0.8991943113422911,0.07487524779518653,0.7745981354962683,0.26829038506861325,0.0248628441946469,0.016379083454228338
717,majority|or|parity|or,0.0,0.0,16,4,0.8,0.2,13,0.02215149689600926,0.48824220692626286,0.888228527057629,0.04653951352146828,0.5796505468376393,0.3335504519991821,0.01799877511727133,0.2131398522602354
718,or|parity|copy|copy,0.04238602475735518,0.555476504668273,16,4,0.8,0.2,13,0.005208427148817307,0.7971310524307031,0.9156429877692842,0.0348410747512617,0.8029939520241262,0.28697053146666385,0.04336624622367257,-0.001027831752211772
719,or|and|and|copy,4.324997143102338e-17,1.8553782465534364e-16,16,4,0.8,0.2,13,0.01496213783494671,0.3802023352488386,0.888228527057629,0.028373525905503058,0.47490833277780536,0.022485528145383904,0.02943442911361958,0.009857385032342347
