h1,h2,h3,h4,h5,h6,sm_and_spans,sm_and_core_phi,sc_and_spans,sw_and_spans,reading
SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,True,4.000000,False,False,WIN — shared mediator merges; shared leaves do not
