idx,n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,max_phi
152,7,3,0,2.0,0.0,1.0,1,10,0,1,0,0.000000
153,4,2,0,0.0,0.0,0.0,1,8,0,1,0,0.000000
154,8,5,1,2.0,0.0,1.0,0,16,0,4,1,0.830075
155,5,4,0,1.0,0.0,1.0,1,8,0,3,0,0.000000
156,6,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
157,8,4,0,2.0,0.0,1.0,1,9,0,4,0,0.000000
158,9,5,1,3.0,0.0,1.0,0,20,0,4,1,1.000000
159,8,3,0,3.0,0.0,1.0,3,7,0,2,0,0.000000
160,4,0,0,2.0,0.0,1.0,1,3,0,1,0,0.000000
161,9,5,1,2.0,0.0,1.0,2,20,0,3,1,1.000000
162,5,1,0,2.0,0.0,1.0,1,4,0,1,0,0.000000
163,7,3,0,2.0,0.0,1.0,0,12,0,4,0,0.000000
164,8,4,0,1.0,0.0,1.0,0,16,0,14,0,0.000000
165,9,4,0,4.0,0.0,1.0,1,10,0,1,0,0.000000
166,10,5,1,4.0,0.0,1.0,1,15,0,2,0,0.000000
167,10,4,0,4.0,0.0,1.0,0,9,0,5,0,0.000000
168,10,5,1,3.0,0.0,1.0,2,16,0,3,1,0.415037
169,7,4,0,3.0,0.0,1.0,3,9,0,2,0,0.000000
170,10,5,1,3.0,0.0,1.0,1,16,0,4,1,0.415037
171,9,5,1,4.0,0.0,1.0,0,12,0,6,1,0.830075
172,10,5,1,2.0,0.0,1.0,0,12,0,2,1,0.207519
173,9,4,0,2.0,0.0,1.0,0,12,0,5,0,0.000000
174,8,4,0,3.0,0.0,1.0,0,9,0,4,0,0.000000
175,10,5,1,5.0,1.0,1.0,0,17,0,4,1,1.245112
176,7,4,0,1.0,0.0,1.0,1,12,0,7,0,0.000000
177,9,4,0,4.0,0.0,1.0,1,10,0,1,0,0.000000
178,6,3,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
179,7,3,0,1.0,0.0,1.0,1,8,0,2,0,0.000000
180,8,4,0,3.0,0.0,1.0,2,12,0,1,0,0.000000
181,7,3,0,1.0,0.0,1.0,1,8,0,7,0,0.000000
182,9,5,1,4.0,0.0,1.0,0,16,0,7,1,0.830075
183,8,3,0,3.0,0.0,1.0,1,10,0,1,0,0.000000
184,9,4,0,4.0,0.0,1.0,1,9,0,2,0,0.000000
185,9,4,0,3.0,0.0,1.0,1,12,0,4,0,0.000000
186,8,5,1,3.0,0.0,1.0,2,12,0,1,1,0.415037
187,7,2,0,2.0,0.0,1.0,1,7,0,1,0,0.000000
188,8,5,1,2.0,0.0,1.0,2,16,0,3,0,0.000000
189,7,3,0,2.0,0.0,1.0,2,9,0,2,0,0.000000
190,7,2,0,3.0,0.0,1.0,0,6,0,4,0,0.000000
191,9,5,1,4.0,0.0,1.0,1,13,0,1,1,0.830075
192,8,4,0,4.0,0.0,1.0,0,9,0,4,0,0.000000
193,10,5,1,3.0,0.0,1.0,2,15,0,1,1,0.830075
194,7,4,0,2.0,0.0,1.0,2,10,0,2,0,0.000000
195,6,3,0,2.0,0.0,1.0,2,8,0,2,0,0.000000
196,7,4,0,3.0,0.0,1.0,1,10,0,3,0,0.000000
197,9,5,1,4.0,0.0,1.0,1,12,0,2,1,0.830075
198,8,4,0,4.0,0.0,1.0,1,9,0,1,0,0.000000
199,7,3,0,2.0,0.0,1.0,1,10,0,1,0,0.000000
200,7,4,0,3.0,0.0,1.0,1,12,0,1,0,0.000000
201,7,4,0,3.0,0.0,1.0,0,10,0,4,0,0.000000
202,6,4,0,2.0,0.0,1.0,1,8,0,1,0,0.000000
203,7,4,0,2.0,0.0,1.0,0,12,0,4,0,0.000000
204,9,5,1,2.0,0.0,1.0,2,20,0,8,1,0.415037
205,8,5,1,2.0,0.0,1.0,0,18,0,5,1,0.830075
206,9,4,0,4.0,0.0,1.0,1,12,0,1,0,0.000000
207,8,5,1,3.0,0.0,1.0,3,20,0,3,0,0.000000
208,8,4,0,4.0,0.0,1.0,0,9,0,4,0,0.000000
209,9,5,1,4.0,0.0,1.0,1,16,0,1,1,0.830075
210,8,5,1,2.0,0.0,1.0,2,20,0,1,1,0.415037
211,2,1,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
212,9,5,1,4.0,0.0,1.0,1,13,0,1,0,0.000000
213,7,4,0,1.0,0.0,1.0,0,12,0,4,0,0.000000
214,7,4,0,2.0,0.0,1.0,1,12,0,1,0,0.000000
215,9,5,1,3.0,0.0,1.0,0,12,0,6,0,0.000000
216,7,4,0,2.0,0.0,1.0,0,10,0,5,0,0.000000
217,8,3,0,3.0,0.0,1.0,2,5,0,2,0,0.000000
218,8,4,0,2.0,0.0,1.0,0,16,0,7,0,0.000000
219,7,4,0,1.0,0.0,1.0,2,12,0,1,0,0.000000
220,7,4,0,2.0,0.0,1.0,0,10,0,4,0,0.000000
221,6,3,0,1.0,0.0,1.0,1,12,0,2,0,0.000000
222,8,4,0,3.0,0.0,1.0,1,12,0,3,0,0.000000
223,8,5,1,3.0,0.0,1.0,1,18,0,5,1,0.830075
224,7,3,0,3.0,0.0,1.0,0,10,0,4,0,0.000000
225,8,4,0,1.0,0.0,1.0,2,16,0,4,0,0.000000
226,6,2,0,2.0,0.0,1.0,1,7,0,1,0,0.000000
227,6,2,0,2.0,0.0,1.0,0,5,0,4,0,0.000000
228,2,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
229,8,5,0,1.0,0.0,1.0,1,12,0,1,0,0.000000
230,9,5,1,4.0,0.0,1.0,2,10,0,1,0,0.000000
231,5,3,0,2.0,0.0,1.0,0,8,0,4,0,0.000000
232,7,4,0,2.0,0.0,1.0,2,12,0,1,0,0.000000
233,8,4,0,2.0,0.0,1.0,1,14,0,6,0,0.000000
234,9,4,0,3.0,0.0,1.0,0,12,0,4,0,0.000000
235,6,4,0,2.0,0.0,1.0,0,10,0,4,0,0.000000
236,7,4,0,3.0,0.0,1.0,1,12,0,1,0,0.000000
237,9,5,1,3.0,0.0,1.0,1,18,0,1,0,0.000000
238,10,4,0,4.0,0.0,1.0,1,10,0,3,0,0.000000
239,9,5,1,3.0,0.0,1.0,3,18,0,3,1,1.415037
240,5,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
241,8,5,1,1.0,0.0,1.0,3,16,0,7,1,2.000000
242,9,5,1,3.0,0.0,1.0,2,16,0,2,0,0.000000
243,9,4,0,3.0,0.0,1.0,1,12,0,2,0,0.000000
244,5,1,0,2.0,0.0,1.0,1,5,0,1,0,0.000000
245,6,3,0,1.0,0.0,1.0,1,12,0,1,0,0.000000
246,8,5,1,2.0,0.0,1.0,1,20,0,1,1,0.830075
247,9,5,1,4.0,0.0,1.0,1,16,0,5,1,0.830075
248,6,4,0,2.0,0.0,1.0,1,10,0,1,0,0.000000
249,7,4,0,2.0,0.0,1.0,2,12,0,2,0,0.000000
250,8,5,0,2.0,0.0,1.0,1,18,0,4,0,0.000000
251,6,3,0,2.0,0.0,1.0,1,7,0,1,0,0.000000
252,8,3,0,3.0,0.0,1.0,1,7,0,2,0,0.000000
253,7,3,0,2.0,0.0,1.0,2,9,0,2,0,0.000000
254,10,5,1,5.0,1.0,1.0,3,12,0,2,0,0.000000
255,9,5,1,3.0,0.0,1.0,1,16,0,1,0,0.000000
256,6,3,0,3.0,0.0,1.0,1,8,0,1,0,0.000000
257,5,3,0,1.0,0.0,1.0,1,12,0,1,0,0.000000
258,6,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
259,10,5,1,5.0,1.0,1.0,1,12,0,1,0,0.000000
260,5,2,0,1.0,0.0,1.0,1,8,0,1,0,0.000000
261,6,3,0,2.0,0.0,1.0,2,10,0,2,0,0.000000
262,9,4,0,3.0,0.0,1.0,2,13,0,4,0,0.000000
263,9,5,1,2.0,0.0,1.0,1,20,0,7,1,1.000000
264,8,4,0,2.0,0.0,1.0,1,14,0,4,0,0.000000
265,8,4,0,3.0,0.0,1.0,2,10,0,2,0,0.000000
266,8,4,0,4.0,0.0,1.0,1,7,0,1,0,0.000000
267,10,5,1,3.0,0.0,1.0,2,18,0,4,1,0.415037
268,9,5,1,1.0,0.0,1.0,1,24,0,4,1,2.000000
269,8,5,1,3.0,0.0,1.0,1,16,0,4,1,0.830075
270,8,4,0,1.0,0.0,1.0,1,12,0,7,0,0.000000
271,5,3,0,1.0,0.0,1.0,0,12,0,4,0,0.000000
272,6,4,0,2.0,0.0,1.0,0,12,0,6,0,0.000000
273,7,3,0,3.0,0.0,1.0,2,8,0,2,0,0.000000
274,8,5,1,3.0,0.0,1.0,1,15,0,3,0,0.000000
275,8,5,1,3.0,0.0,1.0,2,10,0,1,1,0.415037
276,9,5,1,4.0,0.0,1.0,0,12,0,6,1,0.415037
277,10,5,1,5.0,1.0,1.0,1,12,0,1,1,0.415037
278,5,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
279,7,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
280,8,4,0,3.0,0.0,1.0,1,10,0,1,0,0.000000
281,3,1,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
282,10,5,1,5.0,1.0,1.0,1,12,0,4,0,0.000000
283,5,4,0,1.0,0.0,1.0,1,8,0,1,0,0.000000
284,10,4,0,5.0,1.0,1.0,1,9,0,1,0,0.000000
285,7,2,0,3.0,0.0,1.0,1,5,0,1,0,0.000000
286,10,5,1,5.0,1.0,1.0,0,9,0,6,0,0.000000
287,9,5,1,3.0,0.0,1.0,1,14,0,2,0,0.000000
288,6,3,0,2.0,0.0,1.0,0,7,0,5,0,0.000000
289,7,3,0,2.0,0.0,1.0,1,10,0,1,0,0.000000
290,9,5,1,4.0,0.0,1.0,2,16,0,3,1,0.830075
291,7,4,0,2.0,0.0,1.0,0,12,0,5,0,0.000000
292,6,2,0,3.0,0.0,1.0,1,5,0,1,0,0.000000
293,8,3,0,2.0,0.0,1.0,2,8,0,1,0,0.000000
294,6,3,0,0.0,0.0,0.0,2,8,0,2,0,0.000000
295,9,5,1,3.0,0.0,1.0,0,18,0,4,1,0.415037
296,7,3,0,0.0,0.0,0.0,1,8,0,1,0,0.000000
297,8,5,1,3.0,0.0,1.0,2,15,0,1,1,0.830075
298,5,2,0,1.0,0.0,1.0,2,6,0,2,0,0.000000
299,9,5,1,3.0,0.0,1.0,1,18,0,7,1,0.830075
300,5,1,0,2.0,0.0,1.0,1,4,0,1,0,0.000000
301,8,4,0,3.0,0.0,1.0,1,12,0,1,0,0.000000
302,5,2,0,1.0,0.0,1.0,1,8,0,1,0,0.000000
303,6,2,0,2.0,0.0,1.0,2,5,0,2,0,0.000000
304,5,2,0,2.0,0.0,1.0,2,8,0,2,0,0.000000
305,10,5,1,3.0,0.0,1.0,3,16,0,2,1,1.000000
306,7,3,0,3.0,0.0,1.0,1,8,0,2,0,0.000000
307,9,5,1,4.0,0.0,1.0,1,15,0,3,1,0.415037
308,7,3,0,2.0,0.0,1.0,2,6,0,1,0,0.000000
309,10,5,1,3.0,0.0,1.0,0,16,0,6,1,0.830075
310,9,4,0,2.0,0.0,1.0,0,12,0,5,0,0.000000
311,7,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
312,10,4,0,4.0,0.0,1.0,1,10,0,2,0,0.000000
313,7,2,0,2.0,0.0,1.0,1,8,0,1,0,0.000000
314,8,4,0,2.0,0.0,1.0,1,12,0,1,0,0.000000
315,8,5,1,2.0,0.0,1.0,1,18,0,6,1,0.207519
316,8,4,0,3.0,0.0,1.0,0,12,0,6,0,0.000000
317,7,4,0,3.0,0.0,1.0,2,10,0,1,0,0.000000
318,6,2,0,2.0,0.0,1.0,1,7,0,1,0,0.000000
319,6,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
320,8,4,0,3.0,0.0,1.0,2,10,0,1,0,0.000000
321,8,5,1,2.0,0.0,1.0,2,18,0,2,1,0.415037
322,6,2,0,2.0,0.0,1.0,2,6,0,2,0,0.000000
323,7,3,0,2.0,0.0,1.0,1,12,0,7,0,0.000000
324,9,4,0,3.0,0.0,1.0,0,12,0,6,0,0.000000
325,7,3,0,2.0,0.0,1.0,0,10,0,5,0,0.000000
326,7,4,0,2.0,0.0,1.0,0,10,0,5,0,0.000000
327,9,5,1,4.0,0.0,1.0,1,10,0,1,1,0.415037
328,8,4,0,3.0,0.0,1.0,0,11,0,6,0,0.000000
329,7,3,0,2.0,0.0,1.0,2,6,0,1,0,0.000000
330,5,2,0,2.0,0.0,1.0,1,5,0,1,0,0.000000
331,8,4,0,3.0,0.0,1.0,0,10,0,4,0,0.000000
332,6,2,0,3.0,0.0,1.0,2,6,0,2,0,0.000000
333,8,5,0,2.0,0.0,1.0,3,16,0,2,0,0.000000
334,7,4,0,2.0,0.0,1.0,1,16,0,1,0,0.000000
335,8,3,0,3.0,0.0,1.0,0,9,0,4,0,0.000000
336,8,4,0,3.0,0.0,1.0,1,12,0,4,0,0.000000
337,8,4,0,3.0,0.0,1.0,0,9,0,6,0,0.000000
338,10,5,1,5.0,1.0,1.0,1,13,0,1,0,0.000000
339,10,4,0,4.0,0.0,1.0,2,11,0,1,0,0.000000
340,3,0,0,1.0,0.0,1.0,1,3,0,1,0,0.000000
341,8,3,0,2.0,0.0,1.0,0,8,0,5,0,0.000000
342,6,3,0,1.0,0.0,1.0,2,8,0,2,0,0.000000
343,6,3,0,1.0,0.0,1.0,2,8,0,1,0,0.000000
344,6,4,0,2.0,0.0,1.0,1,8,0,3,0,0.000000
345,10,5,1,3.0,0.0,1.0,1,20,0,5,1,1.000000
346,8,4,0,4.0,0.0,1.0,1,8,0,1,0,0.000000
347,3,0,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
348,7,3,0,1.0,0.0,1.0,1,12,0,7,0,0.000000
349,7,3,0,1.0,0.0,1.0,1,8,0,1,0,0.000000
350,8,4,0,2.0,0.0,1.0,1,16,0,4,0,0.000000
351,8,5,1,3.0,0.0,1.0,1,12,0,3,1,0.415037
352,7,4,0,1.0,0.0,1.0,0,16,0,6,0,0.000000
353,5,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
354,9,5,1,2.0,0.0,1.0,1,20,0,2,1,2.000000
355,8,5,1,2.0,0.0,1.0,1,18,0,1,1,1.000000
356,8,4,0,2.0,0.0,1.0,1,14,0,1,0,0.000000
357,8,5,1,3.0,0.0,1.0,1,16,0,3,1,0.830075
358,8,4,0,3.0,0.0,1.0,2,8,0,1,0,0.000000
359,8,5,1,3.0,0.0,1.0,0,14,0,6,0,0.000000
360,6,2,0,3.0,0.0,1.0,1,5,0,1,0,0.000000
361,7,3,0,3.0,0.0,1.0,1,7,0,1,0,0.000000
362,8,3,0,3.0,0.0,1.0,0,9,0,4,0,0.000000
363,9,4,0,3.0,0.0,1.0,1,12,0,1,0,0.000000
364,10,5,1,5.0,1.0,1.0,2,12,0,2,0,0.000000
365,8,4,0,1.0,0.0,1.0,1,16,0,15,0,0.000000
366,9,5,1,3.0,0.0,1.0,1,16,0,2,1,0.830075
367,6,3,0,1.0,0.0,1.0,1,12,0,1,0,0.000000
368,8,4,0,4.0,0.0,1.0,1,6,0,1,0,0.000000
369,8,5,1,3.0,0.0,1.0,1,16,0,1,0,0.000000
370,7,4,0,2.0,0.0,1.0,0,12,0,6,0,0.000000
371,5,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
372,9,5,1,2.0,0.0,1.0,1,20,0,2,1,0.415037
373,9,4,0,3.0,0.0,1.0,1,12,0,4,0,0.000000
374,9,4,0,3.0,0.0,1.0,0,12,0,3,0,0.000000
375,8,5,1,3.0,0.0,1.0,2,18,0,1,1,1.415037
376,6,3,0,2.0,0.0,1.0,1,9,0,1,0,0.000000
377,7,3,0,2.0,0.0,1.0,1,10,0,1,0,0.000000
378,8,3,0,3.0,0.0,1.0,1,8,0,1,0,0.000000
379,10,5,1,5.0,1.0,1.0,2,6,0,2,0,0.000000
380,5,3,0,1.0,0.0,1.0,1,8,0,1,0,0.000000
381,10,5,1,4.0,0.0,1.0,1,16,0,4,1,0.415037
382,8,4,0,2.0,0.0,1.0,1,12,0,4,0,0.000000
383,7,3,0,3.0,0.0,1.0,1,8,0,1,0,0.000000
384,8,5,1,2.0,0.0,1.0,2,20,0,1,1,1.000000
385,7,3,0,3.0,0.0,1.0,1,6,0,1,0,0.000000
386,9,4,0,2.0,0.0,1.0,2,14,0,1,0,0.000000
387,10,4,0,5.0,1.0,1.0,3,11,0,2,0,0.000000
388,7,3,0,2.0,0.0,1.0,1,6,0,2,0,0.000000
389,8,5,1,2.0,0.0,1.0,1,16,0,1,0,0.000000
390,7,3,0,2.0,0.0,1.0,2,9,0,2,0,0.000000
391,6,2,0,2.0,0.0,1.0,1,6,0,1,0,0.000000
392,8,5,1,2.0,0.0,1.0,1,20,0,11,1,2.000000
393,9,5,1,3.0,0.0,1.0,1,16,0,2,1,0.415037
394,10,4,0,3.0,0.0,1.0,0,11,0,2,0,0.000000
395,9,5,1,2.0,0.0,1.0,0,20,0,10,1,0.415037
