measure,spearman,pearson,auc_phi_positive
phi_wms,0.5797229048931147,0.7000326904204661,0.8595238095238096
integrated_synergy,0.4785912851485316,0.18294539161832393,0.7841269841269841
total_correlation,-0.3734888242035947,-0.15845756349479126,0.2605339105339105
stochastic_interaction,0.13606576968893488,0.2832103199526354,0.5733044733044733
i,-0.13538448273488451,0.21138424012676568,0.39321789321789324
tdmi,-0.13484653078766518,0.2113842401267908,0.3935064935064935
psi,0.0852310752506776,-0.11626049596784784,0.5235209235209235
causal_density,-0.011269492024367065,0.2368120707146197,0.5125541125541125
