idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_mean,phi_max,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
113,3,0.8,0.05,1,1.0906977679605672,1.050111360691564,3.859190871347869,1.9093022320394328,0.8591908713478688,0.171437607032031,0.6686607922823838,0.41427112202779715,0.7718003713548349,0.12413477383199867,0.07261656801870818,0.06255513850721273,1.0501113606923074
114,3,0.8,0.05,1,0.4309685179938605,1.709840610658271,3.859190871347869,2.5690314820061397,0.8591908713478686,0.08534658822807004,0.34844230968336837,0.42049807801369676,1.5711491600762804,0.3383460952224344,0.311593170486161,-0.2592174971226562,1.7098406106584165
115,3,0.8,0.05,1,0.9780611336223237,1.1627479950298074,3.859190871347869,2.0219388663776763,0.8591908713478689,0.0,0.0,-0.2613984107560219,0.37286358221912774,0.6086626589908977,0.06916039202022749,-0.49837442486957184,1.1627479950300343
116,3,0.8,0.05,1,0.8733500455727295,1.2674590830794017,3.859190871347869,2.1266499544272706,0.8591908713478688,0.0,0.0,-0.05682875078685401,0.3861085631839756,0.3915415800625497,0.07689477779113794,-0.3044714933639313,1.267459083079677
117,3,0.8,0.05,1,0.273528725906358,1.8672804027457732,3.859190871347869,2.726471274093642,0.8591908713478688,0.3969643757423209,1.5878575029692836,0.5895455742932527,1.793193033215705,0.2735287259063579,0.23361695506095723,-0.09928842775273372,1.8672804027457728
118,3,0.8,0.05,1,1.3748390786891682,0.7659700499629629,3.859190871347869,1.6251609213108318,0.8591908713478689,0.0992410939355802,0.7939287514846416,0.19920051703722153,0.33249447054989223,0.011804006650760313,0.04238417619549025,0.16189226290374148,0.7659700499642184
119,3,0.8,0.05,1,0.23128295433940438,1.9095261743127272,3.859190871347869,2.768717045660596,0.8591908713478686,0.23204561334385215,0.334330396141192,0.996156951525804,2.031864961752711,0.23128295433940638,0.2818193227271158,-0.020733359487666414,1.9095261743127279
120,3,0.8,0.2,1,0.18174540255190585,0.652470312786007,5.165784284662087,2.818254597448094,2.165784284662087,0.0,0.0,0.06633287757302875,0.16237449274994198,0.022037537162570064,0.02721600565610778,0.01821873438946775,0.6524703127859992
121,3,0.8,0.2,1,0.12508982651401102,0.7091258888239018,5.165784284662087,2.874910173485989,2.165784284662087,0.0,0.0,0.13603899830626576,0.7513406904210433,0.05915788188950177,0.11902688345168883,-0.02933324741250576,0.709125888823902
122,3,0.8,0.2,1,0.38577115306931775,0.4484445622685951,5.165784284662087,2.6142288469306822,2.165784284662087,0.0,0.0,0.06702673084108085,0.1703046969503661,0.014292333017803749,0.019923807822942237,0.01117840542784232,0.44844456226863094
123,3,0.8,0.2,1,0.3178513556463569,0.5163643596915559,5.165784284662087,2.682148644353643,2.165784284662087,0.0,0.0,0.3131491768152992,0.42140024936585174,0.01494771223558855,0.03780084725757867,0.23887630035767649,0.5163643596915561
124,3,0.8,0.2,1,0.20118254310952555,0.6330331722283873,5.165784284662087,2.7988174568904745,2.165784284662087,0.0,0.0,0.21169254312478938,0.7415075163039897,0.13052815856478972,0.12591079668228558,-0.014225170031038351,0.6330331722283871
125,3,0.8,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,0.6943456308353413,0.6943456308353413,0.556143810225276,0.8342157153379124,0.0,0.09269063503754588,0.18245336283713193,0.8342157153379128
126,3,0.8,0.2,1,0.4430545623365276,0.3911611530013852,5.165784284662087,2.5569454376634724,2.165784284662087,0.08679320385441766,0.6943456308353413,0.0856980566011103,0.2989096837964835,0.005891499399553801,0.04844156051579942,0.041217167023583634,0.39116115300142407
127,3,0.8,0.2,1,0.27317577858536035,0.5610399367525525,5.165784284662087,2.7268242214146396,2.165784284662087,0.01917185803897013,0.15337486431176103,0.3261312620204855,0.5019197643781768,0.016533382111996175,0.04199036679454449,0.06866176586071493,0.5610399367525765
128,3,0.8,0.2,1,0.29009932532027394,0.5441163900176398,5.165784284662087,2.7099006746797265,2.1657842846620867,0.03834371607794024,0.3067497286235219,0.2971345680583464,0.45915582519078013,0.014487968198412915,0.034500436413265674,0.053766599239095714,0.5441163900176558
129,3,0.8,0.2,1,0.11354546070873628,0.7206702546291766,5.165784284662087,2.8864545392912637,2.165784284662087,0.0,0.0,0.4145570560737738,0.5474115724648998,0.11354546070873628,0.011173762726109105,0.27149802768569586,0.7206702546291763
130,3,0.8,0.2,1,0.22054492762190492,0.6136707877160079,5.165784284662087,2.779455072378095,2.165784284662087,0.0,0.0,0.3050782821479121,0.5283090389082798,0.004365887722928896,0.0517276450172117,0.19504589486331356,0.613670787716009
131,3,0.8,0.2,1,0.24688929364063705,0.5873264216972758,5.165784284662087,2.753110706359363,2.165784284662087,0.17358640770883532,0.6943456308353413,0.27745747953294164,0.5514799572618152,0.01748832420178914,0.09286850348107822,-0.009886069372434692,0.5873264216973112
132,3,0.8,0.2,1,0.33800217997732496,0.4962135353605879,5.165784284662087,2.661997820022675,2.165784284662087,0.08679320385441766,0.6943456308353413,0.2677165549626905,0.3990201330254717,0.006318653067971525,0.0368825169681776,0.21592229377701216,0.4962135353606236
133,3,0.8,0.2,1,0.16200603009465553,0.6722096852432573,5.165784284662087,2.8379939699053445,2.165784284662087,0.0,0.0,0.2236560100363834,0.4797545098766123,0.02120597071315533,0.07177126849036551,0.053295456166434385,0.672209685243303
134,3,0.8,0.2,1,0.49918521469542254,0.3350305006424912,5.165784284662087,2.500814785304578,2.1657842846620867,0.0,0.0,0.07247362702665805,0.15876663499464394,0.007300536406265934,0.023333256034440086,0.03209144890134508,0.3350305006424995
135,4,0.3,0.0,0,2.5,1.5,4.0,1.5,0.0,0.0,0.0,-0.8112781244591328,0.0,1.9338343733773984,0.0,-0.8112781244591328,1.5
136,4,0.3,0.0,0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2391732084893192e-10,0.0,0.0,1.0
137,4,0.3,0.0,0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,-0.07376130822286742,3.737516816071044,0.8112781244591329,0.37698571443066076,-0.8112781244591329,3.0
138,4,0.3,0.0,0,2.938721875540867,1.061278124459133,4.0,1.061278124459133,0.0,0.0,0.0,-0.5435644431995963,2.5849394142282115e-26,1.1129796483392527,0.0,-0.5435644431995963,1.061278124459133
139,4,0.3,0.0,0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.999999999876084,1.0,0.3333333333333333,-1.0,3.0
140,4,0.3,0.0,0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,-0.8112781244591329,2.688721875427277,1.6225562489182659,0.3805138022185501,-1.5,2.0
141,4,0.3,0.0,0,0.875,3.125,4.0,3.125,0.0,0.0,0.0,-0.21229006661701388,2.9999999998760836,0.212290066617014,0.2672406726212537,-0.21229006661701388,3.125
142,4,0.3,0.0,0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,-1.0,2.0
143,4,0.3,0.0,0,1.3977829985375179,2.602217001462482,4.0,2.602217001462482,0.0,0.0,0.0,-0.5471804688852169,2.560095532293311,1.197760531285148,0.2839369347159502,-1.1862781244591327,2.6022170014624826
144,4,0.3,0.0,0,2.25,1.75,4.0,1.75,0.0,0.0,0.0,-0.8112781244591328,0.0,1.416120692117862,0.0,-0.8112781244591329,1.75
145,4,0.3,0.0,0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,-0.8112781244591328,2.999999999876084,1.811278124459133,0.4583333333333333,-1.5,2.0
146,4,0.3,0.0,0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.0,-1.0,1.0
147,4,0.3,0.0,0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,-0.8112781244591329,1.9999999999173894,1.6225562489182659,0.3333333333333333,-1.0,2.0
148,4,0.3,0.0,0,2.235902344426084,1.764097655573916,4.0,1.764097655573916,0.0,0.0,0.0,-0.9886994082884974,2.5849394142282115e-26,1.979013288387177,0.0,-1.2475562489182657,1.764097655573916
149,4,0.3,0.0,0,2.456435556800404,1.5435644431995963,4.0,1.5435644431995963,0.0,0.0,0.0,-0.5435644431995963,0.5435644431582909,1.0871288863991928,0.13589111079989907,-0.5435644431995963,1.5435644431995963
150,4,0.3,0.05,1,0.5470574518127163,2.3073547197234583,5.145587828463825,3.4529425481872833,1.145587828463825,0.0,0.0,4.440892098500626e-16,2.1408091286521307,0.5470574518127167,0.2140398200764372,-0.4276687122651155,2.3073547197234587
151,4,0.3,0.05,1,1.6048854210844108,1.2495267504517638,5.145587828463825,2.3951145789155888,1.145587828463825,0.0,0.0,-0.26112312119378756,0.5879012786956743,0.6067859623791279,0.048991773224639525,-0.5348115007815253,1.2495267504531504
152,4,0.3,0.05,1,2.195602144418089,0.6588100271180855,5.145587828463825,1.8043978555819105,1.145587828463825,0.0,0.0,0.10616608231497804,0.8517441217739197,0.2239680931723802,0.07484420699417159,-0.031228238079946236,0.6588100271193752
153,4,0.3,0.05,1,1.6091400391518915,1.245272132384283,5.145587828463825,2.390859960848108,1.145587828463825,0.0,0.0,-0.3858936664779755,1.0082605053104063,1.6038603648075087,0.12987362277125766,-0.6601826833939286,1.245272132384283
154,4,0.3,0.05,1,0.36083435398965524,2.4935778175465195,5.145587828463825,3.6391656460103445,1.1455878284638248,0.0,0.0,-0.006251697214812335,0.08673573063212503,0.09298742784696978,0.0072279775526770985,-0.07192806667628315,2.4935778175467265
155,4,0.3,0.05,1,0.5470574518127163,2.3073547197234583,5.145587828463825,3.4529425481872833,1.145587828463825,0.0,0.0,-0.155448429689087,1.7131404163870154,0.5470574518127167,0.11893384048067401,-0.4524489231484121,2.3073547197234587
156,4,0.3,0.05,1,1.2104085730949579,1.6440035984412167,5.145587828463825,2.7895914269050417,1.145587828463825,0.0,0.0,-0.3595185517621682,1.2725058302194325,1.2104085730949583,0.15095264355477137,-0.6335780281937369,1.6440035984412162
157,4,0.3,0.05,1,0.884911279542627,1.9695008919935475,5.145587828463825,3.1150887204573725,1.145587828463825,0.0,0.0,-0.4399714791212195,2.854412171536175,0.8849112795426275,0.35392300674930627,-0.8195366882080757,1.9695008919935475
158,4,0.3,0.05,1,1.2104085730949579,1.6440035984412167,5.145587828463825,2.7895914269050417,1.145587828463825,0.0,0.0,-0.3595185517621682,1.2725058302194316,1.2104085730949583,0.15095264355477137,-0.6335780281937369,1.6440035984412162
159,4,0.3,0.05,1,0.547057451812716,2.307354719723458,5.145587828463825,3.4529425481872833,1.1455878284638252,0.0,0.0,4.440892098500626e-16,2.1408091286521307,0.5470574518127167,0.21403982007643726,-0.4276687122651151,2.3073547197234587
160,4,0.3,0.05,1,1.2063308832718878,1.6480812882642872,5.145587828463825,2.793669116728112,1.1455878284638248,0.0,0.0,-0.032830429393039706,1.421403567358953,0.5352603383882313,0.14347724876599696,-0.31964692799890715,1.6480812882644866
161,4,0.3,0.05,1,1.1784822311278393,1.675929940408336,5.145587828463825,2.8215177688721607,1.1455878284638246,0.0,0.0,-0.031676693741257145,2.2829587846220374,0.9265887220195408,0.2520299115648579,-0.6253234397416645,1.6759299404088672
162,4,0.3,0.05,1,1.041012409894609,1.813399761641566,5.145587828463825,2.958987590105391,1.1455878284638248,0.0,0.0,0.04396901500314393,1.641788838412784,0.2970054665230215,0.14176437119784477,-0.21466010011283845,1.8133997616415645
163,4,0.3,0.05,1,0.5470574518127158,2.3073547197234587,5.145587828463825,3.4529425481872837,1.145587828463825,0.0,0.0,0.16654559107132716,2.8544121715361745,0.5470574518127163,0.2735067403167742,-0.4276687122651155,2.3073547197234587
164,4,0.3,0.05,1,2.2241846487226136,0.6302275228135612,5.145587828463825,1.775815351277386,1.1455878284638248,0.0,0.0,0.09739806275799873,0.7380356579446015,0.14259131027681304,0.07059749622461786,-0.09086031626953162,0.6302275228148214
165,4,0.3,0.2,1,0.17459271446363722,0.9376949059869135,6.887712379549449,3.825407285536363,2.8877123795494493,0.0,0.0,0.06741154807071081,0.6610214378561463,0.17459271446363722,0.05236101250029324,-0.0648195538569985,0.9376949059869137
166,4,0.3,0.2,1,0.11354546070873628,0.9987421597418145,6.887712379549449,3.8864545392912637,2.8877123795494493,0.0,0.0,0.25577886779922027,0.7959276940529514,0.11354546070873628,0.06983519080217011,-0.06931883194315747,0.9987421597418142
167,4,0.3,0.2,1,0.09561854227550715,1.0166690781750445,6.887712379549449,3.9043814577244933,2.887712379549449,0.10210965159343251,0.20421930318686501,0.46052526794976933,1.1122876204505503,0.0956185422755067,0.0751716266789552,-1.1102230246251565e-16,1.0166690781750447
168,4,0.3,0.2,1,0.6290474307935394,0.48324018965701043,6.887712379549449,3.37095256920646,2.8877123795494497,0.026218094578171012,0.2777382523341365,0.2263666096651616,0.49523576962880744,0.012725867878846664,0.03136166946495659,0.028862265358816003,0.4832401896570481
169,4,0.3,0.2,1,0.2570660097287458,0.8552216107218049,6.887712379549449,3.742933990271254,2.8877123795494493,3.254692207896854e-17,1.3443888278305227e-16,0.1842597299078771,0.8884530199660072,0.06708820329350473,0.07225447223927471,-0.0028118323657386757,0.8552216107218096
170,4,0.3,0.2,1,0.24037246365864418,0.8719151567919066,6.887712379549449,3.759627536341356,2.8877123795494493,0.0,0.0,0.3381072370537929,0.7663719105283637,0.24037246365864418,0.05191195221466944,-0.010011575354205215,0.8719151567919075
171,4,0.3,0.2,1,0.6942958999055491,0.41799172054500167,6.887712379549449,3.305704100094451,2.8877123795494493,0.0,0.0,0.15778588681267755,0.42616606045540273,0.029281664553786335,0.030362636830371895,-0.0038441577691834105,0.4179917205450653
172,4,0.3,0.2,1,0.2044971140916796,0.9077905063588703,6.887712379549449,3.79550288590832,2.8877123795494497,0.0,0.0,0.251541705983927,1.011412595506663,0.12093855200943349,0.0810115780914942,-0.03000306706192235,0.9077905063588699
173,4,0.3,0.2,1,0.3089629556423681,0.8033246648081827,6.887712379549449,3.691037044357632,2.8877123795494493,0.03471728154176711,0.555476504668273,0.22337585592323284,0.7962380566527911,0.003667682259797189,0.04861417245433038,0.019255510159042366,0.8033246648082029
174,4,0.3,0.2,1,0.2973467880581908,0.8149408323923608,6.887712379549449,3.7026532119418096,2.887712379549449,0.0,0.0,0.0,0.25045380514018944,0.007147364141343537,0.01993894482434887,-1.1102230246251565e-16,0.8149408323923866
175,4,0.3,0.2,1,0.19123708455101252,0.9210505358995382,6.887712379549449,3.8087629154489875,2.8877123795494493,0.0,0.0,2.7755575615628914e-16,0.4883000054157258,0.19123708455101252,0.04069166711797722,-0.10072151875553237,0.9210505358995384
176,4,0.3,0.2,1,0.17459271446363722,0.9376949059869135,6.887712379549449,3.825407285536363,2.8877123795494493,0.0,0.0,0.06741154807071109,0.6610214378561459,0.17459271446363722,0.052361012500293264,-0.06481955385699811,0.9376949059869136
177,4,0.3,0.2,1,0.0956185422755067,1.016669078175044,6.887712379549449,3.9043814577244933,2.8877123795494493,0.0,0.0,-1.6653345369377348e-16,0.8002938129331372,0.0956185422755067,0.06669115107776154,-0.050360759377766406,1.0166690781750445
178,4,0.3,0.2,1,0.29041113977887356,0.8218764806716772,6.887712379549449,3.7095888602211264,2.8877123795494493,1.5705725885144984e-17,9.011837197545262e-17,0.20518153744717715,0.7349250557086675,0.26365354721378687,0.0673995987502768,-0.10967972755835242,0.8218764806716771
179,4,0.3,0.2,1,0.09561854227550626,1.0166690781750445,6.887712379549449,3.9043814577244937,2.8877123795494493,0.0,0.0,0.2780719051126377,0.8002938129331381,0.09561854227550626,0.04351849231837509,-0.05036075937776663,1.0166690781750445
180,4,0.5,0.0,0,2.125,1.875,4.0,1.875,0.0,0.0,0.0,-1.0,1.7342878725332909,1.2280021940011117,0.25589939555785723,-1.1467822215997983,1.875
181,4,0.5,0.0,0,2.7012050593046015,1.2987949406953985,4.0,1.2987949406953985,0.0,0.0,0.0,-0.5435644431995963,0.0,1.1431765133625236,0.0,-0.5435644431995963,1.2987949406953985
182,4,0.5,0.0,0,3.4564355568004035,0.5435644431995964,4.0,0.5435644431995964,0.0,0.0,0.0,-0.5435644431995963,0.0,1.630693329598789,0.0,-0.5435644431995963,0.5435644431995963
183,4,0.5,0.0,0,2.5943609377704338,1.4056390622295665,4.0,1.4056390622295665,0.0,0.0,0.0,-1.0,0.0,2.13792538097003,0.0,-1.0,1.4056390622295662
184,4,0.5,0.0,0,2.4693609377704338,1.5306390622295665,4.0,1.5306390622295665,0.0,0.0,0.0,-1.0,0.0,1.350215447587044,0.0,-1.1467822215997983,1.5306390622295662
185,4,0.5,0.0,0,3.662709933382986,0.3372900666170139,4.0,0.3372900666170139,0.0,0.2,1.0,-0.3372900666170139,2.5849394142282115e-26,0.6745801332753335,0.0,-0.3372900666170139,0.3372900666170139
186,4,0.5,0.0,0,1.8443609377704338,2.1556390622295662,4.0,2.1556390622295662,0.0,0.0,0.0,-0.8112781244591329,1.856844121451557,1.153637508354128,0.276711030383542,-1.061278124459133,2.1556390622295662
187,4,0.5,0.0,0,2.938721875540867,1.061278124459133,4.0,1.061278124459133,0.0,0.0,0.0,-0.5435644431995963,5.169878828456423e-26,1.1129796483392527,0.0,-0.5435644431995963,1.061278124459133
188,4,0.5,0.0,0,3.188721875540867,0.8112781244591328,4.0,0.8112781244591328,0.0,0.0,0.0,-0.8112781244591328,0.0,2.4338343733773984,0.0,-0.8112781244591328,0.8112781244591328
189,4,0.5,0.0,1,4.0,-0.0,4.0,-0.0,0.0,0.1660149997115375,0.41503749927884376,0.0,0.0,1.652232010585627e-10,0.0,0.0,0.0
190,4,0.5,0.0,0,1.2971804688852169,2.702819531114783,4.0,2.702819531114783,0.0,0.2155870467654375,1.0,0.0,2.6503982471615024,0.24031388013998534,0.17921414541263214,-0.23345859334434982,2.702819531114783
191,4,0.5,0.0,0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.0,-1.0,1.0
192,4,0.5,0.0,0,1.5,2.5,4.0,2.5,0.0,0.0,0.0,-0.18872187554086717,3.6225562487530434,1.5,0.4575187496394219,-1.3112781244591327,2.5
193,4,0.5,0.0,0,1.0165414066556506,2.9834585933443494,4.0,2.9834585933443494,0.0,0.0,0.0,-0.37138397431437964,1.811278124376522,0.3713839743143801,0.16797601061534148,-0.3713839743143801,2.9834585933443494
194,4,0.5,0.0,0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,-1.0,0.9999999999586943,2.0,0.25,-1.0,2.0
195,4,0.5,0.05,1,1.488425053620076,1.365987117916099,5.145587828463825,2.5115749463799237,1.1455878284638248,0.0,0.0,-0.3623984083466645,1.009843051974326,1.477054051009846,0.12257536585536222,-0.6618937956495999,1.3659871179160998
196,4,0.5,0.05,1,1.1582537049442272,1.6961584665919474,5.145587828463825,2.8417462950557724,1.145587828463825,0.0,0.0,-0.2358996988856663,1.6011281833454223,1.1582537049442276,0.1825832501943133,-0.6051247116842686,1.696158466591947
197,4,0.5,0.05,1,1.7471737788829054,1.1072383926532692,5.145587828463825,2.252826221117094,1.145587828463825,0.0,0.0,0.06854978910292253,0.6653980664046673,0.030513329750684548,0.05408242376082625,-0.011319939716178284,1.1072383926533789
198,4,0.5,0.05,1,1.6772244029757502,1.1771877685604257,5.1455878284638255,2.3227755970242505,1.1455878284638248,0.0,0.0,-0.061067382012514715,0.6981047595031187,0.48067556559916014,0.07140761917574705,-0.25336281569804187,1.1771877685619427
199,4,0.5,0.05,1,1.0591897341152086,1.795222437420966,5.145587828463825,2.940810265884791,1.145587828463825,0.0,0.0,-0.1502521402101078,1.7660852873304271,0.45711939967516546,0.17770653272567516,-0.38672826450649334,1.7952224374211787
200,4,0.5,0.05,1,0.9655549006885982,1.8888572708475768,5.1455878284638255,3.034445099311402,1.1455878284638252,0.01985086727088327,0.3176138763341323,0.22855410849280444,2.1431291827095826,0.3184288242541209,0.17409844144439848,-0.1846722007987569,1.8888572708475766
201,4,0.5,0.05,1,2.389372237767775,0.46503993376840036,5.145587828463825,1.610627762232225,1.1455878284638246,0.0471395196194006,0.7542323139104096,0.16524560687215104,0.5661204984841992,0.11442020756033111,0.050944242121896854,-0.038481729622358574,0.46503993376950803
202,4,0.5,0.05,1,0.6068589798772277,2.2475531916589477,5.1455878284638255,3.3931410201227727,1.145587828463825,0.11412990650968446,1.5084646278208191,0.2801549970636952,2.2004238498819846,0.027502823469657933,0.16360618332758228,-0.015850173657175448,2.247553191658947
203,4,0.5,0.05,1,1.3885466755816063,1.4658654959545687,5.145587828463825,2.6114533244183935,1.1455878284638248,0.0,0.0,-0.16812359024350565,0.6592948999285837,0.6084656145438307,0.03543063708824901,-0.46880328947731575,1.4658654959547743
204,4,0.5,0.05,1,2.1652082778474053,0.6892038936887686,5.145587828463825,1.8347917221525938,1.1455878284638252,0.019850867270883466,0.3176138763341323,0.30163699266586347,0.6904732586799855,0.0016782932380767779,0.055129784276709635,-0.00011442724367294321,0.6892038936901039
205,4,0.5,0.05,1,0.5470574518127163,2.3073547197234583,5.145587828463825,3.4529425481872833,1.145587828463825,0.0,0.0,0.16654559107132672,2.8544121715361745,0.5470574518127167,0.21403982007643718,-0.42766871226511594,2.3073547197234583
206,4,0.5,0.05,1,2.6049245400380023,0.2494876314981731,5.145587828463825,1.3950754599619979,1.1455878284638248,0.0,0.0,0.006335347872564734,0.2618248503659426,0.01829039797735943,0.02111602873554821,-0.008046426179862398,0.24948763149992886
207,4,0.5,0.05,1,0.604360684268527,2.2500514872676476,5.145587828463825,3.3956393157314726,1.145587828463825,0.0,0.0,-0.056506792244923026,2.3289199643567864,0.24461762794957798,0.20505504896542115,-0.21402849329819434,2.2500514872676476
208,4,0.5,0.05,1,1.158253982481592,1.696158189054583,5.145587828463825,2.8417460175184077,1.1455878284638248,2.5854628191367347e-16,2.7801310488823063e-15,0.0230253685726296,0.8156528652833481,0.060124187301781706,0.0420993672321969,-0.0065286785969878025,1.6961581890548347
209,4,0.5,0.05,1,-4.440892098500626e-16,2.854412171536175,5.145587828463825,4.0,1.145587828463825,1.5084646278208194,1.5084646278208194,1.5937516768394144,2.8544121715361754,0.0,0.11893384048067394,0.1665455910713265,2.854412171536175
210,4,0.5,0.2,1,0.20811839277122912,0.9041692276793216,6.887712379549449,3.791881607228771,2.8877123795494493,0.02441372506299447,0.09721086964529836,0.6368328301655033,0.8684279277439999,0.04916704523081705,0.03496381035728502,0.24628092702117665,0.9041692276793257
211,4,0.5,0.2,1,0.3301872393214582,0.7821003811290925,6.887712379549449,3.669812760678542,2.8877123795494493,0.0,0.0,0.021419682992479316,0.5017338786606445,0.013336481703450698,0.04124344022478643,-0.002134371765881049,0.7821003811291085
212,4,0.5,0.2,1,0.1458645721630898,0.966423048287461,6.887712379549449,3.85413542783691,2.8877123795494493,0.0,0.0,0.5045975029453996,1.0122703719090604,0.06356648296688006,0.0564113035884721,-0.002636320859371377,0.9664230482874728
213,4,0.5,0.2,1,0.24838441689205304,0.8639032035584977,6.887712379549449,3.751615583107947,2.8877123795494493,0.0,0.0,0.02578105829039523,0.8616379218742884,0.00164114824598105,0.07065284883288879,0.008088386363261146,0.8639032035584974
214,4,0.5,0.2,1,0.2667108973201877,0.8455767231303613,6.887712379549449,3.7332891026798114,2.88771237954945,0.0,0.0,0.1359977283087358,0.7668430643777047,0.09621102113224911,0.0641863747690265,-0.01989796285988865,0.8455767231304058
215,4,0.5,0.2,1,0.35714243853473127,0.7551451819158204,6.887712379549449,3.642857561465269,2.887712379549449,0.0,0.0,0.16180487585242098,0.40785332888573667,0.1410863790484953,0.029667135856930444,-0.03686869970464968,0.7551451819158281
216,4,0.5,0.2,1,0.15436201363081103,0.9579256068197397,6.887712379549449,3.845637986369189,2.8877123795494493,0.0,0.0,0.25785274152574766,1.1025388289489557,0.15436201363081103,0.09670295908207387,-0.05840359621960478,0.9579256068197398
217,4,0.5,0.2,1,0.2505088217164655,0.8617787987340852,6.887712379549449,3.7494911782835345,2.8877123795494493,0.0,0.0,0.49276090781520865,0.6150711680097793,0.032390736228737005,0.017625511699919463,0.1027386283888303,0.8617787987340878
218,4,0.5,0.2,1,0.22892819261091502,0.8833594278396348,6.887712379549449,3.7710718073890845,2.8877123795494497,0.07797853188420875,0.4004381437835453,0.5016770812057332,0.8618788946416243,0.03911867756992615,0.047633242879588346,0.042373041499631836,0.8833594278396457
219,4,0.5,0.2,1,0.29595428583436423,0.8163333346161865,6.887712379549449,3.7040457141656358,2.8877123795494493,0.0,0.0,0.051762426301526054,0.8955271205243154,0.10516752116038885,0.07694814204449939,-0.01994412247234645,0.8163333346161958
220,4,0.5,0.2,1,0.17862319209317823,0.9336644283573725,6.887712379549449,3.8213768079068218,2.8877123795494493,0.056080209070905204,0.555476504668273,0.3453356686253309,0.9613556588650161,0.027691230507615572,0.07706750624131019,-0.014079940494898135,0.9336644283574075
221,4,0.5,0.2,1,0.27729653678821853,0.8349910836623313,6.887712379549449,3.722703463211781,2.8877123795494497,0.0,0.0,0.048280882657264435,0.270346506559783,0.019879991361430704,0.02173510756507872,-0.004692953101760473,0.8349910836623364
222,4,0.5,0.2,1,0.19769569708524504,0.9145919233653057,6.887712379549449,3.802304302914755,2.8877123795494493,0.0,0.0,1.1102230246251565e-16,0.6539536544471174,0.01985072092959994,0.05024773897447177,-0.008279151539795693,0.9145919233653457
223,4,0.5,0.2,1,0.3544010946822338,0.7578865257683178,6.887712379549449,3.6455989053177666,2.887712379549449,0.0,0.0,0.05397759895548134,0.7477574666416609,0.019611350973371522,0.03804902719459732,0.025813232491372108,0.7578865257683409
224,4,0.5,0.2,1,0.5545645119124676,0.5577231085380849,6.887712379549449,3.4454354880875333,2.8877123795494484,0.0,0.0,0.18419502652587194,0.5285687253229967,0.0464135282994067,0.03946096816851368,0.010510708637261501,0.5577231085381387
225,4,0.8,0.0,0,2.456435556800404,1.5435644431995963,4.0,1.5435644431995963,0.0,0.0,0.0,0.0,0.543564443158291,0.13101569007573732,0.04529703693329969,-0.125,1.5435644431995963
226,4,0.8,0.0,0,2.063721875540867,1.936278124459133,4.0,1.936278124459133,0.0,0.0,0.0,-0.9544340029249649,1.8112781243765226,1.1667240695419787,0.26595991161694005,-1.1225562489182657,1.9362781244591325
227,4,0.8,0.0,0,3.3314355568004035,0.6685644431995964,4.0,0.6685644431995964,0.0,0.0,0.0,-0.3372900666170139,0.0,0.6805958232684591,0.0,-0.6685644431995963,0.6685644431995963
228,4,0.8,0.0,0,1.5943609377704338,2.4056390622295662,4.0,2.4056390622295662,0.0,0.0,0.0,-0.13447053550223087,0.9885175931326797,0.25764047929295897,0.07303605472463912,-0.24014238243251262,2.4056390622295662
229,4,0.8,0.0,0,3.3314355568004035,0.6685644431995964,4.0,0.6685644431995964,0.0,0.0,0.0,-0.5435644431995963,0.0,1.2994189530162066,0.0,-0.5435644431995963,0.6685644431995963
230,4,0.8,0.0,0,1.8199634674227343,2.1800365325772657,4.0,2.1800365325772657,0.0,0.569172916546474,3.0,-0.01148240682601509,2.9362781243352165,1.111687536964713,0.2669167788524413,-1.0461796919474975,2.1800365325772657
231,4,0.8,0.0,0,2.125,1.875,4.0,1.875,0.0,0.0,0.0,-0.5032289436203634,0.0,0.7715666372007082,0.0,-0.6713511896136641,1.875
232,4,0.8,0.0,0,2.3302632821965172,1.6697367178034825,4.0,1.6697367178034825,0.0,0.0,0.0,-0.8960382325345575,2.5849394142282115e-26,1.209468633664825,0.0,-0.8960382325345577,1.6697367178034823
233,4,0.8,0.0,0,3.662709933382986,0.3372900666170139,4.0,0.3372900666170139,0.0,0.10375937481971094,0.41503749927884376,-0.3372900666170139,0.0,1.0118701998510415,0.0,-0.3372900666170139,0.3372900666170139
234,4,0.8,0.0,0,1.7193609377704338,2.2806390622295662,4.0,2.2806390622295662,0.0,0.0,0.0,-0.9886994082884974,0.45120505927878574,1.1947582004719903,0.055407775197744764,-1.0742035054291632,2.2806390622295662
