idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_psi,phi_mean,phi_max,phi_piw,gates,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
28,3,0.3,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-2.220446049250313e-16,0.0,0.0,0.0,and|parity|majority,2.220446049250313e-16,1.427206085768088,0.0,0.23786768096134794,0.0,2.1408091286521316
29,3,0.3,0.05,1,0.9292475566673926,1.211561571984739,3.859190871347869,2.0707524433326077,0.8591908713478686,0.3821901048546754,0.0,0.0,0.0,parity|copy|or,-0.3339383779807614,0.7308741310403367,0.9292475566673923,0.15780626002787243,-0.5730814362691494,1.2115615719847388
30,3,0.3,0.2,1,0.03392190240477477,0.8002938129331381,5.165784284662087,2.9660780975952252,2.165784284662087,0.03392190240477477,0.0,0.0,0.0,majority|parity|copy,0.23199998772160235,0.5561438102252754,0.03392190240477477,0.09674064003296623,-0.014053302130324965,0.8002938129331386
31,3,0.3,0.2,1,0.24414264370889383,0.590073071629019,5.165784284662087,2.755857356291106,2.165784284662087,-0.03573757584583559,0.0,0.0,0.0,or|or|majority,0.23834577744089622,0.5629672370550636,0.04178609223144214,0.09674755266897477,-0.009684610563244319,0.5900730716290667
32,3,0.3,0.2,1,0.09561854227550626,0.7385971730624066,5.165784284662087,2.9043814577244937,2.165784284662087,8.881784197001252e-16,0.0,0.0,0.0,and|copy|or,0.18245336283713143,0.8342157153379128,0.09561854227550626,0.14468960295711458,-0.03392190240477472,0.7385971730624069
33,3,0.3,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-2.220446049250313e-16,0.0,0.0,0.0,or|majority|and,6.661338147750939e-16,0.5561438102252749,0.0,0.09269063503754589,3.3306690738754696e-16,0.8342157153379128
34,3,0.3,0.2,1,0.11681919390621864,0.7173965214316942,5.165784284662087,2.8831808060937814,2.165784284662087,-0.03900866622835886,0.0,0.0,0.0,and|parity|or,1.6653345369377348e-16,0.0837416771629278,0.016110795047368676,0.013956946193821346,2.7755575615628914e-16,0.7173965214317031
35,3,0.3,0.2,1,0.18970004536806018,0.6445156699698527,5.165784284662087,2.81029995463194,2.165784284662087,-0.0324452123070067,0.0,0.0,0.0,or|or|and,0.059846773730917624,0.31584333625936667,0.05329298878901412,0.05411240764648204,-0.017144138173356437,0.6445156699698663
36,3,0.3,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,6.661338147750939e-16,0.0,0.0,0.0,and|parity|and,0.18245336283713154,0.8342157153379128,0.09561854227550626,0.1446896029571146,-0.03392190240477466,0.738597173062407
37,3,0.3,0.2,1,0.24688929364063705,0.5873264216972758,5.165784284662087,2.753110706359363,2.165784284662087,-0.06780068842644349,0.17358640770883532,0.6943456308353413,0.09058510069726447,and|majority|majority,0.27745747953294164,0.5514799572618152,0.01748832420178914,0.09286850348107822,-0.009886069372434692,0.5873264216973112
38,3,0.3,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,1.1102230246251565e-15,0.0,0.0,0.0,copy|or|and,0.18245336283713143,0.8342157153379128,0.09561854227550626,0.1446896029571145,-0.03392190240477505,0.738597173062407
39,3,0.3,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-2.220446049250313e-16,0.0,0.0,0.0,copy|and|copy,3.885780586188048e-16,0.0,0.0,5.605996381676108e-17,3.3306690738754696e-16,0.8342157153379128
40,3,0.3,0.2,1,0.19769569708524504,0.6365200182526678,5.165784284662087,2.802304302914755,2.165784284662087,-0.02028618501290813,0.10391093424635525,0.6943456308353413,0.06070631671408884,parity|copy|majority,0.34410403504085435,0.653953654447117,0.01985072092959994,0.10049547794894347,-0.008279151539795276,0.6365200182527081
41,3,0.3,0.2,1,0.11354546070873717,0.7206702546291757,5.165784284662087,2.886454539291263,2.165784284662087,0.01792691843323091,0.0,0.0,0.0,majority|copy|and,0.14085126984132323,0.5178557889403126,0.11354546070873717,0.09186969112550479,-0.06931883194315808,0.7206702546291763
42,3,0.3,0.2,1,0.11354546070873672,0.7206702546291761,5.165784284662087,2.8864545392912633,2.165784284662087,0.017926918433230132,0.0,0.0,0.0,copy|copy|or,0.1408512698413235,0.5178557889403135,0.11354546070873672,0.0918696911255048,-0.06931883194315791,0.7206702546291763
43,3,0.3,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-4.440892098500626e-16,0.6943456308353413,0.6943456308353413,0.6943456308353413,and|or|copy,0.556143810225276,0.8342157153379128,0.0,0.1390359525563189,3.3306690738754696e-16,0.8342157153379128
44,3,0.3,0.2,1,0.09561854227550626,0.7385971730624066,5.165784284662087,2.9043814577244937,2.165784284662087,0.0,0.0,0.0,0.0,copy|parity|parity,0.14853146043235677,0.5222219078205006,0.09561854227550626,0.09269063503754592,-0.050360759377766406,0.7385971730624069
45,3,0.5,0.0,0,1.7012050593046015,1.2987949406953985,3.0,1.2987949406953985,0.0,-0.6207230355827522,0.0,0.0,0.0,or|and|and,-0.8112781244591328,0.0,0.8673257514224635,0.0,-0.8112781244591328,1.2987949406953985
46,3,0.5,0.0,0,1.938721875540867,1.061278124459133,3.0,1.061278124459133,0.0,-0.3832062193464867,0.0,0.0,0.0,or|majority|and,-0.5435644431995963,2.5849394142282115e-26,0.5694152051396562,0.0,-0.5435644431995963,1.061278124459133
47,3,0.5,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.6666666666666666,2.0,0.25,majority|and|and,-0.5435644431995963,2.5849394142282115e-26,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
48,3,0.5,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,parity|copy|parity,2.0,2.999999999876084,0.0,0.5,0.0,3.0
49,3,0.5,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,majority|majority|or,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
50,3,0.5,0.0,0,0.8443609377704338,2.1556390622295662,3.0,2.1556390622295662,0.0,-0.23020785648730102,0.4025062498798073,2.0,0.3018796874098555,parity|majority|copy,0.48428787261590234,2.6524101184852866,0.7532289436203641,0.6184098832413287,-0.75,2.1556390622295662
51,3,0.5,0.0,0,1.5,1.5,3.0,1.5,0.0,-0.8219280948873537,0.0,0.0,0.0,copy|majority|copy,-0.8112781244591328,0.0,1.1225562489182659,0.0,-0.8112781244591328,1.5
52,3,0.5,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,or|copy|and,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
53,3,0.5,0.0,0,1.188721875540867,1.811278124459133,3.0,1.811278124459133,0.0,-0.03367054579557949,0.0,0.0,0.0,majority|or|or,-0.9544340029249649,0.0,0.9544340029249647,0.0,-0.9544340029249649,1.8112781244591325
54,3,0.5,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,or|parity|or,-1.0,0.0,2.0,0.0,-1.0,1.0
55,3,0.5,0.0,0,1.25,1.75,3.0,1.75,0.0,0.027607578663553456,0.0,0.0,0.0,majority|or|majority,-0.7044340029249649,0.0,1.0157121273840977,0.0,-0.7044340029249649,1.75
56,3,0.5,0.0,0,1.5,1.5,3.0,1.5,0.0,-0.8219280948873537,0.0,0.0,0.0,majority|parity|parity,-0.8112781244591328,0.0,1.1225562489182659,0.0,-0.8112781244591328,1.5
57,3,0.5,0.0,0,1.188721875540867,1.811278124459133,3.0,1.811278124459133,0.0,-1.1332062193464867,0.0,0.0,0.0,or|or|parity,-0.8112781244591328,0.0,0.8112781244591329,0.0,-0.8112781244591329,1.8112781244591325
58,3,0.5,0.0,0,1.0,2.0,3.0,2.0,0.0,-0.5849625007211507,0.0,0.0,0.0,copy|majority|and,0.0,2.999999999876084,1.0,0.6666666666666666,-1.0,2.0
59,3,0.5,0.0,0,1.7012050593046015,1.2987949406953985,3.0,1.2987949406953985,0.0,-0.6207230355827522,0.0,0.0,0.0,majority|and|majority,-0.9544340029249649,0.0,1.4213511896136644,0.0,-0.9544340029249649,1.2987949406953985
60,3,0.5,0.05,1,1.8059643816209339,0.3348447470311975,3.859190871347869,1.1940356183790664,0.8591908713478689,-0.380345197651782,0.19167645847619266,1.5334116678095413,0.02473244625536134,or|or|parity,0.0824186424119274,0.43589969884297863,0.13918211550120274,0.07735742630733822,-0.030805294136806438,0.3348447470323254
61,3,0.5,0.05,1,0.2858977959056894,1.8549113327464422,3.859190871347869,2.714102204094311,0.8591908713478686,0.14788027593963382,0.2947386387034192,0.6686607922823838,0.3817764752701134,and|or|parity,1.1537496518693826,1.9350452797084459,0.11489569480779638,0.19906274811436311,0.1521785548680208,1.8549113327464473
62,3,0.5,0.05,1,0.9505304314347917,1.1902786972173396,3.859190871347869,2.0494695685652085,0.8591908713478688,-0.14945802669676178,0.0,0.0,0.0,or|or|majority,-0.26989883719514285,0.3733605693096549,0.5981180826621091,0.0699506193227665,-0.4993307530644978,1.1902786972175627
63,3,0.5,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,2.220446049250313e-16,0.0,0.0,0.0,majority|or|copy,0.16654559107132672,2.140809128652131,0.5470574518127167,0.4280796401528742,-0.42766871226511505,1.5937516768394144
64,3,0.5,0.05,1,1.4866035236632822,0.6542056049888489,3.859190871347869,1.5133964763367178,0.8591908713478689,-0.30844211609013406,0.0,0.0,0.0,or|or|parity,0.1432196857118726,0.6509920972744057,0.1430798944131213,0.12892813480016146,-0.10568656040174401,0.6542056049901519
65,3,0.5,0.05,1,0.9802236808084522,1.1605854478436797,3.859190871347869,2.019776319191548,0.8591908713478685,-0.22938999760772416,0.04179129951764899,0.3343303961411919,0.0033125627757129962,parity|majority|copy,0.44713209982216295,0.9382194859898982,0.054867366022471664,0.14642714912835836,-0.03573280593175798,1.1605854478436286
66,3,0.5,0.05,1,0.5001528505366817,1.64065627811545,3.859190871347869,2.4998471494633185,0.8591908713478686,-0.2251456344511803,0.0,0.0,0.0,or|and|copy,0.03201194209732017,1.5087523656673918,0.049534337802022765,0.25886209652669573,-0.033300808688970784,1.6406562781156624
67,3,0.5,0.05,1,1.0578279692716959,1.0829811593804362,3.859190871347869,1.9421720307283046,0.8591908713478685,-0.4739058911961802,0.0,0.0,0.0,majority|or|majority,-3.3306690738754696e-16,0.3019669480767445,0.0597285105664116,0.050327824679457546,-0.04627188894978411,1.082981159381823
68,3,0.5,0.05,1,1.742823964189324,0.39798516446280807,3.859190871347869,1.2571760358106765,0.8591908713478684,-0.3337432103150457,0.0,0.0,0.0,parity|and|and,-0.03720335614347037,0.389256573773339,0.18422149240658392,0.08234073780761633,-0.11375172013343116,0.397985164464155
69,3,0.5,0.05,1,0.5470574518127169,1.5937516768394147,3.859190871347869,2.4529425481872833,0.8591908713478686,0.0,0.0,0.0,0.0,copy|or|and,-0.26112312119378833,0.2859343306189286,0.5470574518127167,0.047655721769821434,-0.4885396118317419,1.5937516768394144
70,3,0.5,0.05,1,1.723106695937626,0.4177024327145058,3.859190871347869,1.2768933040623744,0.8591908713478686,-0.48986468101783665,0.0,0.0,0.0,majority|majority|and,0.023679722960854546,0.33981921193765685,0.07390105146650461,0.0609326770947257,-0.05463241633441057,0.4177024327162935
71,3,0.5,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-2.220446049250313e-16,1.5878575029692836,1.5878575029692836,1.5878575029692836,parity|majority|copy,1.4272060857680873,2.1408091286521316,0.0,0.35680152144202193,2.220446049250313e-16,2.1408091286521316
72,3,0.5,0.05,1,2.220446049250313e-16,2.1408091286521316,3.859190871347869,3.0,0.8591908713478686,-2.220446049250313e-16,1.5878575029692836,1.5878575029692836,1.5878575029692836,parity|copy|and,1.4272060857680875,2.1408091286521316,0.0,0.35680152144202193,1.1102230246251565e-16,2.1408091286521316
73,3,0.5,0.05,1,1.1833940178841722,0.957415110767959,3.859190871347869,1.8166059821158278,0.8591908713478688,0.34856550312813983,0.0,0.0,0.0,or|copy|majority,-0.35040223545252736,0.5718686612378574,1.1833940178841722,0.11560174339518503,-0.6148530601570588,0.9574151107679587
74,3,0.5,0.05,1,0.5001528505366817,1.64065627811545,3.859190871347869,2.4998471494633185,0.8591908713478686,-0.2251456344511803,0.0,0.0,0.0,or|and|copy,0.032011942097320834,1.5087523656673918,0.049534337802022765,0.25886209652669584,-0.03330080868897012,1.6406562781156628
75,3,0.5,0.2,1,0.22239660928275828,0.6118191060551545,5.165784284662087,2.7776033907172417,2.165784284662087,-0.0602954521839999,0.0,0.0,0.0,and|copy|copy,0.07896794184574896,0.32590442893845495,0.09840502666035045,0.05599291155307251,-0.05329820012003972,0.611819106055164
76,3,0.5,0.2,1,0.40164391235269425,0.4325718029852186,5.165784284662087,2.5983560876473057,2.165784284662087,-0.10118998118138989,0.0,0.0,0.0,and|majority|majority,0.053060497479656576,0.36632196212165624,0.030426097259273366,0.06183603930962795,0.013835007063256466,0.4325718029852834
77,3,0.5,0.2,1,0.2970562903568976,0.5371594249810152,5.165784284662087,2.7029437096431024,2.165784284662087,-0.08773715107136981,0.0,0.0,0.0,parity|and|or,0.08073361304193896,0.3864656384652587,0.022896658040589823,0.06477138193880695,0.014331179350173362,0.5371594249810403
78,3,0.5,0.2,1,0.3936808758685526,0.44053483946936023,5.165784284662087,2.6063191241314474,2.165784284662087,-0.07624077052718625,0.0,0.0,0.0,and|parity|majority,0.07858014517358403,0.4331002011930032,0.0716846886367013,0.06980270258952569,-0.027038889235392938,0.4405348394694195
79,3,0.5,0.2,1,0.12508982651401102,0.7091258888239018,5.165784284662087,2.874910173485989,2.165784284662087,0.027927297304029874,0.0,0.0,0.0,parity|majority|or,0.1520629662634252,0.4892927532655649,0.05915788188950177,0.07436081798089532,-0.017452864806214108,0.709125888823902
80,3,0.5,0.2,1,0.0956185422755067,0.738597173062407,5.165784284662087,2.9043814577244937,2.1657842846620867,1.1102230246251565e-15,0.0,0.0,0.0,majority|or|copy,0.18245336283713143,0.8342157153379128,0.09561854227550626,0.1446896029571145,-0.03392190240477505,0.738597173062407
81,3,0.5,0.2,1,0.2340711287948687,0.6001445865430441,5.165784284662087,2.7659288712051313,2.165784284662087,-0.08504205694164935,0.0,0.0,0.0,or|copy|and,0.1556083960780399,0.40313431465458116,0.054131992485850766,0.06802368199110527,-0.0003535899097483475,0.600144586543041
82,3,0.5,0.2,1,0.22289168872824616,0.6113240266096667,5.165784284662087,2.777108311271754,2.165784284662087,-0.05394020674980282,0.01917185803897013,0.15337486431176103,0.010816648033472279,parity|copy|and,0.2442849325610487,0.6016530775777613,0.0034879469808157815,0.0642089396950017,0.017801614926521436,0.6113240266096668
83,3,0.5,0.2,1,0.3478177773035127,0.4863979380344001,5.165784284662087,2.6521822226964873,2.165784284662087,-0.0714675324116032,0.0,0.0,0.0,and|majority|and,0.05912590529273892,0.19147715031559143,0.013239860195831454,0.024436441595344614,0.02577865386948669,0.486397938034428
84,3,0.5,0.2,1,0.0,0.8342157153379128,5.165784284662087,3.0,2.165784284662087,-4.440892098500626e-16,0.0,0.0,0.0,or|parity|copy,6.106226635438361e-16,0.27807190511263746,0.0,0.046345317518773015,4.440892098500626e-16,0.8342157153379128
85,3,0.5,0.2,1,0.12508982651401102,0.7091258888239018,5.165784284662087,2.874910173485989,2.165784284662087,0.03225435632165263,0.0,0.0,0.0,copy|copy|and,0.13603899830626584,0.7513406904210433,0.05915788188950177,0.11902688345168884,-0.02933324741250587,0.7091258888239019
86,3,0.5,0.2,1,0.12508982651401102,0.7091258888239018,5.165784284662087,2.874910173485989,2.165784284662087,0.027927297304030096,0.0,0.0,0.0,or|or|and,0.09479296737174986,0.19519688019576797,0.05915788188950177,0.022382379817556818,-0.029333247412505932,0.7091258888239019
87,3,0.5,0.2,1,0.11354546070873628,0.7206702546291766,5.165784284662087,2.8864545392912637,2.165784284662087,0.0179269184332298,0.0,0.0,0.0,copy|copy|or,0.14085126984132385,0.517855788940313,0.11354546070873628,0.09186969112550485,-0.06931883194315752,0.7206702546291763
88,3,0.5,0.2,1,0.141629553257828,0.6925861620800848,5.165784284662087,2.858370446742172,2.165784284662087,-0.05400267832147465,0.0,0.0,0.0,or|parity|parity,0.06977252293554514,0.636790246091802,0.01087391293098694,0.10679196504747528,-0.004692393108883752,0.6925861620800959
89,3,0.5,0.2,1,0.2354600746677682,0.5987556406701446,5.165784284662087,2.764539925332232,2.165784284662087,-0.05818389070300456,0.0,0.0,0.0,and|or|and,0.1256355385063606,0.3506202731589516,0.034043276950070034,0.04550525149078651,0.018269371477246166,0.598755640670161
90,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.6100249995192293,2.0,0.4315789059344941,or|parity|or,-0.5435644431995963,0.0,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
91,3,0.8,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.5,0.5,0.5,parity|majority|copy,-1.0,0.0,2.0,0.0,-1.0,1.0
92,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.5,2.0,0.25,parity|majority|and,-0.5435644431995963,2.5849394142282115e-26,0.6359238270945913,0.0,-0.5435644431995963,1.4056390622295662
93,3,0.8,0.0,0,2.0,1.0,3.0,1.0,0.0,-0.32192809488735374,0.0,0.0,0.0,majority|majority|majority,-1.0,0.0,2.0,0.0,-1.0,1.0
94,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.6100249995192292,2.0,0.4315789059344941,and|or|parity,-0.5435644431995963,2.5849394142282115e-26,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
95,3,0.8,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,parity|parity|copy,2.0,2.999999999876084,0.0,0.3333333333333333,0.0,3.0
96,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.603759374819711,2.0,0.25,majority|parity|majority,-0.5435644431995963,2.5849394142282115e-26,0.6814898241696266,0.0,-0.5435644431995963,1.4056390622295662
97,3,0.8,0.0,1,3.0,-0.0,3.0,-0.0,0.0,-2.2854022188621927,0.08300749985576875,0.41503749927884376,0.0,parity|parity|and,0.0,0.0,1.2391740079392203e-10,0.0,0.0,0.0
98,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-1.2129939842871604,0.0,0.0,0.0,parity|or|majority,0.0,0.4512050592787857,0.09235938393630083,0.07520084321743357,-0.09235938389499498,1.4056390622295662
99,3,0.8,0.0,0,2.4564355568004035,0.5435644431995964,3.0,0.5435644431995964,0.0,0.13450746191304974,0.4025062498798073,2.0,0.25,and|majority|copy,-0.5435644431995963,2.5849394142282115e-26,1.0871288863991926,0.0,-0.5435644431995963,0.5435644431995963
100,3,0.8,0.0,0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,parity|parity|parity,2.0,2.999999999876084,0.0,0.3333333333333333,0.0,3.0
101,3,0.8,0.0,0,1.7012050593046015,1.2987949406953985,3.0,1.2987949406953985,0.0,-0.6207230355827522,0.0,0.0,0.0,majority|majority|copy,-0.9544340029249649,0.0,1.4213511896136644,0.0,-0.9544340029249649,1.2987949406953985
102,3,0.8,0.0,0,0.8443609377704338,2.1556390622295662,3.0,2.1556390622295662,0.0,-0.3780314835660128,0.0,0.0,0.0,or|copy|majority,-0.19920350542916276,0.0,0.1992035054291632,0.0,-0.19920350542916276,2.1556390622295662
103,3,0.8,0.0,0,1.5943609377704335,1.4056390622295665,3.0,1.4056390622295665,0.0,-0.7275671571169202,0.0,0.0,0.0,copy|or|copy,-1.0,0.0,1.13792538097003,0.0,-1.0,1.4056390622295662
104,3,0.8,0.0,0,1.188721875540867,1.811278124459133,3.0,1.811278124459133,0.0,-0.03367054579557949,0.0,0.0,0.0,or|parity|and,0.26771368125953643,0.8112781244178274,0.2758507619400601,0.1352130207431888,-0.2500000000000002,1.8112781244591327
105,3,0.8,0.05,1,0.8281220789646817,1.3126870496874499,3.859190871347869,2.1718779210353185,0.8591908713478686,-0.3179642013411945,0.0,0.0,0.0,majority|parity|or,0.10469652848108128,0.7942766653843414,0.1029954130084545,0.13447570471494638,-0.02337425904258797,1.3126870496880836
106,3,0.8,0.05,1,1.692464408993265,0.44834471965886635,3.859190871347869,1.307535591006735,0.8591908713478686,-0.35924353314249236,0.0,0.0,0.0,majority|copy|majority,-0.02086216217851186,0.3990729266175912,0.1776966512858702,0.08257576842753252,-0.1022758680020972,0.4483447196603717
