idx,n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,max_phi
1402,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1403,6,4,1,0.5,0.0,0.5,0,4,0,4,0,0.000000
1404,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1405,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1406,6,4,1,1.0,0.0,1.0,0,4,0,4,0,0.000000
1407,6,4,1,0.5,0.0,0.5,1,4,0,1,0,0.000000
1408,6,4,1,1.0,0.0,1.0,2,4,0,2,0,0.000000
1409,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1410,3,0,0,0.0,0.0,0.0,1,2,0,1,0,0.000000
1411,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1412,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1413,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1414,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1415,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1416,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1417,4,2,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1418,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1419,5,3,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1420,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1421,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1422,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1423,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1424,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1425,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1426,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1427,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1428,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1429,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1430,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1431,6,4,1,1.0,0.0,1.0,1,4,0,1,0,0.000000
1432,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1433,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1434,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1435,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1436,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1437,4,2,0,0.0,0.0,0.0,2,4,0,2,0,0.000000
1438,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1439,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1440,2,1,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1441,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1442,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1443,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1444,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1445,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
